batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;54;3952;1.0;0.24074074074074073;0.24074074074074073;0.3880597014925373;0.3880597014925373;54.0;54.0;13.0;13;13.0;0;13.0;0.0
2;54;3952;1.0;0.2037037037037037;0.2037037037037037;0.3384615384615384;0.3384615384615384;54.0;54.0;11.0;11;11.0;0;11.0;0.0
3;55;3954;0.6923076923076923;0.16363636363636364;0.16363636363636364;0.2647058823529412;0.2647058823529412;55.0;55.0;9.0;13;13.0;0;13.0;0.0
4;60;3954;0.8571428571428571;0.3;0.3;0.4444444444444444;0.4444444444444444;60.0;60.0;18.0;21;21.0;0;21.0;0.0
5;56;3952;0.6875;0.19642857142857142;0.19642857142857142;0.3055555555555555;0.3055555555555555;56.0;56.0;11.0;16;16.0;0;16.0;0.0
6;61;3944;0.7222222222222222;0.21311475409836064;0.21311475409836064;0.3291139240506329;0.3291139240506329;61.0;61.0;13.0;18;18.0;0;18.0;0.0
7;55;3951;0.9333333333333333;0.2545454545454545;0.2545454545454545;0.3999999999999999;0.3999999999999999;55.0;55.0;14.0;15;15.0;0;15.0;0.0
8;44;3963;0.8571428571428571;0.2727272727272727;0.2727272727272727;0.41379310344827586;0.41379310344827586;44.0;44.0;12.0;14;14.0;0;14.0;0.0
9;61;3948;0.9473684210526315;0.29508196721311475;0.29508196721311475;0.45;0.45;61.0;61.0;18.0;19;19.0;0;19.0;0.0
10;60;3949;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.26666666666666666;0.26666666666666666;60.0;60.0;10.0;15;15.0;0;15.0;0.0
11;54;3957;0.7333333333333333;0.2037037037037037;0.2037037037037037;0.3188405797101449;0.3188405797101449;54.0;54.0;11.0;15;15.0;0;15.0;0.0
12;61;3946;0.8571428571428571;0.19672131147540983;0.19672131147540983;0.32000000000000006;0.32000000000000006;61.0;61.0;12.0;14;14.0;0;14.0;0.0
13;46;3965;0.7857142857142857;0.2391304347826087;0.2391304347826087;0.36666666666666664;0.36666666666666664;46.0;46.0;11.0;14;14.0;0;14.0;0.0
14;63;3948;0.7916666666666666;0.30158730158730157;0.30158730158730157;0.43678160919540227;0.43678160919540227;63.0;63.0;19.0;24;24.0;0;24.0;0.0
15;53;3954;0.875;0.2641509433962264;0.2641509433962264;0.4057971014492754;0.4057971014492754;53.0;53.0;14.0;16;16.0;0;16.0;0.0
16;59;3954;0.8888888888888888;0.2711864406779661;0.2711864406779661;0.4155844155844156;0.4155844155844156;59.0;59.0;16.0;18;18.0;0;18.0;0.0
17;58;3950;0.9166666666666666;0.1896551724137931;0.1896551724137931;0.31428571428571433;0.31428571428571433;58.0;58.0;11.0;12;12.0;0;12.0;0.0
18;53;3960;0.75;0.22641509433962265;0.22641509433962265;0.3478260869565218;0.3478260869565218;53.0;53.0;12.0;16;16.0;0;16.0;0.0
19;56;3953;0.9090909090909091;0.17857142857142858;0.17857142857142858;0.2985074626865672;0.2985074626865672;56.0;56.0;10.0;11;11.0;0;11.0;0.0
20;45;3968;0.9375;0.3333333333333333;0.3333333333333333;0.49180327868852464;0.49180327868852464;45.0;45.0;15.0;16;16.0;0;16.0;0.0
21;56;3955;0.8;0.21428571428571427;0.21428571428571427;0.3380281690140845;0.3380281690140845;56.0;56.0;12.0;15;15.0;0;15.0;0.0
22;60;3950;0.6153846153846154;0.13333333333333333;0.13333333333333333;0.2191780821917808;0.2191780821917808;60.0;60.0;8.0;13;13.0;0;13.0;0.0
23;48;3956;0.6666666666666666;0.125;0.125;0.21052631578947367;0.21052631578947367;48.0;48.0;6.0;9;9.0;0;9.0;0.0
24;55;3952;0.7692307692307693;0.18181818181818182;0.18181818181818182;0.29411764705882354;0.29411764705882354;55.0;55.0;10.0;13;13.0;0;13.0;0.0
25;51;3963;0.7368421052631579;0.27450980392156865;0.27450980392156865;0.4;0.4;51.0;51.0;14.0;19;19.0;0;19.0;0.0
26;56;3954;1.0;0.23214285714285715;0.23214285714285715;0.37681159420289856;0.37681159420289856;56.0;56.0;13.0;13;13.0;0;13.0;0.0
27;51;3954;0.7777777777777778;0.13725490196078433;0.13725490196078433;0.23333333333333334;0.23333333333333334;51.0;51.0;7.0;9;9.0;0;9.0;0.0
