infer_mode;features;train_using_all_batches;iteration;skip_training_starting_batch;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
dk;incremental;True;0;-1;1;0.09591700000000003;0.0006180000000002295;0.10133599999999987;0.4863417148590088;0.45212500000000055;0.0027369999999997674;1.0673060000000003;0.06355399999999989;0.029493999999999687;0.037168999999999563;0;0.005542000000000158
dk;incremental;True;0;-1;2;0.13286100000000012;0.0006590000000006313;0.09856200000000115;0.7370877265930176;1.3334189999999992;0.006168999999999869;4.167769000000002;0.07001499999999794;0.030522999999998746;0.0359480000000012;0;0.009520999999999447
dk;incremental;True;0;-1;3;0.13344000000000023;0.0006529999999997926;0.10003099999999776;0.7974140644073486;2.7354930000000017;0.004390999999998257;4.835264999999996;0.09373199999999571;0.02976900000000171;0.038242000000003884;0;0.013148000000001048
dk;incremental;True;0;-1;4;0.13706499999999977;0.0007009999999993966;0.09416199999999719;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013591999999995608
dk;incremental;True;0;-1;5;0.13231299999999635;0.0007960000000011291;0.10573000000000121;1.1280136108398438;6.621594000000002;0.006222999999998535;4.7280839999999955;0.13616900000000243;0.02865000000000606;0.0362480000000005;0;0.02206600000000236
dk;incremental;True;0;-1;6;0.12662599999999458;0.000686999999999216;0.09066800000000086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018819999999990955
dk;incremental;True;0;-1;7;0.13833299999998871;0.0007870000000025357;0.10423399999999106;1.0618104934692383;5.288409999999999;0.004470999999995229;11.214343999999997;0.2036329999999964;0.03004900000000532;0.03786999999999807;0;0.02662499999999568
dk;incremental;True;0;-1;8;0.12716199999999844;0.0007030000000014525;0.10006599999999821;1.6900720596313477;13.672475000000006;0.003591999999997597;8.732773000000009;0.23394199999999898;0.028105000000010705;0.039144000000007395;0;0.033659000000000106
dk;incremental;True;0;-1;9;0.1286569999999898;0.000658999999998855;0.10099800000000414;0.5739259719848633;0.08374599999999077;0.003254999999995789;0.00019399999999336615;0.050893000000002075;0.037841000000014446;0.03525999999999385;0;0.03255699999999706
dk;incremental;True;0;-1;10;0.1352200000000039;0.0006919999999865922;0.09728099999998108;0.9660425186157227;2.3116540000000043;0.002390000000019654;5.967856000000012;0.08142299999997249;0.03145800000001486;0.0372820000000047;0;0.03816299999999728
dk;incremental;True;0;-1;11;0.13022300000000087;0.0007699999999886131;0.10906700000001024;2.7641077041625977;23.191125;0.005329999999986512;15.462671;0.36304300000000467;0.03182300000000282;0.03798200000002794;0;0.036316999999996824
dk;incremental;True;0;-1;12;0.13582300000001624;0.0006279999999776464;0.09971499999997491;0.9987943172454834;3.264911000000012;0.004329000000012684;5.474129000000005;0.09753100000000359;0.02949099999997884;0.03576900000001615;0;0.04314399999998386
dk;incremental;True;0;-1;13;0.12641299999998523;0.0006499999999789452;0.10202800000001844;3.149606943130493;32.855939999999975;0.003161999999974796;6.637817999999982;0.4849869999999896;0.02997600000003331;0.0367130000000202;0;0.04260900000002721
dk;incremental;True;0;-1;14;0.12096400000001495;0.0006099999999946704;0.0987779999999816;1.0806400775909424;4.006119000000012;0.0033349999999927604;7.2291079999999965;0.10584199999999555;0.02983700000004319;0.03558200000003353;0;0.04282499999999345
dk;incremental;True;0;-1;15;0.1234749999999849;0.0006109999999921456;0.09740100000004759;4.043328523635864;44.87091799999996;0.0034200000000055297;7.98823699999997;0.6473520000000121;0.029894999999953598;0.036580000000014934;0;0.048672000000010485
dk;incremental;True;0;-1;16;0.12283299999995734;0.0006129999999870961;0.0989280000000008;0.7320735454559326;0.22800499999999602;0.002735000000029686;0.000160999999991418;0.05396899999999505;0.03116499999998723;0.03721399999994901;0;0.04878400000001193
dk;incremental;True;0;-1;17;0.12382800000000316;0.0007259999999860156;0.09854599999999891;1.2715327739715576;6.502580000000023;0.0035090000000082;8.159063000000003;0.133954000000017;0.02891600000003791;0.03654299999999466;0;0.05356499999999187
dk;incremental;True;0;-1;18;0.13386300000001938;0.0006529999999997926;0.09615400000001273;5.438853025436401;59.507948999999996;0.002919000000019878;9.458953000000008;0.832238000000018;0.029128000000014254;0.03781599999996388;0;0.057609000000013566
dk;incremental;True;0;-1;19;0.12065400000000182;0.0006179999999744723;0.09842899999995325;0.7018289566040039;0.056068999999979496;0.0015020000000163236;0.0001239999999711472;0.04793599999999287;0.02750500000001921;0.03757799999999634;0;0.05905200000000832
dk;incremental;True;0;-1;20;0.12376199999999926;0.0006989999999973406;0.10139000000003762;1.4200046062469482;7.071286999999984;0.0016350000000215914;9.722351000000003;0.1561980000000176;0.02720699999997578;0.040315999999961605;0;0.060098000000039065
dk;incremental;True;0;-1;21;0.11990700000001198;0.0006149999999820466;0.09851700000001529;0.7887492179870605;0.14513699999997698;0.00354200000003857;0.00021200000003318564;0.055178000000069005;0.026785999999901833;0.03665699999999106;0;0.06967699999995602
