infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
dk;incremental;True;-1;1;4;96;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;1.0;0;1.0;0.0
dk;incremental;True;-1;2;5;295;1.0;0.6666666666666666;1.0;0.8;1.0;4.0;6.0;4.0;5;4.0;0;4.0;0.0
dk;incremental;True;-1;3;4;296;0.5;0.3333333333333333;0.5;0.4;0.5;2.0;3.0;1.0;4;2.0;0;2.0;0.0
dk;incremental;True;-1;4;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dk;incremental;True;-1;5;3;397;0.5;0.5;0.5;0.5;0.5;2.0;2.0;1.0;3;2.0;0;2.0;0.0
dk;incremental;True;-1;6;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dk;incremental;True;-1;7;3;748;0.6666666666666666;0.3333333333333333;0.6666666666666666;0.4444444444444444;0.6666666666666666;3.0;6.0;2.0;3;3.0;0;3.0;0.0
dk;incremental;True;-1;8;3;597;0.5;0.5;0.5;0.5;0.5;2.0;2.0;1.0;3;2.0;0;2.0;0.0
dk;incremental;True;-1;9;2;349;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1.0;0;1.0;0.0
dk;incremental;True;-1;10;6;0;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;6.0;6.0;4.0;6;6.0;0;6.0;0.0
dk;incremental;True;-1;11;7;1795;0.6666666666666666;0.3333333333333333;0.6666666666666666;0.4444444444444444;0.6666666666666666;3.0;6.0;2.0;7;3.0;0;3.0;0.0
dk;incremental;True;-1;12;4;0;1.0;0.6666666666666666;1.0;0.8;1.0;2.0;3.0;2.0;4;2.0;0;2.0;0.0
dk;incremental;True;-1;13;3;1097;0.5;0.3333333333333333;0.5;0.4;0.5;2.0;3.0;1.0;3;2.0;0;2.0;0.0
dk;incremental;True;-1;14;5;0;0.5;0.5;0.5;0.5;0.5;4.0;4.0;2.0;5;4.0;0;4.0;0.0
dk;incremental;True;-1;15;3;1297;0.0;0.0;0.0;0;0;2.0;3.0;0.0;3;2.0;0;2.0;0.0
dk;incremental;True;-1;16;5;0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;3.0;3.0;1.0;5;3.0;0;3.0;0.0
dk;incremental;True;-1;17;2;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;1.0;0;1.0;0.0
dk;incremental;True;-1;18;4;1596;0.3333333333333333;0.25;0.3333333333333333;0.28571428571428575;0.3333333333333333;3.0;4.0;1.0;4;3.0;0;3.0;0.0
dk;incremental;True;-1;19;3;0;0.3333333333333333;0.25;0.3333333333333333;0.28571428571428575;0.3333333333333333;3.0;4.0;1.0;3;3.0;0;3.0;0.0
dk;incremental;True;-1;20;5;0;0.8;0.8;0.8;0.8000000000000002;0.8000000000000002;5.0;5.0;4.0;5;5.0;0;5.0;0.0
