batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.047485798597335815;-0.3536672294139862;0.4974634051322937;-0.061302151530981064;-0.21197545528411865;0.27643293142318726;0.16320164501667023;-0.26782551407814026;0.5144897699356079;-0.18797990679740906;-0.28125888109207153;-0.20987214148044586;0.19616734981536865;0.27680742740631104;-0.3231186270713806;0.2520449757575989;-0.018427474424242973
2;0.02761738933622837;-0.23439541459083557;0.6094991564750671;0.020156001672148705;-0.08981982618570328;0.39142656326293945;0.2792230546474457;-0.15104521811008453;0.6246228218078613;-0.06811541318893433;-0.1598626971244812;-0.09358061105012894;0.3678874373435974;0.4484618306159973;-0.25635576248168945;0.41894543170928955;0.15339715778827667
3;0.07782691717147827;-0.20757587254047394;0.663550853729248;0.03718317300081253;-0.005489474628120661;0.44942235946655273;0.2988629639148712;-0.1314108520746231;0.700397789478302;-0.03510228917002678;-0.07511459290981293;-0.03684331849217415;0.5076525807380676;0.5881046056747437;-0.18862682580947876;0.5250611305236816;0.29331937432289124
4;0.14477325975894928;-0.1316559910774231;0.7279167175292969;0.11364656686782837;0.06457541137933731;0.5175210237503052;0.38659924268722534;-0.07254289090633392;0.7159209847450256;0.0158167015761137;-0.005286808125674725;-0.010153994895517826;0.6336732506752014;0.7139269113540649;-0.07070636749267578;0.619299054145813;0.419648677110672
5;0.19946058094501495;-0.055204011499881744;0.7960055470466614;0.18981319665908813;0.1318529099225998;0.5475500822067261;0.4637097716331482;0.0018643004586920142;0.7732110619544983;0.08546093851327896;0.06766006350517273;-0.0021085140760987997;0.7378798723220825;0.8179107308387756;-0.0066471584141254425;0.7133834362030029;0.5242619514465332
6;0.21895472705364227;-0.032136157155036926;0.7687007784843445;0.20282484591007233;0.15131226181983948;0.5674590468406677;0.47790202498435974;0.02061133086681366;0.7791431546211243;0.10328494757413864;0.0940183699131012;-0.0003235625335946679;0.8350515365600586;0.9148626923561096;0.07084234058856964;0.7926130890846252;0.6219648718833923
7;0.258914977312088;0.010197346098721027;0.7956094145774841;0.23963400721549988;0.18971702456474304;0.582273006439209;0.494316041469574;0.07009183615446091;0.7994415163993835;0.1464134007692337;0.13440054655075073;-3.5724769986700267e-05;0.9075279235839844;0.9870050549507141;0.09556129574775696;0.8361318707466125;0.6951752305030823
8;0.27766475081443787;0.031658709049224854;0.7941359877586365;0.2700074315071106;0.21691294014453888;0.5928630828857422;0.4803507924079895;0.08730766177177429;0.8078218698501587;0.1821463704109192;0.16144414246082306;-2.7388557555241277e-06;0.9876527190208435;1.0668271780014038;0.10235712677240372;0.8842437267303467;0.7759804129600525
9;0.2935178577899933;0.06068411096930504;0.7986894845962524;0.29479891061782837;0.2392299473285675;0.608940601348877;0.5038728713989258;0.11129418015480042;0.8065633177757263;0.20174658298492432;0.18399955332279205;-1.3925293274041906e-07;1.0471633672714233;1.125962734222412;0.1403038203716278;0.9411431550979614;0.8364272713661194
10;0.3203255236148834;0.0937904343008995;0.8010757565498352;0.3175516128540039;0.2604067623615265;0.625438928604126;0.5265833735466003;0.14156006276607513;0.8046709895133972;0.22570858895778656;0.21456170082092285;-4.42544889622809e-09;1.1000057458877563;1.1783573627471924;0.1685044914484024;0.9785736203193665;0.8903009295463562
11;0.3157939612865448;0.09676166623830795;0.779790461063385;0.3151322305202484;0.2552526593208313;0.6059361696243286;0.5134901404380798;0.15166793763637543;0.77618008852005;0.23139318823814392;0.21663327515125275;-8.134288381755894e-11;1.1650055646896362;1.2428128719329834;0.17918860912322998;1.015191674232483;0.9562429785728455
12;0.3270266056060791;0.1171814501285553;0.777003288269043;0.326103538274765;0.2666495740413666;0.6047943234443665;0.5186678767204285;0.1711655706167221;0.758391261100769;0.24035973846912384;0.2236633151769638;-7.782202074597955e-13;1.2107449769973755;1.2882893085479736;0.21812500059604645;1.0237009525299072;1.0033656358718872
13;0.3097231090068817;0.1093418300151825;0.7362861633300781;0.3137325048446655;0.25739768147468567;0.5780676007270813;0.4984177350997925;0.16512830555438995;0.7223667502403259;0.23517052829265594;0.21709398925304413;-3.3268116858336735e-15;1.265058994293213;1.3420237302780151;0.24594759941101074;1.0317790508270264;1.059090495109558
14;0.324404776096344;0.12788249552249908;0.7303677797317505;0.32790830731391907;0.2690037488937378;0.5945296287536621;0.5175515413284302;0.18481595814228058;0.7110993266105652;0.24769090116024017;0.23066145181655884;-4.956969983410787e-18;1.3125636577606201;1.3889318704605103;0.28437361121177673;1.0211631059646606;1.1082154512405396
15;0.34893345832824707;0.16161824762821198;0.7389671802520752;0.35082024335861206;0.29006120562553406;0.5995301008224487;0.5281332731246948;0.21337708830833435;0.7138384580612183;0.26445403695106506;0.254570871591568;-1.518253461682178e-21;1.3533422946929932;1.42902410030365;0.30794668197631836;1.0419511795043945;1.150742530822754
16;0.3443477749824524;0.16871915757656097;0.7134425044059753;0.3478424847126007;0.28705620765686035;0.5891489386558533;0.5127633810043335;0.21779103577136993;0.6814919114112854;0.27727073431015015;0.25508153438568115;1.8695445704426085e-26;1.4015862941741943;1.4766159057617188;0.3076334297657013;1.0723451375961304;1.2008438110351562
17;0.3491553068161011;0.18344314396381378;0.7026047110557556;0.3543313145637512;0.2895137369632721;0.5852370858192444;0.5143152475357056;0.23133821785449982;0.6556791663169861;0.29525554180145264;0.26252031326293945;-9.606213185767225e-31;1.4351437091827393;1.5092772245407104;0.3193555474281311;1.0671329498291016;1.2366377115249634
18;0.3369159698486328;0.18272140622138977;0.6687604188919067;0.3475971221923828;0.2784768044948578;0.5588869452476501;0.4967843294143677;0.23007206618785858;0.6138361096382141;0.28782954812049866;0.25376006960868835;-2.5105230296828334e-35;1.4746981859207153;1.5477445125579834;0.3262737989425659;1.0748451948165894;1.2783360481262207
19;0.32876479625701904;0.18987321853637695;0.6379151344299316;0.3442271053791046;0.27270644903182983;0.5359913110733032;0.48055917024612427;0.23290599882602692;0.5744274258613586;0.28654658794403076;0.25027355551719666;-4.7860648399781965e-40;1.5050227642059326;1.5770609378814697;0.3416345417499542;1.0786540508270264;1.31144118309021
20;0.3239595293998718;0.19748541712760925;0.6069058179855347;0.3512949049472809;0.27221736311912537;0.5225493311882019;0.4732081890106201;0.23878706991672516;0.5405598878860474;0.2925087809562683;0.2524279057979584;4.668706093590993e-41;1.5329748392105103;1.6038177013397217;0.3390539884567261;1.0701913833618164;1.3423625230789185
21;0.31078392267227173;0.19511359930038452;0.5639662742614746;0.3496939241886139;0.2577859163284302;0.4923088550567627;0.44759437441825867;0.23710927367210388;0.4944270849227905;0.2853795289993286;0.24070753157138824;4.668706093590993e-41;1.564858078956604;1.6345739364624023;0.34244903922080994;1.0807194709777832;1.3774163722991943
22;0.30459192395210266;0.20133891701698303;0.531877875328064;0.3437565565109253;0.25218093395233154;0.47247081995010376;0.43179944157600403;0.2440783530473709;0.4616404175758362;0.28390032052993774;0.23820744454860687;4.668706093590993e-41;1.5845916271209717;1.6530747413635254;0.3424491882324219;1.077878475189209;1.4007700681686401
