batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;0.60049968957901;0.36102017760276794;-0.048832349479198456;-0.3714626729488373;0.4023997485637665;0.6843098402023315;0.4987989664077759;0.0976651981472969;0.1658591628074646;0.5253959894180298;0.47318997979164124;0.7479011416435242;0.3094887435436249;0.1006367951631546;0.034845542162656784;0.5204678177833557;-0.38293951749801636
2;0.5668925642967224;0.4659724533557892;0.08252213150262833;-0.30122101306915283;0.5164588093757629;0.7602120041847229;0.5963485836982727;0.22082626819610596;0.2787591516971588;0.5962542295455933;0.5743095278739929;0.9134393930435181;0.4957229495048523;0.0240086168050766;0.19998934864997864;0.6545629501342773;-0.1964716911315918
3;0.5927474498748779;0.40242207050323486;0.203012615442276;-0.26275116205215454;0.6077726483345032;0.8181899785995483;0.6173446178436279;0.10030540078878403;0.38423529267311096;0.5146568417549133;0.5748778581619263;1.0316777229309082;0.6516667604446411;0.0033391094766557217;0.31031790375709534;0.778914213180542;-0.03992413729429245
4;0.6072719097137451;0.42979031801223755;0.2781080901622772;-0.22799500823020935;0.6256123781204224;0.7903632521629333;0.6594519019126892;0.1632206290960312;0.18915458023548126;0.5574184656143188;0.5987659692764282;1.1519654989242554;0.8091220259666443;0.0002632589021231979;0.44077345728874207;0.8292993307113647;0.11798183619976044
5;0.6644161939620972;0.44920048117637634;0.3378755450248718;-0.19870580732822418;0.6296172738075256;0.6959388852119446;0.6606412529945374;0.1893770396709442;0.20875605940818787;0.586536705493927;0.6255081295967102;1.2658121585845947;0.9566878080368042;1.1260611245234031e-05;0.48139429092407227;0.9162907004356384;0.2662523686885834
6;0.6763494610786438;0.4639565348625183;0.06348345428705215;-0.154729425907135;0.6363793611526489;0.7040979862213135;0.6438426971435547;0.239180326461792;0.22723907232284546;0.5917864441871643;0.6477046012878418;1.3756179809570312;1.0880299806594849;2.4215100324909145e-07;0.5595093965530396;0.9920278191566467;0.3986622989177704
7;0.6842363476753235;0.46668195724487305;0.08718328922986984;-0.12934567034244537;0.5921047329902649;0.7359930872917175;0.5529935359954834;0.31115415692329407;0.23831939697265625;0.5963984727859497;0.6299301981925964;1.454366683959961;1.2084242105484009;2.3243078572932063e-09;0.4760262668132782;1.0697882175445557;0.5205575823783875
8;0.6873053908348083;0.4514678716659546;0.10400473326444626;-0.08393250405788422;0.5352231860160828;0.75496906042099;0.6078323125839233;0.3267322778701782;0.246517613530159;0.5953559875488281;0.5961935520172119;1.5196950435638428;1.3059605360031128;8.227457777565395e-12;0.5024051666259766;1.132122278213501;0.6197682619094849
9;0.7141223549842834;0.43762215971946716;0.12302882224321365;-0.045654404908418655;0.5121539235115051;0.7448462247848511;0.6102237701416016;0.3403708040714264;0.25619640946388245;0.5898470878601074;0.565793514251709;1.5649070739746094;1.400123119354248;7.529537601324177e-15;0.5514408946037292;1.1945019960403442;0.7156136631965637
10;0.7014967799186707;0.39063695073127747;0.11921799182891846;-0.012475970201194286;0.4636479318141937;0.7529756426811218;0.594526469707489;0.34458789229393005;0.2812086343765259;0.5746486783027649;0.5213808417320251;1.6185028553009033;1.5168474912643433;5.9309785668120035e-19;0.5609027147293091;1.205654263496399;0.8336635828018188
11;0.6901432275772095;0.35681918263435364;0.14931870996952057;-9.011691145133227e-05;0.39854758977890015;0.7280835509300232;0.5767427086830139;0.3771803081035614;0.2806997299194336;0.5623571276664734;0.46544376015663147;1.6667523384094238;1.618129849433899;-5.0593448217082126e-24;0.6079619526863098;1.2164011001586914;0.9365488290786743
12;0.6699519753456116;0.3029399514198303;0.1497504860162735;0.006772398483008146;0.3340873122215271;0.6906979084014893;0.5532605648040771;0.3768121898174286;0.27937939763069153;0.5810117125511169;0.4130619764328003;1.6904228925704956;1.7125552892684937;-3.2190558832409424e-28;0.6174384951591492;1.2162708044052124;1.0330239534378052
13;0.6518187522888184;0.26858624815940857;0.15359744429588318;0.015338911674916744;0.2811973989009857;0.6625156402587891;0.5333532691001892;0.37705665826797485;0.2721703350543976;0.5579856634140015;0.3590637445449829;1.661338448524475;1.8144772052764893;-5.00332382898809e-33;0.6427112817764282;1.220988154411316;1.1367878913879395
14;0.6308364272117615;0.41072580218315125;0.1549394726753235;0.022971028462052345;0.2341499775648117;0.774948000907898;0.5917037129402161;0.37578731775283813;0.26184046268463135;0.5329328775405884;0.30812373757362366;1.6754076480865479;1.8969727754592896;2.1845635455809767e-37;0.6843473315238953;1.1990333795547485;1.221824049949646
15;0.6047298312187195;0.39284607768058777;0.15561938285827637;0.02785971574485302;0.32188159227371216;0.7869745492935181;0.5697827935218811;0.3703790307044983;0.24819010496139526;0.5029357075691223;0.26191529631614685;1.6734681129455566;1.9962660074234009;2.7046461659933294e-41;0.672210693359375;1.2052096128463745;1.3232121467590332
16;0.57954341173172;0.3744305372238159;0.15629857778549194;0.035392001271247864;0.28122392296791077;0.7743098139762878;0.5468261241912842;0.3668867349624634;0.23288562893867493;0.5133799910545349;0.22160840034484863;1.6625767946243286;2.0690855979919434;2.7046461659933294e-41;0.6745899319648743;1.204785704612732;1.3992995023727417
17;0.5541327595710754;0.3574150502681732;0.1965668797492981;0.044072940945625305;0.3160431683063507;0.745559811592102;0.5252453684806824;0.3632907271385193;0.2162877470254898;0.5707582235336304;0.18672528862953186;1.628716230392456;2.1442954540252686;2.7046461659933294e-41;0.6934744119644165;1.1911011934280396;1.4778181314468384
18;0.5221095085144043;0.411708265542984;0.2359790951013565;0.050085391849279404;0.27771955728530884;0.7076218128204346;0.4967975616455078;0.3550858199596405;0.19655440747737885;0.5385497808456421;0.15501977503299713;1.5984615087509155;2.2114744186401367;2.7046461659933294e-41;0.6941945552825928;1.1976977586746216;1.5487754344940186
19;0.4917117655277252;0.3924062252044678;0.23486560583114624;0.06704577058553696;0.24323226511478424;0.6710944175720215;0.4695153534412384;0.34836384654045105;0.17809972167015076;0.5082043409347534;0.13118162751197815;1.5390933752059937;2.265825033187866;2.7046461659933294e-41;0.6999512314796448;1.181846022605896;1.6078014373779297
20;0.46094462275505066;0.37187159061431885;0.23227812349796295;0.07496301084756851;0.21190041303634644;0.6544333100318909;0.4421994388103485;0.3412765562534332;0.166222482919693;0.47637414932250977;0.1115686222910881;1.473639726638794;2.318125009536743;2.7046461659933294e-41;0.6957935690879822;1.174413800239563;1.6650351285934448
21;0.42947933077812195;0.34977421164512634;0.22812245786190033;0.0944175273180008;0.18473969399929047;0.6157183051109314;0.4123629331588745;0.3334275484085083;0.14885149896144867;0.44363799691200256;0.09647130966186523;1.4213206768035889;2.365548849105835;2.7046461659933294e-41;0.6899604201316833;1.1429706811904907;1.7182177305221558
22;0.4118272662162781;0.32491442561149597;0.22114019095897675;0.10484954714775085;0.1641875058412552;0.5742217898368835;0.3962046504020691;0.3337854743003845;0.14352843165397644;0.42871877551078796;0.08680160343647003;1.3541254997253418;2.408968448638916;2.7046461659933294e-41;0.6758009195327759;1.1270191669464111;1.7679321765899658
23;0.37790647149086;0.30127087235450745;0.21416930854320526;0.11837674677371979;0.14470896124839783;0.5326360464096069;0.4064941108226776;0.3375719487667084;0.12688030302524567;0.4131753146648407;0.07672984898090363;1.3119906187057495;2.453930139541626;2.7046461659933294e-41;0.66302889585495;1.0903085470199585;1.8196544647216797
24;0.3465205132961273;0.27924633026123047;0.2077992856502533;0.12257394194602966;0.12762479484081268;0.5115107297897339;0.38280001282691956;0.3272685110569;0.11251895874738693;0.39085420966148376;0.06932829320430756;1.2641581296920776;2.488802433013916;2.7046461659933294e-41;0.644500195980072;1.0641918182373047;1.862229585647583
25;0.43775758147239685;0.2734224200248718;0.19828510284423828;0.12174789607524872;0.1095564067363739;0.46546196937561035;0.3465242087841034;0.3373591899871826;0.0964910015463829;0.4083918035030365;0.06088177114725113;1.1946330070495605;2.5485806465148926;2.7046461659933294e-41;0.5982457995414734;1.0102967023849487;1.9288644790649414
26;0.42980507016181946;0.24480964243412018;0.18597806990146637;0.11830047518014908;0.09726446121931076;0.41964560747146606;0.3171691596508026;0.32014328241348267;0.0857529565691948;0.37263980507850647;0.05606744438409805;1.1255860328674316;2.597660541534424;2.7046461659933294e-41;0.5495333671569824;0.9629154205322266;1.9858728647232056
27;0.3986760377883911;0.2202393114566803;0.23962293565273285;0.11717621237039566;0.08586453646421432;0.4204171597957611;0.2843865156173706;0.31642425060272217;0.08743435144424438;0.33585116267204285;0.051370419561862946;1.0530844926834106;2.647165536880493;2.7046461659933294e-41;0.5257142782211304;0.9061723947525024;2.044210910797119
28;0.37552133202552795;0.19928543269634247;0.24266348779201508;0.11743096262216568;0.07916426658630371;0.38454529643058777;0.25674545764923096;0.3015608787536621;0.07973980158567429;0.30464011430740356;0.04774438962340355;1.0019878149032593;2.678838014602661;2.7046461659933294e-41;0.4957660734653473;0.8687919974327087;2.086031198501587
29;0.3461456000804901;0.1788751780986786;0.23230281472206116;0.11625532060861588;0.0731968805193901;0.3613172173500061;0.23028509318828583;0.2854504883289337;0.07393976300954819;0.27541860938072205;0.0451611690223217;0.9324982166290283;2.706601619720459;2.7046461659933294e-41;0.4695037007331848;0.8408364653587341;2.124847412109375
30;0.31853923201560974;0.1612151563167572;0.2288604974746704;0.11653897911310196;0.06915443390607834;0.32364216446876526;0.20758409798145294;0.27029120922088623;0.07086282968521118;0.24939551949501038;0.044081028550863266;0.8666582703590393;2.732866048812866;2.7046461659933294e-41;0.43362778425216675;0.7950417399406433;2.1628222465515137
31;0.29431378841400146;0.14688177406787872;0.22022581100463867;0.11693570762872696;0.06587096303701401;0.29409360885620117;0.1883249580860138;0.25723400712013245;0.06756280362606049;0.22644011676311493;0.04361439496278763;0.8064358234405518;2.752809762954712;2.7046461659933294e-41;0.40158623456954956;0.7448757290840149;2.1957645416259766
32;0.2701989412307739;0.13145899772644043;0.212813138961792;0.12620441615581512;0.06132633239030838;0.2638638913631439;0.18615560233592987;0.2406296730041504;0.06284236162900925;0.2041902095079422;0.04484476521611214;0.7502342462539673;2.7759852409362793;2.7046461659933294e-41;0.38053977489471436;0.7070311903953552;2.232278823852539
33;0.24779881536960602;0.11894065141677856;0.20217323303222656;0.12421342730522156;0.05798642337322235;0.2475270926952362;0.17614948749542236;0.2276124358177185;0.05945799872279167;0.18453648686408997;0.046806760132312775;0.6981953978538513;2.7909767627716064;2.7046461659933294e-41;0.3569755256175995;0.6778882145881653;2.262028694152832
34;0.22802789509296417;0.1247423067688942;0.1966840922832489;0.12180618196725845;0.05524173006415367;0.2360335886478424;0.1611701399087906;0.2149602621793747;0.05678749829530716;0.170167937874794;0.04811020568013191;0.6483839750289917;2.8030240535736084;2.7046461659933294e-41;0.3382738530635834;0.6498069167137146;2.289670944213867
35;0.21250109374523163;0.11952196061611176;0.19050239026546478;0.11898590624332428;0.05289061740040779;0.23442386090755463;0.1463581770658493;0.2092146873474121;0.05446193367242813;0.1555144339799881;0.04780173674225807;0.6001628637313843;2.8128628730773926;2.7046461659933294e-41;0.31359392404556274;0.628984272480011;2.315927267074585
36;0.19819191098213196;0.11475448310375214;0.19102825224399567;0.11582736670970917;0.05185816437005997;0.21833044290542603;0.13273108005523682;0.19957415759563446;0.052037935703992844;0.1474875509738922;0.04737725481390953;0.5551981925964355;2.825923442840576;2.7046461659933294e-41;0.29554277658462524;0.5969228744506836;2.3458774089813232
37;0.21310856938362122;0.10652854293584824;0.18915481865406036;0.11434106528759003;0.05028325319290161;0.20281808078289032;0.12097208201885223;0.18639573454856873;0.049711331725120544;0.13564740121364594;0.04607008770108223;0.5317559838294983;2.8369407653808594;2.7046461659933294e-41;0.2756022810935974;0.563397228717804;2.3748810291290283
38;0.19812484085559845;0.10005220025777817;0.1799827367067337;0.11056169122457504;0.04837649688124657;0.2093258947134018;0.11186206340789795;0.1750296652317047;0.04754617437720299;0.12586186826229095;0.04598492011427879;0.4991283714771271;2.845608949661255;2.7046461659933294e-41;0.26189762353897095;0.5395012497901917;2.4027183055877686
39;0.18527644872665405;0.12282102555036545;0.17173561453819275;0.10736539959907532;0.04710656404495239;0.19796571135520935;0.10534562170505524;0.17269867658615112;0.0457843579351902;0.11758790165185928;0.045283347368240356;0.4756300151348114;2.8486874103546143;2.7046461659933294e-41;0.24717198312282562;0.5112426280975342;2.425673723220825
40;0.17269110679626465;0.12020806968212128;0.17323414981365204;0.10366363078355789;0.04547366499900818;0.1855311095714569;0.09952810406684875;0.17419010400772095;0.043820932507514954;0.10931836068630219;0.04246519133448601;0.45195627212524414;2.858266830444336;2.7046461659933294e-41;0.23663772642612457;0.48708561062812805;2.453575372695923
