batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;0.35941267013549805;0.312593549489975;0.7409226298332214;-0.191538468003273;-0.265248566865921;0.09791192412376404;0.7125808000564575;0.3269989788532257;0.4835672676563263;0.07727902382612228;-0.00946018472313881;-0.08486878126859665;0.4406505227088928;-0.0792025700211525;0.20038901269435883;0.47127893567085266;0.4832517206668854
2;0.5078080892562866;0.461260050535202;0.8891119956970215;-0.08012939989566803;-0.19462072849273682;0.24688281118869781;0.8008094429969788;0.4756495952606201;0.5002310872077942;0.21839569509029388;0.05359183996915817;-0.032372817397117615;0.4326122999191284;-0.05935515835881233;0.2531021535396576;0.5378153920173645;0.4657519459724426
3;0.5946241021156311;0.5482778549194336;0.9747954607009888;-0.025586016476154327;-0.12456526607275009;0.3344603478908539;0.8829893469810486;0.5626224279403687;0.4931035041809082;0.23396538197994232;0.10902366787195206;-0.0382690466940403;0.40254083275794983;-0.0453767403960228;0.30624258518218994;0.6002327799797058;0.4282413423061371
4;0.6552703976631165;0.6092095971107483;1.0336354970932007;-0.006071239709854126;-0.07719995826482773;0.39633694291114807;0.9439154863357544;0.6234847903251648;0.44975581765174866;0.24870719015598297;0.12803319096565247;-0.010599200613796711;0.36069604754447937;-0.03240983560681343;0.3293447494506836;0.6141186952590942;0.3767695128917694
5;0.7327657341957092;0.6868018507957458;1.1094900369644165;-0.0010516413021832705;-0.04577165096998215;0.47487711906433105;1.013204574584961;0.7009932398796082;0.4047296643257141;0.3013934791088104;0.1407090574502945;0.005094625521451235;0.2975422739982605;-0.025417495518922806;0.3276767134666443;0.6234407424926758;0.30405232310295105
6;0.7989429831504822;0.7532832026481628;1.1738200187683105;-0.00012996575969737023;-0.016691243276000023;0.5422824621200562;1.0557554960250854;0.7673810720443726;0.35179176926612854;0.33466777205467224;0.14214836061000824;0.014059098437428474;0.22575850784778595;-0.020805632695555687;0.3157551884651184;0.6280116438865662;0.24408386647701263
7;0.8478663563728333;0.8025751709938049;1.2201788425445557;-1.1095250556536485e-05;0.0038863772060722113;0.5930877923965454;1.0856620073318481;0.8165537714958191;0.29817473888397217;0.3559153974056244;0.1341981738805771;0.024886783212423325;0.17000208795070648;-0.013192486949265003;0.324442982673645;0.6562404632568359;0.24975807964801788
8;0.8891800045967102;0.8444437384605408;1.2585597038269043;-6.266818672884256e-07;0.020098645240068436;0.6355597972869873;1.129523515701294;0.8583144545555115;0.24547185003757477;0.39023154973983765;0.12066997587680817;0.029361428692936897;0.12235003709793091;-0.007662676740437746;0.31291380524635315;0.6580986380577087;0.21502108871936798
9;0.9212291240692139;0.8767560720443726;1.2865971326828003;-2.2132244481554153e-08;0.03409530967473984;0.6709908246994019;1.1604483127593994;0.8904836773872375;0.19781877100467682;0.40731656551361084;0.10567571222782135;0.034124262630939484;0.08657940477132797;-0.0013196433428674936;0.3003480136394501;0.658420979976654;0.18141014873981476
10;0.9647510051727295;0.9206605553627014;1.327103853225708;-4.536555020528965e-10;0.038123246282339096;0.7146540880203247;1.1962956190109253;0.9342924952507019;0.1870577037334442;0.4145103991031647;0.16567015647888184;0.030376873910427094;0.3329921066761017;0.015434560365974903;0.27898192405700684;0.6299843192100525;0.14316800236701965
11;0.9977142810821533;0.9540935158729553;1.355942964553833;-4.877778736478433e-12;0.03939375281333923;0.7503520846366882;1.204842209815979;0.9675767421722412;0.14415301382541656;0.40687018632888794;0.19312503933906555;0.028613010421395302;0.3342393636703491;0.017393816262483597;0.2707355320453644;0.6025086045265198;0.11146577447652817
12;1.0210398435592651;0.9780144095420837;1.374224305152893;-2.3786162384360765e-14;0.03831460699439049;0.7770099639892578;1.2006850242614746;0.9913139343261719;0.10899827629327774;0.3955868184566498;0.19269205629825592;0.02606351114809513;0.3086759150028229;0.039444051682949066;0.2607475221157074;0.5898563265800476;0.08471683412790298
13;1.0454622507095337;1.0029678344726562;1.3937804698944092;-4.16688957938362e-17;0.0355924516916275;0.8046868443489075;1.2163313627243042;1.0161024332046509;0.08004862070083618;0.41705062985420227;0.16792112588882446;0.01649397797882557;0.29642871022224426;0.03800516948103905;0.25664976239204407;0.5505090951919556;0.06158607080578804
14;1.0615071058273315;1.0197241306304932;1.4037134647369385;-1.633383472407313e-20;0.0327514111995697;0.8247893452644348;1.22055983543396;1.0326385498046875;0.05910465493798256;0.42644792795181274;0.14660198986530304;0.017390921711921692;0.26934489607810974;0.03762512281537056;0.23868326842784882;0.5196260809898376;0.044425006955862045
15;1.0812755823135376;1.0401884317398071;1.417361855506897;2.160135659725159e-26;0.03288191184401512;0.848642110824585;1.2341417074203491;1.0528898239135742;0.043009061366319656;0.4234495759010315;0.12444382905960083;0.017278529703617096;0.24003586173057556;0.046932727098464966;0.20780114829540253;0.4762536883354187;0.031538959592580795
16;1.0948147773742676;1.0545645952224731;1.4237289428710938;-1.2370272859239905e-29;0.030560242012143135;0.8669413924217224;1.234771490097046;1.0670026540756226;0.0327543281018734;0.40773043036460876;0.10756874829530716;0.01705213636159897;0.21426057815551758;0.04620128124952316;0.18538403511047363;0.43734675645828247;0.02317902259528637
17;1.108113169670105;1.068753957748413;1.429366946220398;-2.2826676842778375e-34;0.030031858012080193;0.8853332996368408;1.2326390743255615;1.0809252262115479;0.025527488440275192;0.3932151794433594;0.0922001302242279;0.016476765275001526;0.18873877823352814;0.04502201825380325;0.16525451838970184;0.39883285760879517;0.017572449520230293
18;1.1323808431625366;1.0939456224441528;1.4468395709991455;-8.270264552063136e-39;0.026262415573000908;0.9143126606941223;1.2220633029937744;1.1057586669921875;0.020205659791827202;0.3740280866622925;0.0765838772058487;0.015433656051754951;0.17119646072387695;0.041760124266147614;0.14291593432426453;0.36255037784576416;0.014054686762392521
19;1.146449327468872;1.1090450286865234;1.4517836570739746;2.2687022137418788e-41;0.023816270753741264;0.9344243407249451;1.1987426280975342;1.1205729246139526;0.017262538895010948;0.35139408707618713;0.06622610986232758;0.014515114948153496;0.1482451856136322;0.040102507919073105;0.13722319900989532;0.3351263403892517;0.012001603841781616
