batch;dk_cells;training_cells;clean_dataset_ratio;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;repairs_on_correct_cells;repairs_on_incorrect_cells
1;11265;6592;0.9837058823529412;1.0;0.45579567779960706;0.5333333333333333;0.6261808367071525;0.6956521739130436;435.0;509.0;232.0;232.0;0;232.0
