iteration;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
1;1;0.11996999999999991;0.0016410000000002256;0.03411799999999987;1.5303423404693604;2.06358;0.0012970000000001036;7.701378999999999;0.07899499999999904;0.029593999999999454;0.05727700000000091;0;0
1;2;0.14232099999999903;0.001758999999999844;0.06312400000000196;2.006608247756958;4.721232999999998;0.0015750000000025466;20.724272999999997;0.12707400000000035;0.030294000000004928;0.06256399999999473;0.03204600000000113;0
1;3;0.13261199999999462;0.0018099999999918737;0.059740999999988276;2.740575075149536;7.881782999999999;0.0009210000000052787;34.61498400000001;0.16452700000000675;0.02988200000000063;0.06513000000001057;0.033862999999996646;0
1;4;0.1436119999999903;0.0017129999999951906;0.07003800000001092;4.6798012256622314;20.377432;0.001038000000022521;69.526117;0.3898930000000007;0.029514000000006035;0.07929599999999937;0.03633899999999812;0
1;5;0.15125299999999697;0.0017190000000084638;0.07226900000000569;6.512700319290161;30.46848700000004;0.0007470000000466825;102.83075299999996;0.5789249999999697;0.02876800000001367;0.08692199999995864;0.04210000000000491;0
1;6;0.13356700000002775;0.001648000000045613;0.06831099999999424;7.555992603302002;36.48622399999999;0.0009479999999939537;125.89923299999998;0.6569339999999784;0.0277889999999843;0.0850390000000516;0.039483000000018365;0
1;7;0.14163300000006984;0.001672999999982494;0.07312600000000202;8.629896640777588;42.97620799999993;0.0007379999999557185;141.86763100000007;0.7115410000000111;0.029367999999976746;0.08738500000004024;0.04343299999993633;0
1;8;0.13641199999995024;0.0016740000000936561;0.07341600000006565;10.981762409210205;60.45484399999998;0.0010110000000622676;184.1813420000001;0.9775340000001052;0.026797999999871536;0.10093699999993078;0.04535699999996723;0
1;9;0.13970599999993283;0.0017270000000735308;0.07500400000003538;12.32075309753418;67.88438800000017;0.0009849999999005377;207.94368399999985;1.0841770000001816;0.02775599999995393;0.09903999999983171;0.04931099999998878;0
1;10;0.14980900000000474;0.0015379999999822758;0.08297700000002806;13.77646541595459;75.4996900000001;0.0013040000001183216;231.0765339999998;1.2926460000001043;0.02956599999993159;0.10381199999983437;0.04926500000010492;0
1;11;0.1419309999998859;0.00179800000000796;0.08098799999993389;14.96398401260376;82.81034199999999;0.001226000000087879;253.08265200000028;1.3719129999999495;0.028166000000055647;0.10852799999975105;0.054245000000264554;0
1;12;0.14097800000035932;0.0016590000000178406;0.08986800000002404;16.42719078063965;89.56717500000013;0.0009270000000469736;263.5907360000001;1.4387440000000424;0.02878899999996065;0.11497999999937747;0.05210400000032678;0
1;13;0.13873699999976452;0.001667999999881431;0.09570299999995768;16.968321323394775;96.87937499999998;0.0011690000001181033;285.420157;1.5312160000003132;0.027016999999887048;0.11765399999967485;0.0530029999999897;0
1;14;0.1410609999998087;0.001671999999871332;0.09336900000016612;18.223628044128418;104.16111000000001;0.0011290000002190936;307.162456;1.7055260000001908;0.02817400000003545;0.11769299999969007;0.06099900000026537;0
1;15;0.13932800000020507;0.0016899999995985127;0.10035100000004604;19.587950944900513;112.06168800000023;0.001306000000113272;330.0620750000003;1.6931249999997817;0.029422000000067783;0.12804000000005544;0.05795799999987139;0
1;16;0.14636400000017602;0.0017580000003363239;0.10330100000010134;20.679184198379517;119.48060399999986;0.0009740000004967442;349.62827500000003;2.0523050000001604;0.026810000000295986;0.14133299999957671;0.0633269999998447;0
1;17;0.1508220000005167;0.001720000000204891;0.10368600000037986;22.36195945739746;126.85571699999946;0.0009700000000520959;372.0881049999998;1.9788769999995566;0.026423000000249885;0.13709300000027724;0.062294000000292726;0
1;18;0.13466599999992468;0.0017269999998461572;0.09143899999980931;23.25601816177368;134.45142099999975;0.0009620000000722939;396.07955499999935;2.0872300000000905;0.02820499999961612;0.13772900000003574;0.06080199999996694;0
1;19;0.13865100000020902;0.001682000000073458;0.10149900000033085;24.398730754852295;140.86817800000063;0.0009910000007948838;424.99640200000067;2.154580000000351;0.02819499999986874;0.1394959999997809;0.06355400000029476;0
1;20;0.14210699999966891;0.0015960000000632135;0.11284499999965192;25.802706241607666;148.739552;0.0012969999997949344;439.227433;2.2806289999998626;0.028656999999839172;0.15449199999966368;0.06748800000059418;0
1;21;0.1355439999997543;0.0016569999997955165;0.11298199999964709;27.128560066223145;155.9252580000002;0.0010439999996378901;460.5273530000004;2.397291000000223;0.02727500000037253;0.15519100000074104;0.07080299999961426;0
1;22;0.1432859999995344;0.0016910000003917958;0.10676499999954103;28.196006774902344;163.67866400000003;0.0009139999992839876;486.406567;2.450010000000475;0.028690999999525957;0.16222600000219245;0.0701199999984965;0
1;23;0.14324300000043877;0.0015489999987039482;0.10555800000111049;29.31998085975647;171.4192949999997;0.0008880000004864996;498.7237330000007;2.652329999998983;0.02721900000142341;0.1639869999999064;0.07129999999961001;0
1;24;0.1434449999997014;0.0016570000007050112;0.11795899999924586;30.96959638595581;179.42153399999916;0.0007289999994100071;520.4569519999986;2.69246000000021;0.027408999998442596;0.1541480000014417;0.08136500000000524;0
1;25;0.12846799999897485;0.0015940000012051314;0.12039399999957823;31.96786594390869;186.29086300000017;0.000984000000244123;550.5978159999995;2.797864000000118;0.028775999999197666;0.17000200000074983;0.07365299999946728;0
