batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells
1;101;7907;0.6153846153846154;0.5;0.6;0.5517241379310345;0.6075949367088608;40.0;48.0;24.0;67;39.0;0;39.0
2;209;8834;0.8;0.6666666666666666;0.6779661016949152;0.7272727272727272;0.7339449541284404;59.0;60.0;40.0;86;50.0;0;50.0
3;309;8732;0.7169811320754716;0.6129032258064516;0.6333333333333333;0.6608695652173913;0.672566371681416;60.0;62.0;38.0;96;53.0;0;53.0
4;380;8748;0.7083333333333334;0.6181818181818182;0.6181818181818182;0.6601941747572815;0.6601941747572815;55.0;55.0;34.0;72;48.0;0;48.0
5;387;8757;0.6896551724137931;0.5882352941176471;0.5882352941176471;0.6349206349206349;0.6349206349206349;68.0;68.0;40.0;92;58.0;0;58.0
