infer_mode;features;train_using_all_batches;batch;featurizer;attribute;feature;weight
dk;incremental;False;1;OccurAttrFeaturizer;address;inspectionid;3.636
dk;incremental;False;1;OccurAttrFeaturizer;address;dbaname;2.047
dk;incremental;False;1;OccurAttrFeaturizer;address;akaname;1.704
dk;incremental;False;1;OccurAttrFeaturizer;address;license;3.572
dk;incremental;False;1;OccurAttrFeaturizer;address;facilitytype;0.071
dk;incremental;False;1;OccurAttrFeaturizer;address;risk;0.005
dk;incremental;False;1;OccurAttrFeaturizer;address;address;0.0
dk;incremental;False;1;OccurAttrFeaturizer;address;city;0.001
dk;incremental;False;1;OccurAttrFeaturizer;address;state;0.002
dk;incremental;False;1;OccurAttrFeaturizer;address;zip;0.135
dk;incremental;False;1;OccurAttrFeaturizer;address;inspectiondate;0.273
dk;incremental;False;1;OccurAttrFeaturizer;address;inspectiontype;0.029
dk;incremental;False;1;OccurAttrFeaturizer;address;results;0.002
dk;incremental;False;1;OccurAttrFeaturizer;address;latitude;0.202
dk;incremental;False;1;OccurAttrFeaturizer;address;longitude;0.202
dk;incremental;False;1;OccurAttrFeaturizer;city;inspectionid;0.499
dk;incremental;False;1;OccurAttrFeaturizer;city;dbaname;0.499
dk;incremental;False;1;OccurAttrFeaturizer;city;akaname;0.485
dk;incremental;False;1;OccurAttrFeaturizer;city;license;0.482
dk;incremental;False;1;OccurAttrFeaturizer;city;facilitytype;0.366
dk;incremental;False;1;OccurAttrFeaturizer;city;risk;0.386
dk;incremental;False;1;OccurAttrFeaturizer;city;address;0.488
dk;incremental;False;1;OccurAttrFeaturizer;city;city;-0.0
dk;incremental;False;1;OccurAttrFeaturizer;city;state;0.368
dk;incremental;False;1;OccurAttrFeaturizer;city;zip;0.45
dk;incremental;False;1;OccurAttrFeaturizer;city;inspectiondate;0.37
dk;incremental;False;1;OccurAttrFeaturizer;city;inspectiontype;0.368
dk;incremental;False;1;OccurAttrFeaturizer;city;results;0.367
dk;incremental;False;1;OccurAttrFeaturizer;city;latitude;0.409
dk;incremental;False;1;OccurAttrFeaturizer;city;longitude;0.409
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;inspectionid;3.254
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;dbaname;0.0
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;akaname;2.45
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;license;2.952
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;facilitytype;0.121
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;risk;0.013
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;address;2.298
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;city;0.006
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;state;0.003
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;zip;0.082
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;inspectiondate;0.246
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;inspectiontype;0.02
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;results;0.004
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;latitude;0.168
dk;incremental;False;1;OccurAttrFeaturizer;dbaname;longitude;0.168
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;inspectionid;1.682
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;dbaname;1.612
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;akaname;1.405
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;license;1.596
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;facilitytype;0.0
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;risk;0.365
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;address;1.503
dk;incremental;False;1;OccurAttrFeaturizer;facilitytype;city;0.27
