infer_mode;features;train_using_all_batches;batch;featurizer;attribute;feature;weight
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;ADDR_PCT_CD;4.357
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;BORO_NM;0.385
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;CRM_ATPT_CPTD_CD;-0.059
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;JURISDICTION_CODE;-0.028
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;JURIS_DESC;-0.015
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;KY_CD;0.008
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;LAW_CAT_CD;-0.046
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;LOC_OF_OCCUR_DESC;-0.044
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;OFNS_DESC;0.009
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PATROL_BORO;0.834
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PD_CD;0.086
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PD_DESC;0.126
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PREM_TYP_DESC;0.064
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;X_COORD_CD;4.274
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Y_COORD_CD;4.547
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Latitude;0.0
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Longitude;-1.77
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;ADDR_PCT_CD;3.706
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;BORO_NM;0.352
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;CRM_ATPT_CPTD_CD;-0.075
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;JURISDICTION_CODE;0.118
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;JURIS_DESC;0.045
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;KY_CD;0.009
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;LAW_CAT_CD;-0.063
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;LOC_OF_OCCUR_DESC;-0.055
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;OFNS_DESC;0.023
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PATROL_BORO;0.678
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PD_CD;0.086
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PD_DESC;0.102
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PREM_TYP_DESC;0.042
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;X_COORD_CD;4.184
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Y_COORD_CD;4.069
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Latitude;1.979
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Longitude;0.0
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;ADDR_PCT_CD;0.399
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;BORO_NM;0.362
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;CRM_ATPT_CPTD_CD;0.349
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;JURISDICTION_CODE;0.37
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;JURIS_DESC;0.387
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;KY_CD;3.22
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;LAW_CAT_CD;1.231
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;LOC_OF_OCCUR_DESC;0.402
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;OFNS_DESC;0.0
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PATROL_BORO;0.399
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PD_CD;3.24
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PD_DESC;3.247
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PREM_TYP_DESC;0.607
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;X_COORD_CD;1.001
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Y_COORD_CD;1.022
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Latitude;1.054
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Longitude;1.099
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;ADDR_PCT_CD;2.391
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;BORO_NM;1.415
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;CRM_ATPT_CPTD_CD;0.046
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;JURISDICTION_CODE;0.047
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;JURIS_DESC;0.06
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;KY_CD;0.065
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;LAW_CAT_CD;0.033
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;LOC_OF_OCCUR_DESC;0.056
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;OFNS_DESC;0.066
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PATROL_BORO;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PD_CD;0.151
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PD_DESC;0.154
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PREM_TYP_DESC;0.178
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;X_COORD_CD;1.557
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Y_COORD_CD;1.59
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Latitude;1.602
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Longitude;1.598
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;ADDR_PCT_CD;0.323
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;BORO_NM;0.219
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;CRM_ATPT_CPTD_CD;0.177
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;JURISDICTION_CODE;0.199
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;JURIS_DESC;0.197
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;KY_CD;3.037
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;LAW_CAT_CD;0.902
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;LOC_OF_OCCUR_DESC;0.32
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;OFNS_DESC;2.724
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PATROL_BORO;0.233
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PD_CD;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PD_DESC;6.242
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PREM_TYP_DESC;0.863
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;X_COORD_CD;1.848
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Y_COORD_CD;1.89
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Latitude;1.931
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Longitude;1.931
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;ADDR_PCT_CD;0.327
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;BORO_NM;0.245
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;CRM_ATPT_CPTD_CD;0.197
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;JURISDICTION_CODE;0.23
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;JURIS_DESC;0.212
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;KY_CD;2.96
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;LAW_CAT_CD;0.924
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;LOC_OF_OCCUR_DESC;0.291
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;OFNS_DESC;2.756
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PATROL_BORO;0.246
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PD_CD;6.273
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PD_DESC;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PREM_TYP_DESC;0.925
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;X_COORD_CD;1.817
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Y_COORD_CD;1.886
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Latitude;2.021
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Longitude;1.915
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;ADDR_PCT_CD;0.129
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;BORO_NM;-0.122
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;CRM_ATPT_CPTD_CD;-0.232
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;JURISDICTION_CODE;1.775
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;JURIS_DESC;1.752
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;KY_CD;0.553
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;LAW_CAT_CD;-0.092
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;LOC_OF_OCCUR_DESC;1.518
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;OFNS_DESC;0.462
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PATROL_BORO;-0.052
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PD_CD;1.945
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PD_DESC;2.058
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PREM_TYP_DESC;-0.0
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;X_COORD_CD;3.145
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Y_COORD_CD;3.042
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Latitude;3.218
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Longitude;3.167
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;ADDR_PCT_CD;0.0
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;BORO_NM;0.492
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;CRM_ATPT_CPTD_CD;0.005
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;JURISDICTION_CODE;0.075
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;JURIS_DESC;0.058
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;KY_CD;0.076
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;LAW_CAT_CD;0.013
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;LOC_OF_OCCUR_DESC;-0.001
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;OFNS_DESC;0.061
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PATROL_BORO;1.035
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PD_CD;0.278
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PD_DESC;0.278
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PREM_TYP_DESC;0.235
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;X_COORD_CD;3.437
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Y_COORD_CD;3.396
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Latitude;3.562
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Longitude;3.578
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;ADDR_PCT_CD;1.419
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;BORO_NM;0.0
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;CRM_ATPT_CPTD_CD;0.054
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;JURISDICTION_CODE;0.064
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;JURIS_DESC;0.072
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;KY_CD;0.095
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;LAW_CAT_CD;0.06
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;LOC_OF_OCCUR_DESC;0.073
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;OFNS_DESC;0.084
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PATROL_BORO;1.506
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PD_CD;0.17
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PD_DESC;0.168
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PREM_TYP_DESC;0.159
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;X_COORD_CD;1.386
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Y_COORD_CD;1.376
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Latitude;1.393
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Longitude;1.403
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;ADDR_PCT_CD;0.309
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;BORO_NM;0.296
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;CRM_ATPT_CPTD_CD;0.0
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;JURISDICTION_CODE;0.286
