infer_mode;features;train_using_all_batches;iteration;skip_training_starting_batch;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
dk;incremental;True;0;-1;1;0.13989800000000008;0.0016120000000001689;0.08170799999999989;2.9432384967803955;14.821351999999997;0.00414999999999921;39.773527;0.5488320000000044;0.029322999999990884;0.09065999999999974;0;0.008576000000005024
dk;incremental;True;0;-1;2;0.17665999999999826;0.00164600000000803;0.20356200000000513;1.6814689636230469;7.277920999999992;0.011041999999989116;10.352705;0.3912260000000032;0.03249699999999223;0.09710100000000921;0;0.010379999999997835
dk;incremental;True;0;-1;3;0.16510800000000359;0.0016850000000090404;0.21111799999999903;4.181538820266724;23.653008;0.010745999999983269;48.45076900000001;0.636129000000011;0.033327000000014095;0.10715900000002421;0;0.011202999999994745
dk;incremental;True;0;-1;4;0.17111500000004298;0.0017179999999825668;0.27706899999998313;3.272512674331665;16.643947000000026;0.010470999999995456;42.98576700000001;0.6124090000000137;0.031067000000007283;0.10846399999996947;0;0.01345800000001418
dk;incremental;True;0;-1;5;0.17472400000002608;0.0017010000000254877;0.20729799999998022;1.7716057300567627;4.534962000000007;0.011113000000023021;28.778728;0.37668899999999894;0.035431000000016866;0.10747800000007146;0;0.011984999999981483
dk;incremental;True;0;-1;6;0.17057099999999537;0.0015480000000138716;0.22523599999999533;2.1095712184906006;5.693701999999973;0.010649999999998272;36.42307999999997;0.5050499999999829;0.03362400000003163;0.10954200000008996;0;0.010304999999959819
dk;incremental;True;0;-1;7;0.17972600000007333;0.0016589999999041538;0.22549500000002354;0.8082559108734131;1.9705770000000484;0.009606999999959953;0.0005760000000236687;0.3040760000000091;0.03196700000000874;0.10982100000001083;0;0.012360999999941669
dk;incremental;True;0;-1;8;0.18188000000009197;0.0017739999999548672;0.2310059999999794;0.891045331954956;2.13618299999996;0.013453000000026805;0.0006720000000086657;0.29968300000007275;0.03214900000000398;0.10968300000001818;0;0.01160200000003897
dk;incremental;True;0;-1;9;0.1875510000000986;0.0017139999999926658;0.22772099999997408;0.8574693202972412;2.168920000000071;0.01218600000004244;0.0006670000000212895;0.3401220000000649;0.03282999999998992;0.12264399999992293;0;0.010059000000069318
dk;incremental;True;0;-1;10;0.17367000000001553;0.0015089999999418069;0.2227179999999862;0.899756908416748;2.367635000000064;0.012384000000110973;0.0006199999999125794;0.27882900000008704;0.03176100000007409;0.11435600000004342;0;0.009816999999998188
dk;incremental;True;0;-1;11;0.17749800000001414;0.0017259999999623687;0.23251800000002731;0.8943121433258057;2.2585559999999987;0.011854000000084852;0.000657000000046537;0.3001839999999447;0.031706999999983054;0.11524200000008022;0;0.012039999999956308
dk;incremental;True;0;-1;12;0.17599300000006224;0.0015899999999646752;0.24605499999995573;0.9011960029602051;2.1724699999999757;0.010430000000042128;0.000573000000031243;0.2942090000000235;0.03300699999999779;0.11443600000006882;0;0.009572999999932108
dk;incremental;True;0;-1;13;0.16809200000000146;0.001688999999942098;0.2472259999999551;0.9078271389007568;2.0827940000000353;0.00941699999998491;0.0006359999999858701;0.2830189999999675;0.033453000000008615;0.1301780000000008;0;0.012427000000002408
dk;incremental;True;0;-1;14;0.1684699999999566;0.0016570000000228902;0.249121999999943;0.8677830696105957;2.0285369999999148;0.009593999999992775;0.0005459999999857246;0.2682680000000346;0.032603999999992084;0.11739399999999023;0;0.009588000000007924
dk;incremental;True;0;-1;15;0.16944499999999607;0.00169000000005326;0.2497449999999617;0.9184114933013916;2.1379739999999856;0.00993099999993774;0.0005609999999478532;0.2510500000000775;0.03173600000002352;0.11460499999998319;0;0.009140000000002146
dk;incremental;True;0;-1;16;0.16337499999997362;0.0016719999999850188;0.24867299999993975;0.8692231178283691;2.050687000000039;0.010200000000054388;0.0005310000000235959;0.2506420000000844;0.03261699999995926;0.12405499999988479;0;0.009481000000050699
dk;incremental;True;0;-1;17;0.17568200000005163;0.0015869999999722495;0.2655929999999671;0.8962259292602539;2.2655130000000554;0.011506000000053973;0.000647999999955573;0.28478900000004614;0.03264200000000983;0.12872200000003886;0;0.011931000000004133
dk;incremental;True;0;-1;18;0.1694159999999556;0.0016910000000507353;0.2565829999999778;0.910261869430542;2.551300000000083;0.01037399999995614;0.0005250000000387445;0.2825149999999894;0.03403399999990597;0.12384900000006382;0;0.01169799999991028
dk;incremental;True;0;-1;19;0.17002500000000964;0.00166399999989153;0.2641750000000229;0.9271481037139893;2.229855000000043;0.010179999999991196;0.0005529999999680513;0.28825499999993554;0.03267199999993409;0.12055500000008124;0;0.00957899999991696
dk;incremental;True;0;-1;20;0.17237199999999575;0.001684999999952197;0.27250599999990754;1.0260796546936035;2.2103980000000547;0.00976900000000569;0.0005479999999806751;0.3682979999999816;0.0323319999999967;0.125786999999832;0;0.009650000000078762
dk;incremental;True;0;-1;21;0.17756699999995362;0.0016879999999446227;0.28068400000006477;0.9715712070465088;2.3179699999999457;0.009869999999978063;0.0005290000000286454;0.3753780000000688;0.032029999999963366;0.13170099999990725;0;0.009204000000067936
dk;incremental;True;0;-1;22;0.17144699999994373;0.0016080000000329164;0.27259700000013254;0.957244873046875;2.2556460000000698;0.00973799999997027;0.0005759999999099819;0.2851330000000871;0.031205999999883716;0.14617600000019593;0;0.01209999999991851
dk;incremental;True;0;-1;23;0.16457500000001346;0.0015660000001389562;0.26553100000000995;0.9330401420593262;2.389059999999972;0.011377000000038606;0.0006220000000212167;0.3742890000000898;0.030850999999984197;0.13245400000005247;0;0.009203999999954249
dk;incremental;True;0;-1;24;0.17557200000010198;0.001728000000184693;0.2856449999999313;1.0422337055206299;2.444434000000001;0.012709999999970023;0.0007699999998749263;0.4229640000000927;0.03276699999992161;0.13849499999992076;0;0.011889000000110173
