iteration;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset
1;1;0.16066500000000006;0.0016770000000001506;0.8980449999999998;11.029895782470703;33.419207;0.000610999999999251;47.380472;3.9548429999999968;0.1249779999999987;0.1696010000000001
2;1;0.15310700000000566;0.0016669999999976426;0.910033999999996;11.112487554550171;32.60889399999999;0.0005050000000039745;47.45202900000001;4.0208769999999845;0.044432999999997946;0.2588839999999948
3;1;0.15385700000001634;0.0016610000000127911;0.9256190000000117;11.110714197158813;32.55176;0.0005060000000014497;47.12313499999999;4.024682999999982;0.044190000000014606;0.17276099999997996
4;1;0.1533380000000193;0.001665000000002692;0.83419200000003;11.261089324951172;32.485904000000005;0.0005029999999806023;47.201885000000004;4.035578000000044;0.04458199999999124;0.17282599999998638
5;1;0.15482900000000654;0.0016869999999471474;0.9200270000000046;11.164476871490479;32.407038;0.0005030000000374457;47.282803;4.025584000000038;0.13111199999997325;0.17378399999995509
6;1;0.15312600000004295;0.0016640000000052169;0.9243119999999863;11.164155721664429;32.37487799999997;0.0005049999999755528;47.35306300000002;4.02681199999995;0.04419900000004873;0.1738229999999703
7;1;0.15502199999991717;0.0016699999999900683;0.8377169999999978;11.21260690689087;32.42024500000002;0.0005039999999780775;47.300079000000096;4.044725999999969;0.0443559999999934;0.17337499999996453
8;1;0.1561379999999417;0.001665000000002692;0.8340640000000121;11.165716886520386;32.37693900000011;0.0005029999999806023;47.21606099999997;4.033289000000082;0.13199300000007952;0.174321999999961
9;1;0.15479799999991428;0.0016869999999471474;0.9180690000000595;11.238270282745361;32.400900999999976;0.0005029999999806023;46.98741199999995;4.026667999999972;0.1312310000000707;0.17331799999999475
10;1;0.1551719999999932;0.0016719999999850188;0.8323640000000978;11.248590469360352;32.46076199999993;0.0005039999999780775;47.16588899999999;4.038524999999936;0.045133999999961816;0.26375499999994645
