infer_mode;features;train_using_all_batches;batch;featurizer;attribute;feature;weight
all;incremental;False;1;OccurAttrFeaturizer;surname;team;1.472
all;incremental;False;1;OccurAttrFeaturizer;surname;city;1.053
all;incremental;False;1;OccurAttrFeaturizer;surname;stadium;1.206
all;incremental;False;1;OccurAttrFeaturizer;surname;season;0.255
all;incremental;False;1;OccurAttrFeaturizer;surname;manager;1.339
all;incremental;False;1;OccurAttrFeaturizer;team;name;2.231
all;incremental;False;1;OccurAttrFeaturizer;team;surname;1.912
all;incremental;False;1;OccurAttrFeaturizer;team;birthyear;0.311
all;incremental;False;1;OccurAttrFeaturizer;team;birthplace;1.413
all;incremental;False;1;OccurAttrFeaturizer;team;position;0.026
all;incremental;False;1;OccurAttrFeaturizer;team;team;-0.0
all;incremental;False;1;OccurAttrFeaturizer;team;city;2.081
all;incremental;False;1;OccurAttrFeaturizer;team;stadium;2.377
all;incremental;False;1;OccurAttrFeaturizer;team;season;0.68
all;incremental;False;1;OccurAttrFeaturizer;team;manager;3.155
