batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.9550213813781738;2.296175718307495;-0.10671199858188629;0.8279864192008972;4.4990088495612577e-41;0.7877475619316101;0.4758441150188446;0.18279621005058289;-0.1880042850971222;0.9306010007858276
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.7794405221939087;2.078860282897949;0.05992484465241432;0.5891781449317932;4.4990088495612577e-41;0.8761455416679382;0.5039887428283691;0.2530477046966553;-0.009379011578857899;0.9493655562400818
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.7794405221939087;2.078860282897949;0.05992484465241432;0.5891781449317932;4.4990088495612577e-41;0.8761455416679382;0.5039887428283691;0.2530477046966553;-0.009379011578857899;0.9493655562400818
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.9550213813781738;2.296175718307495;-0.10671199858188629;0.8279864192008972;4.4990088495612577e-41;0.7877475619316101;0.4758441150188446;0.18279621005058289;-0.1880042850971222;0.9306010007858276
2;1.930963397026062;2.285632848739624;-0.14391131699085236;0.7384124398231506;4.4990088495612577e-41;0.9161913394927979;0.47178658843040466;0.2902263402938843;-0.0023336191661655903;1.0271530151367188
2;1.824297308921814;2.153367280960083;-0.03672698140144348;0.6364640593528748;4.4990088495612577e-41;0.9375290870666504;0.5852054953575134;0.2855643033981323;-0.05025329440832138;0.949654221534729
3;1.9450881481170654;2.270355463027954;-0.21493850648403168;0.7034003138542175;4.4990088495612577e-41;0.8615586161613464;0.47871914505958557;0.3101573586463928;-0.08341677486896515;1.0683226585388184
3;1.8332465887069702;2.164144992828369;-0.02326197549700737;0.6520484089851379;4.4990088495612577e-41;0.8702237010002136;0.5286639332771301;0.27281832695007324;-0.0138802295550704;1.0616532564163208
4;1.9375195503234863;2.2418062686920166;-0.2433565855026245;0.7291141152381897;4.4990088495612577e-41;0.8896275162696838;0.5365837812423706;0.3134242296218872;-0.08293788135051727;1.0788156986236572
4;1.8616490364074707;2.1623010635375977;-0.07028678804636002;0.6758905649185181;4.4990088495612577e-41;0.9400425553321838;0.5980613231658936;0.3270523250102997;-0.053376611322164536;1.0499612092971802
5;1.94534170627594;2.1946096420288086;-0.24284334480762482;0.6428040266036987;4.4990088495612577e-41;0.8140162825584412;0.5500326752662659;0.3422907888889313;-0.04760826751589775;1.014516830444336
5;1.8891743421554565;2.1370906829833984;-0.08472052961587906;0.6954552531242371;4.4990088495612577e-41;0.8627691864967346;0.5865815281867981;0.34205162525177;-0.017351532354950905;1.0232548713684082
6;1.9333184957504272;2.1974291801452637;-0.21101967990398407;0.6314579844474792;4.4990088495612577e-41;0.9312167763710022;0.625189483165741;0.42511239647865295;-0.06806280463933945;1.0765790939331055
6;1.8778424263000488;2.13820219039917;-0.06739603728055954;0.702406644821167;4.4990088495612577e-41;0.9387312531471252;0.6154096126556396;0.3795180916786194;-0.036372505128383636;1.063422679901123
