batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.9088778495788574;1.920415997505188;0.2952921390533447;1.2757692337036133;0.06883774697780609;2.585850238800049;2.685985803604126;5.24674171012498e-41;0.3982158601284027;1.5414748191833496
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.832011103630066;1.8053144216537476;0.27541619539260864;1.2238730192184448;0.06938307732343674;2.5822863578796387;2.6666409969329834;5.24674171012498e-41;0.4694797098636627;1.5072633028030396
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.832011103630066;1.8053144216537476;0.27541619539260864;1.2238730192184448;0.06938307732343674;2.5822863578796387;2.6666409969329834;5.24674171012498e-41;0.4694797098636627;1.5072633028030396
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9
1;1.9088778495788574;1.920415997505188;0.2952921390533447;1.2757692337036133;0.06883774697780609;2.585850238800049;2.685985803604126;5.24674171012498e-41;0.3982158601284027;1.5414748191833496
2;1.921419382095337;1.9008771181106567;0.32977136969566345;1.2944340705871582;0.05779998376965523;2.531399726867676;2.707313060760498;5.24674171012498e-41;0.4068221151828766;1.5171339511871338
2;1.8345674276351929;1.8129396438598633;0.33729076385498047;1.2533024549484253;0.06426084786653519;2.5867156982421875;2.7231063842773438;5.24674171012498e-41;0.5184350609779358;1.5461724996566772
3;1.9026967287063599;1.9044476747512817;0.3287496268749237;1.2848678827285767;0.07457362860441208;2.5390148162841797;2.6891350746154785;5.24674171012498e-41;0.45852065086364746;1.5460551977157593
3;1.8481900691986084;1.841415286064148;0.32904043793678284;1.236667513847351;0.07715148478746414;2.5970044136047363;2.6822800636291504;5.24674171012498e-41;0.5455270409584045;1.5414360761642456
4;1.9382305145263672;1.9194536209106445;0.3661998510360718;1.2900705337524414;0.10016605257987976;2.515401601791382;2.758585214614868;5.24674171012498e-41;0.4689037799835205;1.5291962623596191
4;1.8733690977096558;1.8631024360656738;0.37426504492759705;1.2724758386611938;0.10564621537923813;2.593496084213257;2.712663412094116;5.24674171012498e-41;0.5503827333450317;1.5310184955596924
5;1.8741087913513184;1.862114429473877;0.3311176598072052;1.2388962507247925;0.09349798411130905;2.5737359523773193;2.6819519996643066;5.24674171012498e-41;0.515179455280304;1.5252748727798462
5;1.822047233581543;1.8102266788482666;0.32213255763053894;1.2236366271972656;0.09964802861213684;2.6182875633239746;2.65435528755188;5.24674171012498e-41;0.5624356269836426;1.529205083847046
6;1.857668399810791;1.8427536487579346;0.3167385756969452;1.2627756595611572;0.08540862798690796;2.5871520042419434;2.690119504928589;5.24674171012498e-41;0.49932417273521423;1.5301611423492432
6;1.812784194946289;1.8046513795852661;0.3062329888343811;1.2423673868179321;0.08096949756145477;2.619932174682617;2.677818775177002;5.24674171012498e-41;0.5365414619445801;1.5487107038497925
7;1.895681381225586;1.8805431127548218;0.31612467765808105;1.2934291362762451;0.06688225269317627;2.5250747203826904;2.6522228717803955;5.24674171012498e-41;0.4942241609096527;1.5071349143981934
7;1.8558462858200073;1.849790334701538;0.3048368990421295;1.280281662940979;0.06998022645711899;2.5529887676239014;2.6524839401245117;5.24674171012498e-41;0.5220608115196228;1.520409345626831
8;1.854109525680542;1.8627241849899292;0.28766125440597534;1.2767943143844604;0.06594142317771912;2.57470965385437;2.6643173694610596;5.24674171012498e-41;0.5142616629600525;1.5284847021102905
8;1.8833131790161133;1.8854577541351318;0.292883038520813;1.287804365158081;0.06780682504177094;2.537356376647949;2.675250291824341;5.24674171012498e-41;0.4893592596054077;1.5193036794662476
9;1.8374921083450317;1.8475408554077148;0.29732227325439453;1.2621139287948608;0.07105208933353424;2.5987415313720703;2.662400245666504;5.24674171012498e-41;0.4695623815059662;1.4942078590393066
9;1.8579543828964233;1.858683466911316;0.3036121726036072;1.261068344116211;0.0637064278125763;2.5747294425964355;2.6798934936523438;5.24674171012498e-41;0.4405966103076935;1.4853277206420898
10;1.8709434270858765;1.8578053712844849;0.29845789074897766;1.2753678560256958;0.0906066820025444;2.615745782852173;2.6547820568084717;5.24674171012498e-41;0.45037251710891724;1.5466707944869995
10;1.8920165300369263;1.8739882707595825;0.2976621687412262;1.281895637512207;0.08838892728090286;2.6027066707611084;2.667743444442749;5.24674171012498e-41;0.4263327717781067;1.5511393547058105
11;1.8951120376586914;1.8845818042755127;0.3396918773651123;1.299517273902893;0.11012748628854752;2.568084239959717;2.6581168174743652;5.24674171012498e-41;0.4982146918773651;1.5206725597381592
11;1.8774518966674805;1.872913122177124;0.3380279541015625;1.2862372398376465;0.10933678597211838;2.589125394821167;2.6440646648406982;5.24674171012498e-41;0.5164043307304382;1.5259443521499634
12;1.912374496459961;1.890025019645691;0.3224981725215912;1.306182861328125;0.07746104151010513;2.558576822280884;2.6439621448516846;5.24674171012498e-41;0.46496519446372986;1.5299454927444458
12;1.8955482244491577;1.8844362497329712;0.32532498240470886;1.2977885007858276;0.07859966158866882;2.581329345703125;2.6279797554016113;5.24674171012498e-41;0.48893246054649353;1.5272092819213867
13;1.9028934240341187;1.8784550428390503;0.31680193543434143;1.3132522106170654;0.07330276817083359;2.543388605117798;2.703631639480591;5.24674171012498e-41;0.4580930173397064;1.4861314296722412
13;1.8916008472442627;1.8582737445831299;0.313088595867157;1.3086605072021484;0.07470137625932693;2.563284158706665;2.695669412612915;5.24674171012498e-41;0.4711856544017792;1.4811937808990479
14;1.881549596786499;1.87185537815094;0.31930848956108093;1.282988429069519;0.07428839057683945;2.559753656387329;2.6482162475585938;5.24674171012498e-41;0.4491291642189026;1.4993371963500977
14;1.8729314804077148;1.840253233909607;0.3168228566646576;1.2818233966827393;0.07671921700239182;2.587057590484619;2.6401162147521973;5.24674171012498e-41;0.4594666659832001;1.5021188259124756
2;1.8345674276351929;1.8129396438598633;0.33729076385498047;1.2533024549484253;0.06426084786653519;2.5867156982421875;2.7231063842773438;5.24674171012498e-41;0.5184350609779358;1.5461724996566772
2;1.921419382095337;1.9008771181106567;0.32977136969566345;1.2944340705871582;0.05779998376965523;2.531399726867676;2.707313060760498;5.24674171012498e-41;0.4068221151828766;1.5171339511871338
15;1.8872345685958862;1.8776414394378662;0.32329824566841125;1.2932932376861572;0.0875842347741127;2.560324192047119;2.6861281394958496;5.24674171012498e-41;0.4640272855758667;1.5301295518875122
15;1.8843870162963867;1.8547884225845337;0.32125261425971985;1.2956253290176392;0.08534997701644897;2.585005760192871;2.6747279167175293;5.24674171012498e-41;0.4769822061061859;1.5274966955184937
16;1.8849905729293823;1.8765782117843628;0.3316830098628998;1.2922130823135376;0.11104201525449753;2.570324659347534;2.7079880237579346;5.24674171012498e-41;0.47036629915237427;1.5568217039108276
16;1.8801594972610474;1.85615074634552;0.3324261009693146;1.28993558883667;0.11113692075014114;2.594853639602661;2.684779167175293;5.24674171012498e-41;0.4931749701499939;1.5462093353271484
17;1.849345088005066;1.8324605226516724;0.26848360896110535;1.2551233768463135;0.0802384465932846;2.604539155960083;2.660804271697998;5.24674171012498e-41;0.4958125352859497;1.5716209411621094
17;1.8457825183868408;1.8138065338134766;0.270515501499176;1.256197452545166;0.08224958181381226;2.6260197162628174;2.650359869003296;5.24674171012498e-41;0.5093830823898315;1.564441204071045
18;1.8282333612442017;1.8269308805465698;0.31113967299461365;1.2297745943069458;0.09298224002122879;2.619706392288208;2.63057541847229;5.24674171012498e-41;0.49166375398635864;1.5134613513946533
18;1.8269537687301636;1.8089702129364014;0.3117438554763794;1.2330708503723145;0.09573745727539062;2.6277363300323486;2.6284825801849365;5.24674171012498e-41;0.5137858390808105;1.505826711654663
19;1.8416337966918945;1.8529365062713623;0.30225077271461487;1.2636737823486328;0.09357129037380219;2.6272499561309814;2.682804584503174;5.24674171012498e-41;0.49157682061195374;1.5463101863861084
19;1.8443925380706787;1.838208556175232;0.30588486790657043;1.2656006813049316;0.09541439265012741;2.6348817348480225;2.685722827911377;5.24674171012498e-41;0.5037307143211365;1.5328524112701416
20;1.8372758626937866;1.8381901979446411;0.3081565201282501;1.250442624092102;0.06928505748510361;2.611032485961914;2.677978038787842;5.24674171012498e-41;0.48195570707321167;1.5315055847167969
20;1.8448418378829956;1.8290590047836304;0.3135695159435272;1.2581658363342285;0.07103440910577774;2.6083803176879883;2.680361270904541;5.24674171012498e-41;0.49982401728630066;1.5097936391830444
3;1.8481900691986084;1.841415286064148;0.32904043793678284;1.236667513847351;0.07715148478746414;2.5970044136047363;2.6822800636291504;5.24674171012498e-41;0.5455270409584045;1.5414360761642456
3;1.9026967287063599;1.9044476747512817;0.3287496268749237;1.2848678827285767;0.07457362860441208;2.5390148162841797;2.6891350746154785;5.24674171012498e-41;0.45852065086364746;1.5460551977157593
21;1.8697720766067505;1.8609427213668823;0.32484012842178345;1.2960004806518555;0.07968298345804214;2.655179262161255;2.69132137298584;5.24674171012498e-41;0.5209656357765198;1.5727545022964478
21;1.880225419998169;1.853484034538269;0.3333413004875183;1.3055754899978638;0.08109220117330551;2.6448521614074707;2.693972587585449;5.24674171012498e-41;0.5399280786514282;1.5472902059555054
22;1.8584246635437012;1.839176058769226;0.30760276317596436;1.2636456489562988;0.07640953361988068;2.611339807510376;2.636155605316162;5.24674171012498e-41;0.5222364068031311;1.5126475095748901
22;1.86683988571167;1.8325260877609253;0.3139994740486145;1.2719676494598389;0.07875879853963852;2.6044156551361084;2.64298939704895;5.24674171012498e-41;0.5495695471763611;1.4955674409866333
23;1.909869909286499;1.8798445463180542;0.3495543301105499;1.2890729904174805;0.09641174972057343;2.608903408050537;2.6827054023742676;5.24674171012498e-41;0.5543851256370544;1.5218631029129028
23;1.917962908744812;1.8749184608459473;0.3531223237514496;1.2976919412612915;0.09611553698778152;2.598411798477173;2.683889627456665;5.24674171012498e-41;0.5734549760818481;1.5043514966964722
24;1.9233578443527222;1.896075963973999;0.32337474822998047;1.3030270338058472;0.08467964828014374;2.5635807514190674;2.6721432209014893;5.24674171012498e-41;0.5008772015571594;1.5429421663284302
