infer_mode;features;train_using_all_batches;iteration;skip_training_starting_batch;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
dk;incremental;True;0;-1;1;0.11195999999999984;0.0016420000000003654;0.0370269999999997;1.662018060684204;7.595737000000001;0.004862000000001032;26.704389;0.18339199999999778;0.031440000000003465;0.05533600000000405;0;0.007317999999997937
dk;incremental;True;0;-1;2;0.14641899999999453;0.0017909999999972115;0.1029529999999994;2.9021005630493164;15.273978999999997;0.010992000000001667;45.92097299999999;0.30194600000000094;0.03031399999998996;0.05318299999998999;0;0.00870500000000618
dk;incremental;True;0;-1;3;0.1469199999999944;0.0016369999999881202;0.0993039999999894;3.082193374633789;15.949974999999995;0.010183999999981097;54.63068200000001;0.32248599999999783;0.032417000000009466;0.05501100000000747;0;0.00918500000000222
dk;incremental;True;0;-1;4;0.1425999999999874;0.0016439999999988686;0.09472499999998263;1.861027717590332;10.071221999999977;0.013402999999982512;23.880164000000008;0.2303229999999985;0.030779999999992924;0.058268999999995685;0;0.010922999999991134
dk;incremental;True;0;-1;5;0.1474719999999934;0.0016350000000215914;0.11130600000001323;3.1940674781799316;19.245754000000034;0.010203999999987445;42.063446;0.3771859999999947;0.03304800000000796;0.055489000000079614;0;0.009879999999952815
dk;incremental;True;0;-1;6;0.14173899999997275;0.001626999999984946;0.11122799999998279;2.5163629055023193;9.187747000000002;0.00858400000004167;51.83482099999998;0.19700000000000273;0.031716000000017175;0.05761000000001104;0;0.01159300000000485
dk;incremental;True;0;-1;7;0.1449000000000069;0.0016479999999887696;0.10204899999996542;0.4969065189361572;0.1548530000000028;0.010057999999958156;0.0004130000000373002;0.060545000000047366;0.030597999999997683;0.05916400000006661;0;0.009395999999981086
dk;incremental;True;0;-1;8;0.14352600000000848;0.001672999999982494;0.11183500000004187;3.4415786266326904;20.568844000000013;0.011922000000026856;47.46915200000001;0.41855199999997694;0.030659000000014203;0.059251000000017484;0;0.011853999999971165
dk;incremental;True;0;-1;9;0.1393719999999803;0.0016789999999673455;0.10615500000005795;0.5056848526000977;0.16787399999998343;0.009001000000012027;0.00037099999997280975;0.05864499999995587;0.03038200000003144;0.0598130000000765;0;0.008937999999943713
dk;incremental;True;0;-1;10;0.13908500000002277;0.0016989999999168504;0.12125400000002173;0.5003771781921387;0.14746200000001863;0.008572999999955755;0.00039100000003600144;0.059292000000027656;0.03048799999999119;0.0659610000000157;0;0.00999899999999343
dk;incremental;True;0;-1;11;0.14352599999995164;0.001665000000002692;0.11684299999990344;2.6083686351776123;15.205357000000049;0.01015400000005684;32.18572699999993;0.3107710000000452;0.030778000000054817;0.06312100000002374;0;0.012104000000022097
dk;incremental;True;0;-1;12;0.1405809999999974;0.0016359999999622232;0.10571799999991072;5.456857442855835;31.001604999999927;0.009819999999990614;69.78466200000003;0.5868259999999736;0.02908300000001418;0.062250000000062755;0;0.01381099999991875
dk;incremental;True;0;-1;13;0.1404969999999821;0.0016679999999951178;0.11650399999996353;0.5502276420593262;0.21893500000010135;0.010275999999976193;0.00042100000007394556;0.06502000000000407;0.029282999999963977;0.06432200000006105;0;0.009088000000019747
dk;incremental;True;0;-1;14;0.1426529999999957;0.0016640000000052169;0.12424599999997099;0.4805939197540283;0.18401600000004237;0.010131999999998698;0.0004320000000461732;0.06047799999998915;0.029430999999931373;0.06553200000007564;0;0.012579999999957181
dk;incremental;True;0;-1;15;0.14315799999997125;0.0016540000000304644;0.12449800000001687;0.47444868087768555;0.1914679999999862;0.009892000000036205;0.000417999999967833;0.06009900000003654;0.029548999999974512;0.06471799999997074;0;0.009179000000017368
dk;incremental;True;0;-1;16;0.15413699999999153;0.001718999999980042;0.1303530000000137;0.49308252334594727;0.1748010000000022;0.008717000000046937;0.0003830000000561995;0.056752999999957865;0.035748000000012325;0.07085800000004383;0;0.010370999999963715
dk;incremental;True;0;-1;17;0.15182600000002822;0.001672999999982494;0.12857199999996283;0.5794594287872314;0.22719500000005155;0.011563999999907537;0.0005010000000993386;0.0646919999999227;0.030283999999937805;0.06421000000000276;0;0.0100360000000137
dk;incremental;True;0;-1;18;0.14571699999999055;0.001680999999962296;0.13292300000000523;0.5098590850830078;0.22293899999999667;0.010176000000001295;0.0004569999999830543;0.06001299999991261;0.036083000000076026;0.07061199999986911;0;0.009246000000075583
dk;incremental;True;0;-1;19;0.14446799999996074;0.0016950000000406362;0.13350599999989754;0.63193678855896;0.20970299999999042;0.0127149999999574;0.0005570000000716391;0.06161299999996572;0.02910599999995611;0.06424900000001799;0;0.010657000000037442
dk;incremental;True;0;-1;20;0.13590099999998984;0.0016329999999697975;0.13093700000001718;0.4689633846282959;0.18471899999997277;0.011295000000018263;0.00036399999999048305;0.05657500000006621;0.030240000000048894;0.0682240000001002;0;0.009365999999999985
dk;incremental;True;0;-1;21;0.13598700000000008;0.0017540000000053624;0.1310239999999112;0.5564498901367188;0.23258599999996932;0.01031799999998384;0.00044700000000830187;0.06452500000000327;0.030923999999913576;0.07104000000003907;0;0.009728999999992993
dk;incremental;True;0;-1;22;0.14687799999990148;0.0013679999999567372;0.1363130000000865;0.5349655151367188;0.201137000000017;0.008585000000039145;0.00038499999993746314;0.05689499999994041;0.028187000000002627;0.07926599999996142;0;0.011399999999980537
dk;incremental;True;0;-1;23;0.13604900000007092;0.00153499999998985;0.12965699999995195;0.5672247409820557;0.23491699999999582;0.009832999999957792;0.00042300000006889604;0.058658000000036736;0.027747999999974127;0.07203599999991184;0;0.0105270000000246
dk;incremental;True;0;-1;24;0.14788899999996374;0.001668999999992593;0.14786799999990308;0.5445129871368408;0.2821330000000444;0.010161000000039166;0.00046099999997295527;0.06906500000002325;0.029935999999906926;0.07439099999999144;0;0.011343000000010761
dk;incremental;True;0;-1;25;0.14957300000003215;0.0018010000000003856;0.1552120000000059;0.579315185546875;0.23890100000005532;0.010131999999998698;0.0004519999999956781;0.05940099999997983;0.0351500000000442;0.07133899999996629;0;0.00919099999998707
dk;incremental;True;0;-1;26;0.13996499999984735;0.0017330000000583823;0.13698599999997896;2.980074167251587;7.924684999999954;0.009869999999864376;74.24889099999996;0.1731049999998504;0.027419999999892752;0.07909099999983482;0;0.011037000000214903
dk;incremental;True;0;-1;27;0.14515000000005784;0.0016330000000834843;0.13676699999996345;0.5412778854370117;0.25152700000012373;0.009078999999928783;0.0003989999997884297;0.06084499999997206;0.038607999999840104;0.08064500000023145;0;0.011320999999952619
dk;incremental;True;0;-1;28;0.1459939999999733;0.0016479999999319261;0.15725500000007742;0.5613481998443604;0.2699529999999868;0.00896099999999933;0.0004080000001067674;0.059830000000147265;0.029725999999982378;0.07915700000012293;0;0.010318999999981315
dk;incremental;True;0;-1;29;0.14152500000000146;0.001712000000225089;0.14291000000002896;0.6485695838928223;0.28800299999988965;0.010454000000208907;0.0004450000001270382;0.06757900000002337;0.030107000000043627;0.07581099999993057;0;0.00973799999997027
dk;incremental;True;0;-1;30;0.14463299999988521;0.0015539999999418797;0.14572799999996278;0.5293319225311279;0.2836569999999483;0.010033000000021275;0.00042600000006132177;0.06096099999990656;0.03017600000021048;0.07797300000015639;0;0.010630999999875712
dk;incremental;True;0;-1;31;0.13916700000004312;0.0016630000000077416;0.15695499999992535;0.5684404373168945;0.28296099999988655;0.010068000000046595;0.00041899999996530823;0.059372000000166736;0.034795999999914784;0.08088899999984278;0;0.008890000000064902
dk;incremental;True;0;-1;32;0.15305599999987862;0.0016410000000632863;0.16340300000001662;5.292097091674805;31.68055400000003;0.008555000000114887;87.074838;0.5087300000000141;0.028201999999964755;0.0778010000001359;0;0.009145999999873311
dk;incremental;True;0;-1;33;0.14712099999997008;0.0016660000001138542;0.14920899999992798;0.5601551532745361;0.29731199999991986;0.009933999999930165;0.00042600000006132177;0.06655000000000655;0.029393000000027314;0.07894900000019334;0;0.008906999999908294
dk;incremental;True;0;-1;34;0.1415239999998903;0.00169000000005326;0.14808799999991606;0.6200668811798096;0.29338800000004994;0.009939999999915017;0.0004370000001472363;0.059729000000061205;0.029529000000138694;0.08083800000008523;0;0.009049000000004526
