batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;20;1985;1.0;0.15;0.15;0.2608695652173913;0.2608695652173913;20.0;20.0;3.0;3;3.0;0;3.0;0.0
2;35;1967;1.0;0.05714285714285714;0.05714285714285714;0.1081081081081081;0.1081081081081081;35.0;35.0;2.0;2;2.0;0;2.0;0.0
3;26;1476;0.5;0.07692307692307693;0.07692307692307693;0.13333333333333336;0.13333333333333336;26.0;26.0;2.0;4;4.0;0;4.0;0.0
4;25;1978;0.8333333333333334;0.2;0.2;0.3225806451612903;0.3225806451612903;25.0;25.0;5.0;6;6.0;0;6.0;0.0
5;29;1974;1.0;0.3448275862068966;0.3448275862068966;0.5128205128205129;0.5128205128205129;29.0;29.0;10.0;10;10.0;0;10.0;0.0
6;32;1724;0.5714285714285714;0.125;0.125;0.20512820512820512;0.20512820512820512;32.0;32.0;4.0;7;7.0;0;7.0;0.0
7;26;1977;0.8;0.15384615384615385;0.15384615384615385;0.25806451612903225;0.25806451612903225;26.0;26.0;4.0;5;5.0;0;5.0;0.0
8;30;1976;0.75;0.1;0.1;0.17647058823529416;0.17647058823529416;30.0;30.0;3.0;4;4.0;0;4.0;0.0
9;28;1725;0.75;0.10714285714285714;0.10714285714285714;0.1875;0.1875;28.0;28.0;3.0;4;4.0;0;4.0;0.0
10;25;1728;0.5;0.12;0.12;0.1935483870967742;0.1935483870967742;25.0;25.0;3.0;6;6.0;0;6.0;0.0
11;31;1975;0.8333333333333334;0.16129032258064516;0.16129032258064516;0.27027027027027023;0.27027027027027023;31.0;31.0;5.0;6;6.0;0;6.0;0.0
12;16;1989;1.0;0.1875;0.1875;0.3157894736842105;0.3157894736842105;16.0;16.0;3.0;3;3.0;0;3.0;0.0
13;37;1966;0.8;0.10810810810810811;0.10810810810810811;0.19047619047619047;0.19047619047619047;37.0;37.0;4.0;5;5.0;0;5.0;0.0
14;27;1977;1.0;0.1111111111111111;0.1111111111111111;0.19999999999999998;0.19999999999999998;27.0;27.0;3.0;3;3.0;0;3.0;0.0
15;29;1977;1.0;0.13793103448275862;0.13793103448275862;0.2424242424242424;0.2424242424242424;29.0;29.0;4.0;4;4.0;0;4.0;0.0
16;20;1731;0.75;0.15;0.15;0.24999999999999997;0.24999999999999997;20.0;20.0;3.0;4;4.0;0;4.0;0.0
17;29;1723;0.25;0.034482758620689655;0.034482758620689655;0.0606060606060606;0.0606060606060606;29.0;29.0;1.0;4;4.0;0;4.0;0.0
18;30;1973;1.0;0.26666666666666666;0.26666666666666666;0.4210526315789474;0.4210526315789474;30.0;30.0;8.0;8;8.0;0;8.0;0.0
19;17;1983;1.0;0.11764705882352941;0.11764705882352941;0.21052631578947367;0.21052631578947367;17.0;17.0;2.0;2;2.0;0;2.0;0.0
20;18;1484;1.0;0.05555555555555555;0.05555555555555555;0.10526315789473684;0.10526315789473684;18.0;18.0;1.0;1;1.0;0;1.0;0.0
21;33;1969;0.8888888888888888;0.24242424242424243;0.24242424242424243;0.38095238095238093;0.38095238095238093;33.0;33.0;8.0;9;9.0;0;9.0;0.0
22;22;1731;0.6666666666666666;0.09090909090909091;0.09090909090909091;0.16;0.16;22.0;22.0;2.0;3;3.0;0;3.0;0.0
23;26;1981;0.8571428571428571;0.46153846153846156;0.46153846153846156;0.6;0.6;26.0;26.0;12.0;14;14.0;0;14.0;0.0
24;36;1969;0.75;0.08333333333333333;0.08333333333333333;0.15;0.15;36.0;36.0;3.0;4;4.0;0;4.0;0.0
25;27;1976;0.42857142857142855;0.1111111111111111;0.1111111111111111;0.17647058823529413;0.17647058823529413;27.0;27.0;3.0;7;7.0;0;7.0;0.0
26;32;1970;1.0;0.09375;0.09375;0.17142857142857143;0.17142857142857143;32.0;32.0;3.0;3;3.0;0;3.0;0.0
27;25;1727;0.5;0.04;0.04;0.07407407407407407;0.07407407407407407;25.0;25.0;1.0;2;2.0;0;2.0;0.0
28;25;1727;1.0;0.24;0.24;0.3870967741935484;0.3870967741935484;25.0;25.0;6.0;6;6.0;0;6.0;0.0
29;29;1978;1.0;0.06896551724137931;0.06896551724137931;0.12903225806451613;0.12903225806451613;29.0;29.0;2.0;2;2.0;0;2.0;0.0
30;27;1977;1.0;0.18518518518518517;0.18518518518518517;0.3125;0.3125;27.0;27.0;5.0;5;5.0;0;5.0;0.0
31;29;1978;0.8;0.13793103448275862;0.13793103448275862;0.2352941176470588;0.2352941176470588;29.0;29.0;4.0;5;5.0;0;5.0;0.0
32;29;1728;1.0;0.3103448275862069;0.3103448275862069;0.4736842105263158;0.4736842105263158;29.0;29.0;9.0;9;9.0;0;9.0;0.0
33;29;1973;0.6666666666666666;0.13793103448275862;0.13793103448275862;0.2285714285714286;0.2285714285714286;29.0;29.0;4.0;6;6.0;0;6.0;0.0
34;29;1974;1.0;0.10344827586206896;0.10344827586206896;0.1875;0.1875;29.0;29.0;3.0;3;3.0;0;3.0;0.0
35;32;1723;0.3333333333333333;0.0625;0.0625;0.10526315789473684;0.10526315789473684;32.0;32.0;2.0;6;6.0;0;6.0;0.0
36;24;1727;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;24.0;24.0;4.0;4;4.0;0;4.0;0.0
37;29;1974;0.8;0.13793103448275862;0.13793103448275862;0.2352941176470588;0.2352941176470588;29.0;29.0;4.0;5;5.0;0;5.0;0.0
38;25;1729;1.0;0.12;0.12;0.21428571428571425;0.21428571428571425;25.0;25.0;3.0;3;3.0;0;3.0;0.0
39;26;1978;0.5;0.07692307692307693;0.07692307692307693;0.13333333333333336;0.13333333333333336;26.0;26.0;2.0;4;4.0;0;4.0;0.0
40;34;1719;0.6666666666666666;0.058823529411764705;0.058823529411764705;0.10810810810810811;0.10810810810810811;34.0;34.0;2.0;3;3.0;0;3.0;0.0
41;23;1978;0.6666666666666666;0.08695652173913043;0.08695652173913043;0.15384615384615383;0.15384615384615383;23.0;23.0;2.0;3;3.0;0;3.0;0.0
42;16;1735;1.0;0.0625;0.0625;0.11764705882352941;0.11764705882352941;16.0;16.0;1.0;1;1.0;0;1.0;0.0
43;28;1728;0.6666666666666666;0.14285714285714285;0.14285714285714285;0.23529411764705882;0.23529411764705882;28.0;28.0;4.0;6;6.0;0;6.0;0.0
44;32;1719;1.0;0.0625;0.0625;0.11764705882352941;0.11764705882352941;32.0;32.0;2.0;2;2.0;0;2.0;0.0
45;26;1730;0.4;0.07692307692307693;0.07692307692307693;0.12903225806451613;0.12903225806451613;26.0;26.0;2.0;5;5.0;0;5.0;0.0
46;28;1724;0;0.0;0.0;0;0;28.0;28.0;0.0;0;0;0;0;0.0
47;29;1974;0.75;0.10344827586206896;0.10344827586206896;0.18181818181818182;0.18181818181818182;29.0;29.0;3.0;4;4.0;0;4.0;0.0
48;27;1729;1.0;0.25925925925925924;0.25925925925925924;0.4117647058823529;0.4117647058823529;27.0;27.0;7.0;7;7.0;0;7.0;0.0
49;20;1734;1.0;0.05;0.05;0.09523809523809523;0.09523809523809523;20.0;20.0;1.0;1;1.0;0;1.0;0.0
50;33;1972;0.8571428571428571;0.18181818181818182;0.18181818181818182;0.30000000000000004;0.30000000000000004;33.0;33.0;6.0;7;7.0;0;7.0;0.0
51;22;1732;1.0;0.22727272727272727;0.22727272727272727;0.37037037037037035;0.37037037037037035;22.0;22.0;5.0;5;5.0;0;5.0;0.0
52;26;1729;0.75;0.11538461538461539;0.11538461538461539;0.19999999999999998;0.19999999999999998;26.0;26.0;3.0;4;4.0;0;4.0;0.0
53;31;1971;0.5;0.06451612903225806;0.06451612903225806;0.1142857142857143;0.1142857142857143;31.0;31.0;2.0;4;4.0;0;4.0;0.0
54;31;1973;0.875;0.22580645161290322;0.22580645161290322;0.358974358974359;0.358974358974359;31.0;31.0;7.0;8;8.0;0;8.0;0.0
55;21;1981;0.0;0.0;0.0;0;0;21.0;21.0;0.0;2;2.0;0;2.0;0.0
56;24;1729;0.75;0.125;0.125;0.21428571428571427;0.21428571428571427;24.0;24.0;3.0;4;4.0;0;4.0;0.0
57;29;1725;0.8333333333333334;0.1724137931034483;0.1724137931034483;0.28571428571428575;0.28571428571428575;29.0;29.0;5.0;6;6.0;0;6.0;0.0
58;32;1973;1.0;0.0625;0.0625;0.11764705882352941;0.11764705882352941;32.0;32.0;2.0;2;2.0;0;2.0;0.0
59;28;1980;0.6666666666666666;0.07142857142857142;0.07142857142857142;0.12903225806451613;0.12903225806451613;28.0;28.0;2.0;3;3.0;0;3.0;0.0
60;21;1981;0.6666666666666666;0.09523809523809523;0.09523809523809523;0.16666666666666666;0.16666666666666666;21.0;21.0;2.0;3;3.0;0;3.0;0.0
61;31;1972;0.6666666666666666;0.06451612903225806;0.06451612903225806;0.1176470588235294;0.1176470588235294;31.0;31.0;2.0;3;3.0;0;3.0;0.0
62;23;1479;0.8333333333333334;0.21739130434782608;0.21739130434782608;0.3448275862068966;0.3448275862068966;23.0;23.0;5.0;6;6.0;0;6.0;0.0
63;26;1977;1.0;0.19230769230769232;0.19230769230769232;0.32258064516129037;0.32258064516129037;26.0;26.0;5.0;5;5.0;0;5.0;0.0
64;22;1983;0.0;0.0;0.0;0;0;22.0;22.0;0.0;2;2.0;0;2.0;0.0
65;24;1727;0.5;0.041666666666666664;0.041666666666666664;0.07692307692307693;0.07692307692307693;24.0;24.0;1.0;2;2.0;0;2.0;0.0
66;34;1720;0.6666666666666666;0.058823529411764705;0.058823529411764705;0.10810810810810811;0.10810810810810811;34.0;34.0;2.0;3;3.0;0;3.0;0.0
67;28;1974;0.6;0.10714285714285714;0.10714285714285714;0.18181818181818182;0.18181818181818182;28.0;28.0;3.0;5;5.0;0;5.0;0.0
68;32;1724;0.5;0.09375;0.09375;0.15789473684210525;0.15789473684210525;32.0;32.0;3.0;6;6.0;0;6.0;0.0
69;24;1978;0.5714285714285714;0.16666666666666666;0.16666666666666666;0.25806451612903225;0.25806451612903225;24.0;24.0;4.0;7;7.0;0;7.0;0.0
70;31;1972;1.0;0.16129032258064516;0.16129032258064516;0.27777777777777773;0.27777777777777773;31.0;31.0;5.0;5;5.0;0;5.0;0.0
71;28;1976;1.0;0.03571428571428571;0.03571428571428571;0.0689655172413793;0.0689655172413793;28.0;28.0;1.0;1;1.0;0;1.0;0.0
72;24;1730;0.875;0.2916666666666667;0.2916666666666667;0.43750000000000006;0.43750000000000006;24.0;24.0;7.0;8;8.0;0;8.0;0.0
73;28;1975;0.6666666666666666;0.07142857142857142;0.07142857142857142;0.12903225806451613;0.12903225806451613;28.0;28.0;2.0;3;3.0;0;3.0;0.0
74;24;1728;0.25;0.041666666666666664;0.041666666666666664;0.07142857142857142;0.07142857142857142;24.0;24.0;1.0;4;4.0;0;4.0;0.0
75;25;1977;0.75;0.12;0.12;0.20689655172413793;0.20689655172413793;25.0;25.0;3.0;4;4.0;0;4.0;0.0
76;40;1967;0.7272727272727273;0.2;0.2;0.3137254901960785;0.3137254901960785;40.0;40.0;8.0;11;11.0;0;11.0;0.0
77;25;1979;1.0;0.16;0.16;0.2758620689655173;0.2758620689655173;25.0;25.0;4.0;4;4.0;0;4.0;0.0
78;24;1981;0.8333333333333334;0.20833333333333334;0.20833333333333334;0.33333333333333337;0.33333333333333337;24.0;24.0;5.0;6;6.0;0;6.0;0.0
79;22;1980;1.0;0.045454545454545456;0.045454545454545456;0.08695652173913045;0.08695652173913045;22.0;22.0;1.0;1;1.0;0;1.0;0.0
80;29;1479;0.8333333333333334;0.1724137931034483;0.1724137931034483;0.28571428571428575;0.28571428571428575;29.0;29.0;5.0;6;6.0;0;6.0;0.0
81;25;1729;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;25.0;25.0;5.0;5;5.0;0;5.0;0.0
82;30;1974;0.6666666666666666;0.13333333333333333;0.13333333333333333;0.2222222222222222;0.2222222222222222;30.0;30.0;4.0;6;6.0;0;6.0;0.0
83;26;1976;1.0;0.11538461538461539;0.11538461538461539;0.20689655172413793;0.20689655172413793;26.0;26.0;3.0;3;3.0;0;3.0;0.0
84;27;1726;0.4;0.07407407407407407;0.07407407407407407;0.125;0.125;27.0;27.0;2.0;5;5.0;0;5.0;0.0
85;26;1228;0.5;0.07692307692307693;0.07692307692307693;0.13333333333333336;0.13333333333333336;26.0;26.0;2.0;4;4.0;0;4.0;0.0
86;39;1972;0.6666666666666666;0.15384615384615385;0.15384615384615385;0.25;0.25;39.0;39.0;6.0;9;9.0;0;9.0;0.0
87;33;1722;1.0;0.12121212121212122;0.12121212121212122;0.21621621621621626;0.21621621621621626;33.0;33.0;4.0;4;4.0;0;4.0;0.0
88;28;1976;0.75;0.10714285714285714;0.10714285714285714;0.1875;0.1875;28.0;28.0;3.0;4;4.0;0;4.0;0.0
89;20;1733;1.0;0.15;0.15;0.2608695652173913;0.2608695652173913;20.0;20.0;3.0;3;3.0;0;3.0;0.0
90;24;1480;0.5;0.041666666666666664;0.041666666666666664;0.07692307692307693;0.07692307692307693;24.0;24.0;1.0;2;2.0;0;2.0;0.0
91;27;1976;0.8;0.14814814814814814;0.14814814814814814;0.25;0.25;27.0;27.0;4.0;5;5.0;0;5.0;0.0
92;25;1977;1.0;0.08;0.08;0.14814814814814814;0.14814814814814814;25.0;25.0;2.0;2;2.0;0;2.0;0.0
93;27;1976;1.0;0.18518518518518517;0.18518518518518517;0.3125;0.3125;27.0;27.0;5.0;5;5.0;0;5.0;0.0
94;29;1973;0.5;0.06896551724137931;0.06896551724137931;0.1212121212121212;0.1212121212121212;29.0;29.0;2.0;4;4.0;0;4.0;0.0
95;30;1978;0.875;0.23333333333333334;0.23333333333333334;0.3684210526315789;0.3684210526315789;30.0;30.0;7.0;8;8.0;0;8.0;0.0
96;26;1729;0.8333333333333334;0.19230769230769232;0.19230769230769232;0.3125;0.3125;26.0;26.0;5.0;6;6.0;0;6.0;0.0
97;17;1987;1.0;0.058823529411764705;0.058823529411764705;0.1111111111111111;0.1111111111111111;17.0;17.0;1.0;1;1.0;0;1.0;0.0
98;26;1976;0.8;0.15384615384615385;0.15384615384615385;0.25806451612903225;0.25806451612903225;26.0;26.0;4.0;5;5.0;0;5.0;0.0
99;20;1734;1.0;0.15;0.15;0.2608695652173913;0.2608695652173913;20.0;20.0;3.0;3;3.0;0;3.0;0.0
