batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
19;512;37510;0.9166666666666666;0.0514018691588785;0.0514018691588785;0.09734513274336283;0.09734513274336283;214.0;214.0;11.0;12;12.0;0;12.0;0.0
20;530;39479;1.0;0.04524886877828054;0.04524886877828054;0.08658008658008658;0.08658008658008658;221.0;221.0;10.0;10;10.0;0;10.0;0.0
21;563;41457;0.9090909090909091;0.08196721311475409;0.08196721311475409;0.15037593984962405;0.15037593984962405;244.0;244.0;20.0;22;22.0;0;22.0;0.0
22;585;43440;0.631578947368421;0.04878048780487805;0.04878048780487805;0.09056603773584905;0.09056603773584905;246.0;246.0;12.0;19;19.0;0;19.0;0.0
23;611;45410;0.8095238095238095;0.06538461538461539;0.06538461538461539;0.1209964412811388;0.1209964412811388;260.0;260.0;17.0;21;21.0;0;21.0;0.0
24;647;47386;0.8947368421052632;0.12186379928315412;0.12186379928315412;0.21451104100946375;0.21451104100946375;279.0;279.0;34.0;38;38.0;0;38.0;0.0
25;674;49340;0.8823529411764706;0.05514705882352941;0.05514705882352941;0.10380622837370242;0.10380622837370242;272.0;272.0;15.0;17;17.0;0;17.0;0.0
26;706;51341;0.8333333333333334;0.06920415224913495;0.06920415224913495;0.12779552715654952;0.12779552715654952;289.0;289.0;20.0;24;24.0;0;24.0;0.0
27;731;53298;0.8125;0.04421768707482993;0.04421768707482993;0.08387096774193548;0.08387096774193548;294.0;294.0;13.0;16;16.0;0;16.0;0.0
28;756;55260;1.0;0.05228758169934641;0.05228758169934641;0.09937888198757763;0.09937888198757763;306.0;306.0;16.0;16;16.0;0;16.0;0.0
29;785;57255;0.85;0.05329153605015674;0.05329153605015674;0.10029498525073746;0.10029498525073746;319.0;319.0;17.0;20;20.0;0;20.0;0.0
30;812;59200;0.8947368421052632;0.05167173252279635;0.05167173252279635;0.09770114942528735;0.09770114942528735;329.0;329.0;17.0;19;19.0;0;19.0;0.0
31;841;61176;0.8947368421052632;0.04985337243401759;0.04985337243401759;0.09444444444444444;0.09444444444444444;341.0;341.0;17.0;19;19.0;0;19.0;0.0
32;870;63144;0.7777777777777778;0.039660056657223795;0.039660056657223795;0.07547169811320754;0.07547169811320754;353.0;353.0;14.0;18;18.0;0;18.0;0.0
33;899;65130;0.8571428571428571;0.04891304347826087;0.04891304347826087;0.09254498714652958;0.09254498714652958;368.0;368.0;18.0;21;21.0;0;21.0;0.0
34;928;67087;1.0;0.04221635883905013;0.04221635883905013;0.0810126582278481;0.0810126582278481;379.0;379.0;16.0;16;16.0;0;16.0;0.0
35;960;69066;0.6521739130434783;0.0379746835443038;0.0379746835443038;0.07177033492822966;0.07177033492822966;395.0;395.0;15.0;23;23.0;0;23.0;0.0
36;984;71033;0.9;0.04455445544554455;0.04455445544554455;0.08490566037735849;0.08490566037735849;404.0;404.0;18.0;20;20.0;0;20.0;0.0
37;1013;73025;0.8095238095238095;0.04096385542168675;0.04096385542168675;0.0779816513761468;0.0779816513761468;415.0;415.0;17.0;21;21.0;0;21.0;0.0
38;1038;74978;0.8571428571428571;0.028368794326241134;0.028368794326241134;0.05491990846681921;0.05491990846681921;423.0;423.0;12.0;14;14.0;0;14.0;0.0
39;1064;76962;0.7777777777777778;0.032036613272311214;0.032036613272311214;0.06153846153846154;0.06153846153846154;437.0;437.0;14.0;18;18.0;0;18.0;0.0
40;1098;78922;0.8461538461538461;0.04814004376367615;0.04814004376367615;0.09109730848861283;0.09109730848861283;457.0;457.0;22.0;26;26.0;0;26.0;0.0
41;1121;80891;0.8571428571428571;0.026200873362445413;0.026200873362445413;0.05084745762711864;0.05084745762711864;458.0;458.0;12.0;14;14.0;0;14.0;0.0
42;1137;82871;0.8888888888888888;0.017316017316017316;0.017316017316017316;0.03397027600849257;0.03397027600849257;462.0;462.0;8.0;9;9.0;0;9.0;0.0
43;1165;84853;0.9444444444444444;0.035269709543568464;0.035269709543568464;0.068;0.068;482.0;482.0;17.0;18;18.0;0;18.0;0.0
44;1197;86824;0.9523809523809523;0.04024144869215292;0.04024144869215292;0.07722007722007722;0.07722007722007722;497.0;497.0;20.0;21;21.0;0;21.0;0.0
45;1223;88792;0.75;0.02385685884691849;0.02385685884691849;0.046242774566473986;0.046242774566473986;503.0;503.0;12.0;16;16.0;0;16.0;0.0
46;1251;90761;0.6470588235294118;0.02119460500963391;0.02119460500963391;0.041044776119402986;0.041044776119402986;519.0;519.0;11.0;17;17.0;0;17.0;0.0
47;1280;92748;0.8076923076923077;0.03910614525139665;0.03910614525139665;0.07460035523978685;0.07460035523978685;537.0;537.0;21.0;26;26.0;0;26.0;0.0
48;1307;94717;0.9523809523809523;0.03683241252302026;0.03683241252302026;0.07092198581560284;0.07092198581560284;543.0;543.0;20.0;21;21.0;0;21.0;0.0
49;1327;96691;0.7692307692307693;0.01841620626151013;0.01841620626151013;0.03597122302158274;0.03597122302158274;543.0;543.0;10.0;13;13.0;0;13.0;0.0
50;1360;98659;0.9047619047619048;0.03356890459363958;0.03356890459363958;0.06473594548551959;0.06473594548551959;566.0;566.0;19.0;21;21.0;0;21.0;0.0
51;1382;100632;1.0;0.02460456942003515;0.02460456942003515;0.048027444253859346;0.048027444253859346;569.0;569.0;14.0;14;14.0;0;14.0;0.0
52;1408;102605;0.9473684210526315;0.03098106712564544;0.03098106712564544;0.060000000000000005;0.060000000000000005;581.0;581.0;18.0;19;19.0;0;19.0;0.0
53;1439;104584;0.9130434782608695;0.03535353535353535;0.03535353535353535;0.06807131280388978;0.06807131280388978;594.0;594.0;21.0;23;23.0;0;23.0;0.0
54;1470;106566;0.8947368421052632;0.028145695364238412;0.028145695364238412;0.05457463884430177;0.05457463884430177;604.0;604.0;17.0;19;19.0;0;19.0;0.0
55;1491;108519;0.9166666666666666;0.018092105263157895;0.018092105263157895;0.035483870967741936;0.035483870967741936;608.0;608.0;11.0;12;12.0;0;12.0;0.0
56;1515;110516;0.875;0.02254428341384863;0.02254428341384863;0.04395604395604396;0.04395604395604396;621.0;621.0;14.0;16;16.0;0;16.0;0.0
57;1544;112489;0.8235294117647058;0.0220125786163522;0.0220125786163522;0.042879019908116385;0.042879019908116385;636.0;636.0;14.0;17;17.0;0;17.0;0.0
58;1576;114442;0.9047619047619048;0.0290519877675841;0.0290519877675841;0.056296296296296296;0.056296296296296296;654.0;654.0;19.0;21;21.0;0;21.0;0.0
59;1604;116427;0.8695652173913043;0.030165912518853696;0.030165912518853696;0.05830903790087463;0.05830903790087463;663.0;663.0;20.0;23;23.0;0;23.0;0.0
60;1625;118391;0.8125;0.01957831325301205;0.01957831325301205;0.038235294117647055;0.038235294117647055;664.0;664.0;13.0;16;16.0;0;16.0;0.0
61;1656;120364;0.9523809523809523;0.02932551319648094;0.02932551319648094;0.05689900426742533;0.05689900426742533;682.0;682.0;20.0;21;21.0;0;21.0;0.0
62;1679;122337;0.75;0.017518248175182483;0.017518248175182483;0.03423680456490728;0.03423680456490728;685.0;685.0;12.0;16;16.0;0;16.0;0.0
63;1705;124319;0.8947368421052632;0.024320457796852647;0.024320457796852647;0.04735376044568245;0.04735376044568245;699.0;699.0;17.0;19;19.0;0;19.0;0.0
64;1727;126286;0.8666666666666667;0.018465909090909092;0.018465909090909092;0.03616133518776078;0.03616133518776078;704.0;704.0;13.0;15;15.0;0;15.0;0.0
65;1751;128264;0.8666666666666667;0.01818181818181818;0.01818181818181818;0.03561643835616438;0.03561643835616438;715.0;715.0;13.0;15;15.0;0;15.0;0.0
66;1785;130236;0.9166666666666666;0.029891304347826088;0.029891304347826088;0.05789473684210527;0.05789473684210527;736.0;736.0;22.0;24;24.0;0;24.0;0.0
67;1813;132216;0.782608695652174;0.02425876010781671;0.02425876010781671;0.047058823529411764;0.047058823529411764;742.0;742.0;18.0;23;23.0;0;23.0;0.0
68;1845;134195;0.9;0.023809523809523808;0.023809523809523808;0.04639175257731958;0.04639175257731958;756.0;756.0;18.0;20;20.0;0;20.0;0.0
69;1869;136155;0.7894736842105263;0.01968503937007874;0.01968503937007874;0.03841229193341869;0.03841229193341869;762.0;762.0;15.0;19;19.0;0;19.0;0.0
70;1900;138161;0.9583333333333334;0.02956298200514139;0.02956298200514139;0.057356608478802994;0.057356608478802994;778.0;778.0;23.0;24;24.0;0;24.0;0.0
71;1928;140119;0.9090909090909091;0.02554278416347382;0.02554278416347382;0.04968944099378882;0.04968944099378882;783.0;783.0;20.0;22;22.0;0;22.0;0.0
72;1952;142104;0.95;0.0241423125794155;0.0241423125794155;0.04708798017348203;0.04708798017348203;787.0;787.0;19.0;20;20.0;0;20.0;0.0
73;1980;144050;0.8461538461538461;0.013819095477386936;0.013819095477386936;0.027194066749072935;0.027194066749072935;796.0;796.0;11.0;13;13.0;0;13.0;0.0
74;2004;146037;0.8461538461538461;0.013597033374536464;0.013597033374536464;0.0267639902676399;0.0267639902676399;809.0;809.0;11.0;13;13.0;0;13.0;0.0
75;2029;148017;0.8823529411764706;0.018226002430133656;0.018226002430133656;0.03571428571428571;0.03571428571428571;823.0;823.0;15.0;17;17.0;0;17.0;0.0
76;2069;149977;0.8;0.02830188679245283;0.02830188679245283;0.05466970387243736;0.05466970387243736;848.0;848.0;24.0;30;30.0;0;30.0;0.0
77;2094;151976;0.875;0.016489988221436984;0.016489988221436984;0.03236994219653179;0.03236994219653179;849.0;849.0;14.0;16;16.0;0;16.0;0.0
78;2118;153931;0.7894736842105263;0.017462165308498253;0.017462165308498253;0.03416856492027335;0.03416856492027335;859.0;859.0;15.0;19;19.0;0;19.0;0.0
79;2140;155906;0.9333333333333333;0.016166281755196306;0.016166281755196306;0.031782065834279234;0.031782065834279234;866.0;866.0;14.0;15;15.0;0;15.0;0.0
80;2169;157879;0.75;0.01362088535754824;0.01362088535754824;0.026755852842809364;0.026755852842809364;881.0;881.0;12.0;16;16.0;0;16.0;0.0
81;2194;159843;0.9411764705882353;0.017897091722595078;0.017897091722595078;0.03512623490669593;0.03512623490669593;894.0;894.0;16.0;17;17.0;0;17.0;0.0
82;2224;161794;0.95;0.02092511013215859;0.02092511013215859;0.040948275862068964;0.040948275862068964;908.0;908.0;19.0;20;20.0;0;20.0;0.0
83;2250;163792;0.75;0.013114754098360656;0.013114754098360656;0.02577873254564984;0.02577873254564984;915.0;915.0;12.0;16;16.0;0;16.0;0.0
84;2277;165739;0.7222222222222222;0.013978494623655914;0.013978494623655914;0.02742616033755274;0.02742616033755274;930.0;930.0;13.0;18;18.0;0;18.0;0.0
85;2303;167735;0.7058823529411765;0.012725344644750796;0.012725344644750796;0.025;0.025;943.0;943.0;12.0;17;17.0;0;17.0;0.0
86;2342;169730;0.9032258064516129;0.0288659793814433;0.0288659793814433;0.055944055944055944;0.055944055944055944;970.0;970.0;28.0;31;31.0;0;31.0;0.0
87;2375;171675;0.8148148148148148;0.022564102564102566;0.022564102564102566;0.043912175648702596;0.043912175648702596;975.0;975.0;22.0;27;27.0;0;27.0;0.0
88;2403;173663;0.9411764705882353;0.0163098878695209;0.0163098878695209;0.03206412825651303;0.03206412825651303;981.0;981.0;16.0;17;17.0;0;17.0;0.0
89;2423;175617;0.8125;0.013197969543147208;0.013197969543147208;0.025974025974025976;0.025974025974025976;985.0;985.0;13.0;16;16.0;0;16.0;0.0
90;2447;177591;0.8461538461538461;0.01104417670682731;0.01104417670682731;0.021803766105054512;0.021803766105054512;996.0;996.0;11.0;13;13.0;0;13.0;0.0
91;2474;179569;0.9523809523809523;0.019762845849802372;0.019762845849802372;0.038722168441432725;0.038722168441432725;1012.0;1012.0;20.0;21;21.0;0;21.0;0.0
92;2499;181565;1.0;0.015732546705998034;0.015732546705998034;0.030977734753146177;0.030977734753146177;1017.0;1017.0;16.0;16;16.0;0;16.0;0.0
93;2526;183518;0.9;0.017509727626459144;0.017509727626459144;0.034351145038167934;0.034351145038167934;1028.0;1028.0;18.0;20;20.0;0;20.0;0.0
94;2555;185490;0.75;0.014436958614051972;0.014436958614051972;0.028328611898016994;0.028328611898016994;1039.0;1039.0;15.0;20;20.0;0;20.0;0.0
95;2585;187490;0.9545454545454546;0.019924098671726755;0.019924098671726755;0.03903345724907063;0.03903345724907063;1054.0;1054.0;21.0;22;22.0;0;22.0;0.0
96;2611;189429;0.9285714285714286;0.012275731822474031;0.012275731822474031;0.024231127679403542;0.024231127679403542;1059.0;1059.0;13.0;14;14.0;0;14.0;0.0
97;2628;191409;0.8181818181818182;0.008466603951081843;0.008466603951081843;0.016759776536312845;0.016759776536312845;1063.0;1063.0;9.0;11;11.0;0;11.0;0.0
98;2654;193390;0.8888888888888888;0.014814814814814815;0.014814814814814815;0.029143897996357013;0.029143897996357013;1080.0;1080.0;16.0;18;18.0;0;18.0;0.0
99;2674;195389;0.8;0.01107011070110701;0.01107011070110701;0.021838034576888078;0.021838034576888078;1084.0;1084.0;12.0;15;15.0;0;15.0;0.0
100;2700;197366;1.0;0.012750455373406194;0.012750455373406194;0.025179856115107917;0.025179856115107917;1098.0;1098.0;14.0;14;14.0;0;14.0;0.0
