batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells
1;1946;2596;1.0;0.8348623853211009;1.0;0.9099999999999999;1.0;91.0;109.0;91.0;91;91.0;0;91.0
2;1963;2500;0.8425925925925926;0.6190476190476191;0.9479166666666666;0.7137254901960784;0.892156862745098;96.0;147.0;91.0;165;108.0;17.0;91.0
3;2083;2471;1.0;0.8288288288288288;0.989247311827957;0.9064039408866995;0.9945945945945946;93.0;111.0;92.0;115;92.0;0;92.0
4;1949;2513;0.9875;0.5563380281690141;0.8876404494382022;0.7117117117117117;0.9349112426035503;89.0;142.0;79.0;133;80.0;1.0;79.0
