iteration;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
1;1;0.10801499999999997;0.0016939999999998623;0.21349700000000005;3.0399715900421143;4.677720999999999;0.0006350000000008293;7.599188999999999;0.40555800000000275;0.01825499999999991;0.04556699999999836;0;0
1;2;0.11742500000000078;0.0016579999999990491;0.21261200000000002;3.16770076751709;5.709712;0.0004789999999985639;9.694010999999996;0.38964;0.018471000000005233;0.04436100000000209;0;0
1;3;0.11817299999999875;0.0016630000000006362;0.22020499999999998;3.0224521160125732;4.810237000000001;0.0005080000000035056;8.555404000000003;0.4657280000000057;0.01885599999999954;0.04456100000000163;0;0
1;4;0.11828299999999814;0.0016710000000017544;0.21237999999999602;3.1845202445983887;7.039813000000002;0.000512000000000512;10.554588999999993;0.49313300000000027;0.018697000000003072;0.04433200000001136;0;0
2;1;0.11499400000001003;0.001660000000001105;0.21115799999999751;3.0259032249450684;4.497481999999991;0.000484000000000151;7.70473299999999;0.4086029999999994;0.01851100000000372;0.04622299999999768;0;0
2;2;0.11741800000000069;0.0016660000000001673;0.21261400000000208;3.2278409004211426;5.735188999999991;0.00046400000000801356;9.615644000000003;0.3919309999999996;0.018515999999991095;0.04407900000001064;0;0
2;3;0.1182150000000064;0.0016670000000118534;0.22290900000000136;3.098633289337158;4.739544000000009;0.000484000000000151;8.525591999999989;0.46897700000002374;0.01875200000000632;0.04462899999998626;0;0
2;4;0.11849999999998317;0.0016660000000001673;0.21406799999999748;3.3113889694213867;7.077283999999992;0.0004940000000033251;10.611088999999993;0.47751800000000344;0.018713999999988573;0.044534999999996217;0;0
3;1;0.11525299999999561;0.0016829999999856682;0.21241900000001124;3.0704333782196045;4.500033000000002;0.0005010000000140735;7.701321000000007;0.4093189999999822;0.01855399999999463;0.0459199999999953;0;0
3;2;0.11814999999998577;0.0016730000000109158;0.21368299999997475;3.1218085289001465;5.748429999999985;0.000461000000001377;9.66065900000001;0.39085600000001364;0.018611999999990303;0.04445700000002262;0;0
3;3;0.11824999999998909;0.0016599999999868942;0.2999580000000037;3.0971531867980957;4.728957000000008;0.0004929999999774282;8.527207000000004;0.4702779999999791;0.019020000000011805;0.04471399999999903;0;0
3;4;0.11826099999998974;0.001665000000002692;0.2118080000000191;3.226207733154297;7.088830999999999;0.0004920000000083746;10.561577;0.4939410000000066;0.018715999999983524;0.04416900000001078;0;0
