batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;136;875;0.75;0.022058823529411766;0.022058823529411766;0.04285714285714286;0.04285714285714286;136.0;136.0;3.0;4;4.0;0;4.0;0.0
2;254;1774;0.6923076923076923;0.035856573705179286;0.035856573705179286;0.06818181818181819;0.06818181818181819;251.0;251.0;9.0;13;13.0;0;13.0;0.0
3;388;2648;0.7777777777777778;0.03723404255319149;0.03723404255319149;0.07106598984771573;0.07106598984771573;376.0;376.0;14.0;18;18.0;0;18.0;0.0
4;509;3531;0.6956521739130435;0.033126293995859216;0.033126293995859216;0.0632411067193676;0.0632411067193676;483.0;483.0;16.0;23;23.0;0;23.0;0.0
5;628;4410;0.75;0.040955631399317405;0.040955631399317405;0.07766990291262137;0.07766990291262137;586.0;586.0;24.0;32;32.0;0;32.0;0.0
6;765;5277;0.7368421052631579;0.04005722460658083;0.04005722460658083;0.07598371777476255;0.07598371777476255;699.0;699.0;28.0;38;38.0;0;38.0;0.0
7;896;6151;0.7714285714285715;0.03366583541147132;0.03366583541147132;0.06451612903225806;0.06451612903225806;802.0;802.0;27.0;35;35.0;0;35.0;0.0
8;1021;7025;0.6190476190476191;0.028888888888888888;0.028888888888888888;0.055201698513800426;0.055201698513800426;900.0;900.0;26.0;42;42.0;1.0;41.0;0.0
9;1146;7895;0.575;0.023;0.023;0.044230769230769226;0.044230769230769226;1000.0;1000.0;23.0;40;40.0;1.0;39.0;0.0
10;1280;8765;0.7714285714285715;0.024280575539568347;0.024280575539568347;0.04707933740191805;0.04707933740191805;1112.0;1112.0;27.0;35;35.0;0;35.0;0.0
11;1404;9644;0.7551020408163265;0.030603804797353185;0.030603804797353185;0.05882352941176471;0.05882352941176471;1209.0;1209.0;37.0;49;49.0;0;49.0;0.0
12;1527;10530;0.5510204081632653;0.02084942084942085;0.02084942084942085;0.040178571428571425;0.040178571428571425;1295.0;1295.0;27.0;49;49.0;2.0;47.0;0.0
13;1649;11400;0.78;0.028017241379310345;0.028017241379310345;0.05409153952843273;0.05409153952843273;1392.0;1392.0;39.0;50;50.0;0;50.0;0.0
