batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;136;875;0.75;0.022058823529411766;0.022058823529411766;0.04285714285714286;0.04285714285714286;136.0;136.0;3.0;4;4.0;0;4.0;0.0
2;118;894;0.5;0.01694915254237288;0.01694915254237288;0.03278688524590164;0.03278688524590164;118.0;118.0;2.0;4;4.0;0;4.0;0.0
3;134;877;1.0;0.03731343283582089;0.03731343283582089;0.07194244604316546;0.07194244604316546;134.0;134.0;5.0;5;5.0;0;5.0;0.0
4;121;903;0.75;0.024793388429752067;0.024793388429752067;0.048;0.048;121.0;121.0;3.0;4;4.0;0;4.0;0.0
5;119;891;1.0;0.008403361344537815;0.008403361344537815;0.016666666666666666;0.016666666666666666;119.0;119.0;1.0;1;1.0;0;1.0;0.0
6;137;880;0.75;0.021897810218978103;0.021897810218978103;0.04255319148936171;0.04255319148936171;137.0;137.0;3.0;4;4.0;0;4.0;0.0
7;131;876;0.5;0.007633587786259542;0.007633587786259542;0.015037593984962405;0.015037593984962405;131.0;131.0;1.0;2;2.0;0;2.0;0.0
8;125;889;0.25;0.008;0.008;0.015503875968992248;0.015503875968992248;125.0;125.0;1.0;4;4.0;0;4.0;0.0
9;125;888;0.0;0.0;0.0;0;0;125.0;125.0;0.0;1;1.0;0;1.0;0.0
10;134;881;0.75;0.022388059701492536;0.022388059701492536;0.04347826086956522;0.04347826086956522;134.0;134.0;3.0;4;4.0;0;4.0;0.0
11;124;890;0;0.0;0.0;0;0;124.0;124.0;0.0;0;0;0;0;0.0
12;123;890;0.5;0.008130081300813009;0.008130081300813009;0.016;0.016;123.0;123.0;1.0;2;2.0;0;2.0;0.0
13;122;887;0.6666666666666666;0.01639344262295082;0.01639344262295082;0.032;0.032;122.0;122.0;2.0;3;3.0;0;3.0;0.0
14;132;880;1.0;0.03787878787878788;0.03787878787878788;0.07299270072992702;0.07299270072992702;132.0;132.0;5.0;5;5.0;0;5.0;0.0
15;133;880;0.6666666666666666;0.015037593984962405;0.015037593984962405;0.029411764705882353;0.029411764705882353;133.0;133.0;2.0;3;3.0;0;3.0;0.0
