batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;13;863;0;0.0;0.0;0;0;13.0;13.0;0.0;0;0;0;0;0.0
2;26;1977;1.0;0.038461538461538464;0.038461538461538464;0.07407407407407407;0.07407407407407407;26.0;26.0;1.0;1;1.0;0;1.0;0.0
3;36;2968;0.5;0.02857142857142857;0.02857142857142857;0.05405405405405405;0.05405405405405405;35.0;35.0;1.0;2;2.0;0;2.0;0.0
4;45;3959;1.0;0.09302325581395349;0.09302325581395349;0.1702127659574468;0.1702127659574468;43.0;43.0;4.0;4;4.0;0;4.0;0.0
5;61;4948;0.8181818181818182;0.16363636363636364;0.16363636363636364;0.2727272727272727;0.2727272727272727;55.0;55.0;9.0;11;11.0;0;11.0;0.0
6;73;5932;1.0;0.10344827586206896;0.10344827586206896;0.1875;0.1875;58.0;58.0;6.0;6;6.0;0;6.0;0.0
7;82;6921;0.9166666666666666;0.18032786885245902;0.18032786885245902;0.3013698630136986;0.3013698630136986;61.0;61.0;11.0;12;12.0;0;12.0;0.0
8;93;7910;1.0;0.03278688524590164;0.03278688524590164;0.06349206349206349;0.06349206349206349;61.0;61.0;2.0;2;2.0;0;2.0;0.0
9;108;8899;1.0;0.13513513513513514;0.13513513513513514;0.2380952380952381;0.2380952380952381;74.0;74.0;10.0;10;10.0;0;10.0;0.0
10;119;9886;0.875;0.09333333333333334;0.09333333333333334;0.1686746987951807;0.1686746987951807;75.0;75.0;7.0;8;8.0;0;8.0;0.0
11;141;10871;0.9230769230769231;0.13333333333333333;0.13333333333333333;0.23300970873786409;0.23300970873786409;90.0;90.0;12.0;13;13.0;0;13.0;0.0
12;156;11851;0.8888888888888888;0.08602150537634409;0.08602150537634409;0.1568627450980392;0.1568627450980392;93.0;93.0;8.0;9;9.0;0;9.0;0.0
13;168;12841;0.7142857142857143;0.05154639175257732;0.05154639175257732;0.09615384615384615;0.09615384615384615;97.0;97.0;5.0;7;7.0;0;7.0;0.0
14;184;13822;1.0;0.046296296296296294;0.046296296296296294;0.08849557522123894;0.08849557522123894;108.0;108.0;5.0;5;5.0;0;5.0;0.0
15;198;14813;0.8888888888888888;0.06837606837606838;0.06837606837606838;0.126984126984127;0.126984126984127;117.0;117.0;8.0;9;9.0;0;9.0;0.0
16;209;15796;0.8571428571428571;0.05;0.05;0.09448818897637795;0.09448818897637795;120.0;120.0;6.0;7;7.0;0;7.0;0.0
17;217;16791;1.0;0.040983606557377046;0.040983606557377046;0.07874015748031496;0.07874015748031496;122.0;122.0;5.0;5;5.0;0;5.0;0.0
18;226;17780;1.0;0.07142857142857142;0.07142857142857142;0.13333333333333333;0.13333333333333333;126.0;126.0;9.0;9;9.0;0;9.0;0.0
19;243;18764;0.75;0.022388059701492536;0.022388059701492536;0.04347826086956522;0.04347826086956522;134.0;134.0;3.0;4;4.0;0;4.0;0.0
20;254;19755;1.0;0.04929577464788732;0.04929577464788732;0.09395973154362416;0.09395973154362416;142.0;142.0;7.0;7;7.0;0;7.0;0.0
21;268;20742;0.5789473684210527;0.0738255033557047;0.0738255033557047;0.13095238095238096;0.13095238095238096;149.0;149.0;11.0;19;19.0;0;19.0;0.0
22;283;21723;0.8;0.05228758169934641;0.05228758169934641;0.09815950920245399;0.09815950920245399;153.0;153.0;8.0;10;10.0;0;10.0;0.0
23;298;22712;0.9166666666666666;0.06875;0.06875;0.12790697674418605;0.12790697674418605;160.0;160.0;11.0;12;12.0;0;12.0;0.0
24;307;23697;1.0;0.0379746835443038;0.0379746835443038;0.07317073170731708;0.07317073170731708;158.0;158.0;6.0;6;6.0;0;6.0;0.0
25;320;24686;1.0;0.06666666666666667;0.06666666666666667;0.125;0.125;165.0;165.0;11.0;11;11.0;0;11.0;0.0
26;330;25674;1.0;0.09146341463414634;0.09146341463414634;0.16759776536312848;0.16759776536312848;164.0;164.0;15.0;15;15.0;0;15.0;0.0
27;346;26681;0.8823529411764706;0.09090909090909091;0.09090909090909091;0.16483516483516483;0.16483516483516483;165.0;165.0;15.0;17;17.0;0;17.0;0.0
28;362;27672;0.9;0.05421686746987952;0.05421686746987952;0.10227272727272727;0.10227272727272727;166.0;166.0;9.0;10;10.0;0;10.0;0.0
29;377;28654;0.8571428571428571;0.03488372093023256;0.03488372093023256;0.0670391061452514;0.0670391061452514;172.0;172.0;6.0;7;7.0;0;7.0;0.0
30;386;29622;1.0;0.022857142857142857;0.022857142857142857;0.04469273743016759;0.04469273743016759;175.0;175.0;4.0;4;4.0;0;4.0;0.0
31;395;30609;1.0;0.03333333333333333;0.03333333333333333;0.06451612903225806;0.06451612903225806;180.0;180.0;6.0;6;6.0;0;6.0;0.0
32;414;31594;0.875;0.03626943005181347;0.03626943005181347;0.06965174129353233;0.06965174129353233;193.0;193.0;7.0;8;8.0;0;8.0;0.0
33;430;32615;0.7692307692307693;0.04950495049504951;0.04950495049504951;0.09302325581395349;0.09302325581395349;202.0;202.0;10.0;13;13.0;0;13.0;0.0
34;441;33571;1.0;0.034482758620689655;0.034482758620689655;0.06666666666666667;0.06666666666666667;203.0;203.0;7.0;7;7.0;0;7.0;0.0
35;454;34559;0.75;0.028708133971291867;0.028708133971291867;0.055299539170506916;0.055299539170506916;209.0;209.0;6.0;8;8.0;0;8.0;0.0
36;462;35545;1.0;0.009478672985781991;0.009478672985781991;0.018779342723004695;0.018779342723004695;211.0;211.0;2.0;2;2.0;0;2.0;0.0
37;476;36539;0.5555555555555556;0.02242152466367713;0.02242152466367713;0.04310344827586207;0.04310344827586207;223.0;223.0;5.0;9;9.0;0;9.0;0.0
38;490;37547;0.6666666666666666;0.02586206896551724;0.02586206896551724;0.049792531120331954;0.049792531120331954;232.0;232.0;6.0;9;9.0;0;9.0;0.0
39;497;38513;0.6;0.012875536480686695;0.012875536480686695;0.025210084033613443;0.025210084033613443;233.0;233.0;3.0;5;5.0;0;5.0;0.0
