batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;13;863;0;0.0;0.0;0;0;13.0;13.0;0.0;0;0;0;0;0.0
2;13;864;0;0.0;0.0;0;0;13.0;13.0;0.0;0;0;0;0;0.0
3;10;616;0;0.0;0.0;0;0;10.0;10.0;0.0;0;0;0;0;0.0
4;9;868;0;0.0;0.0;0;0;9.0;9.0;0.0;0;0;0;0;0.0
5;16;739;1.0;0.0625;0.0625;0.11764705882352941;0.11764705882352941;16.0;16.0;1.0;1;1.0;0;1.0;0.0
6;12;864;0.0;0.0;0.0;0;0;12.0;12.0;0.0;1;1.0;0;1.0;0.0
7;9;741;0;0.0;0.0;0;0;9.0;9.0;0.0;0;0;0;0;0.0
8;11;865;0;0.0;0.0;0;0;11.0;11.0;0.0;0;0;0;0;0.0
9;15;737;1.0;0.13333333333333333;0.13333333333333333;0.23529411764705882;0.23529411764705882;15.0;15.0;2.0;2;2.0;0;2.0;0.0
10;11;740;1.0;0.09090909090909091;0.09090909090909091;0.16666666666666669;0.16666666666666669;11.0;11.0;1.0;1;1.0;0;1.0;0.0
11;22;980;1.0;0.045454545454545456;0.045454545454545456;0.08695652173913045;0.08695652173913045;22.0;22.0;1.0;1;1.0;0;1.0;0.0
12;15;736;1.0;0.06666666666666667;0.06666666666666667;0.125;0.125;15.0;15.0;1.0;1;1.0;0;1.0;0.0
13;12;739;0;0.0;0.0;0;0;12.0;12.0;0.0;0;0;0;0;0.0
14;16;861;0;0.0;0.0;0;0;16.0;16.0;0.0;0;0;0;0;0.0
15;14;862;0;0.0;0.0;0;0;14.0;14.0;0.0;0;0;0;0;0.0
16;11;614;0;0.0;0.0;0;0;11.0;11.0;0.0;0;0;0;0;0.0
17;8;743;1.0;0.125;0.125;0.2222222222222222;0.2222222222222222;8.0;8.0;1.0;1;1.0;0;1.0;0.0
18;9;491;0;0.0;0.0;0;0;9.0;9.0;0.0;0;0;0;0;0.0
19;17;858;1.0;0.058823529411764705;0.058823529411764705;0.1111111111111111;0.1111111111111111;17.0;17.0;1.0;1;1.0;0;1.0;0.0
20;11;866;0;0.0;0.0;0;0;11.0;11.0;0.0;0;0;0;0;0.0
21;14;741;1.0;0.07142857142857142;0.07142857142857142;0.13333333333333333;0.13333333333333333;14.0;14.0;1.0;1;1.0;0;1.0;0.0
22;15;986;0;0.0;0.0;0;0;15.0;15.0;0.0;0;0;0;0;0.0
23;15;738;0.5;0.06666666666666667;0.06666666666666667;0.11764705882352941;0.11764705882352941;15.0;15.0;1.0;2;2.0;0;2.0;0.0
24;9;741;0;0.0;0.0;0;0;9.0;9.0;0.0;0;0;0;0;0.0
25;13;862;0;0.0;0.0;0;0;13.0;13.0;0.0;0;0;0;0;0.0
26;10;615;0;0.0;0.0;0;0;10.0;10.0;0.0;0;0;0;0;0.0
27;16;985;1.0;0.125;0.125;0.2222222222222222;0.2222222222222222;16.0;16.0;2.0;2;2.0;0;2.0;0.0
28;16;859;0.6666666666666666;0.125;0.125;0.21052631578947367;0.21052631578947367;16.0;16.0;2.0;3;3.0;0;3.0;0.0
29;15;737;1.0;0.06666666666666667;0.06666666666666667;0.125;0.125;15.0;15.0;1.0;1;1.0;0;1.0;0.0
30;9;742;1.0;0.1111111111111111;0.1111111111111111;0.19999999999999998;0.19999999999999998;9.0;9.0;1.0;1;1.0;0;1.0;0.0
31;9;616;0;0.0;0.0;0;0;9.0;9.0;0.0;0;0;0;0;0.0
32;19;856;1.0;0.05263157894736842;0.05263157894736842;0.1;0.1;19.0;19.0;1.0;1;1.0;0;1.0;0.0
33;16;735;1.0;0.0625;0.0625;0.11764705882352941;0.11764705882352941;16.0;16.0;1.0;1;1.0;0;1.0;0.0
