iteration;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset
1;1;0.06093499999999996;0.0016680000000000028;0.13250099999999998;2.3339245319366455;1.9186899999999998;0.000544000000000544;5.257102;0.24873499999999993;0.015052999999999983;0.025007000000000446
1;2;0.05799099999999946;0.0016529999999992384;0.19379599999999897;3.0514657497406006;3.524984999999999;0.00044899999999969964;10.071054;0.3187660000000001;0.01680600000000254;0.04927199999999843
1;3;0.05811699999999931;0.001652999999997462;0.26776000000000266;3.979576826095581;6.226183000000006;0.00048199999999809506;16.063166000000002;0.6634389999999968;0.02023900000000367;0.04435099999999892
1;4;0.05849800000000016;0.0016430000000013933;0.31486800000000414;4.889149904251099;9.118289999999995;0.0004919999999941638;23.67085800000001;0.803765999999996;0.022094999999993092;0.1206319999999863
1;5;0.05862000000000478;0.001658999999989419;0.38767900000000566;6.064039468765259;13.26345400000001;0.0004950000000008004;27.941434;1.1334920000000182;0.02505100000001903;0.07175800000001686
1;6;0.05831299999999828;0.0016559999999969932;0.432360999999986;6.484324216842651;13.335725999999994;0.0004920000000083746;35.60685599999999;1.3584099999999921;0.027224999999987176;0.07465100000001712
1;7;0.05854999999999677;0.0016610000000127911;0.4340689999999938;7.223248720169067;17.06015099999999;0.0004950000000008004;45.41002199999997;1.5476219999999898;0.026504999999986012;0.07767499999999927
1;8;0.05834500000003118;0.0016620000000102664;0.46953499999995074;8.509936571121216;19.714339000000052;0.0004979999999932261;58.028643999999986;1.6923479999999813;0.028287999999975;0.06302099999993516
1;9;0.058585999999991145;0.0016679999999951178;0.5587339999999585;9.879329442977905;25.255293999999992;0.0004950000000008004;70.55361800000003;1.878643000000011;0.02851900000001706;0.0649490000000128
1;10;0.0585259999999721;0.0016509999999811953;0.5189900000000307;10.578224182128906;28.818580999999995;0.0004979999999932261;78.96357599999993;2.0089099999999007;0.03013900000007652;0.08093800000006013
2;1;0.05713900000000649;0.0016709999999875436;0.1332270000000335;2.358240842819214;1.9433739999999489;0.00042599999994763493;5.638332999999989;0.1728810000000749;0.014905999999996311;0.026180999999951382
2;2;0.0584559999999783;0.0016709999999875436;0.1953609999999344;3.0592637062072754;3.405185999999958;0.0004249999999501597;10.007996000000048;0.30995900000004895;0.016899999999964166;0.04975600000000213
2;3;0.05851499999994303;0.0016719999999850188;0.34425099999998565;3.996530294418335;5.819144999999935;0.00043500000003859896;16.084069999999997;0.6572750000000269;0.02013699999997698;0.04443900000001122
2;4;0.05841600000007929;0.0016620000000102664;0.31476199999997334;4.96916127204895;8.82661399999995;0.0004920000000083746;23.466482000000042;0.8835480000000189;0.02194299999996474;0.1218900000000076
2;5;0.05867000000000644;0.0016839999999547217;0.46606899999994766;6.049309253692627;12.701861000000008;0.0004999999999881766;28.20275700000002;1.1324499999999489;0.02500299999996969;0.07262300000002142
2;6;0.05857500000001892;0.0016530000000329892;0.4322869999999739;6.4842002391815186;13.10325499999999;0.0004999999999881766;35.60241499999995;1.3569290000000365;0.026775000000043292;0.07474500000000717
2;7;0.058776999999963664;0.0016449999999395004;0.43504399999994803;7.205356597900391;16.76347599999997;0.0004969999999957508;45.589792999999986;1.4647469999999885;0.026583999999957086;0.07761100000004717
2;8;0.0589469999999892;0.0016600000000153159;0.46729900000002544;8.431183099746704;20.098572999999988;0.0005250000000387445;58.25972200000001;1.613693000000012;0.028452000000015687;0.06416200000012395
2;9;0.05865500000004431;0.001656000000025415;0.4757679999999027;9.739901065826416;25.38244199999997;0.0005029999999806023;70.65496999999993;1.9075889999999163;0.028729999999995925;0.06467700000030163
2;10;0.05889000000001943;0.0016590000000178406;0.5200669999999263;10.539006471633911;28.8610070000002;0.0005009999999856518;79.36232700000005;2.018937000000051;0.030421000000160348;0.0809079999999085
3;1;0.05530599999997321;0.0016450000000531873;0.13397599999984777;2.367598295211792;1.9010079999998197;0.0004269999999451102;5.622070000000122;0.17374499999982618;0.014950999999882697;0.026296000000002095
3;2;0.05875100000002931;0.001671999999871332;0.19547899999997753;3.034435987472534;3.4807949999999437;0.00046800000018265564;9.970739999999978;0.3204200000000128;0.017080999999961932;0.049743000000034954
3;3;0.05832199999986187;0.0016530000000329892;0.3478200000001834;4.00101637840271;5.94047599999999;0.0004870000000209984;16.23146100000008;0.5847449999998844;0.02031899999997222;0.04510100000015882
3;4;0.05855300000007446;0.0016590000000178406;0.3165639999999712;4.9593586921691895;8.836860000000115;0.0004950000000008004;23.314878000000135;0.8028699999999844;0.022058000000015454;0.12253400000008696
3;5;0.058817999999973836;0.0016720000000987056;0.39124100000003637;6.082956314086914;12.700239999999894;0.0005000000001018634;28.07290899999998;1.2293260000001283;0.02645000000006803;0.07230699999968238
3;6;0.058678999999983716;0.0016619999998965795;0.43503400000008696;6.550155401229858;13.019393000000036;0.0004999999998744897;35.57256800000005;1.3401890000000094;0.026779000000033193;0.0754140000001371
3;7;0.05868499999996857;0.0016529999998056155;0.4358199999999215;7.205255508422852;16.675658999999996;0.0004999999998744897;45.58086299999991;1.573502999999846;0.027151000000003478;0.07781699999986813
3;8;0.05870799999979681;0.001658999999790467;0.4713979999999083;8.543234825134277;20.039770999999973;0.0004969999999957508;57.97966600000018;1.5891320000000633;0.028326000000106433;0.0628030000000308
3;9;0.05878400000005968;0.0016739999998662825;0.4772449999998116;9.721071243286133;25.278655999999955;0.0004980000001069129;70.36976699999991;1.9074080000000322;0.028982000000041808;0.06473200000004908
3;10;0.05871799999999894;0.0016620000001239532;0.5229190000000017;10.565671682357788;28.594968999999992;0.0004969999999957508;79.26170000000002;2.0175360000000637;0.030445000000099753;0.08083699999997407
4;1;0.15390000000002146;0.001665000000002692;0.13218899999992573;2.349932909011841;1.8803250000000844;0.0004450000001270382;5.4744550000000345;0.1745779999998831;0.014956999999867548;0.026268999999956577
4;2;0.0584519999999884;0.0016760000000886066;0.19563500000003842;2.9965767860412598;3.4715390000001207;0.0004500000000007276;9.73721999999998;0.31835199999977704;0.017160999999987325;0.04976899999996931
4;3;0.058571999999912805;0.001684999999952197;0.3475100000000566;3.9799139499664307;5.973532000000205;0.0005029999999806023;16.235783999999967;0.5857280000000173;0.020257000000128755;0.04499300000020412
4;4;0.05855700000006436;0.0016520000001492008;0.3159699999998793;4.956228256225586;8.82814899999994;0.0004959999998845888;23.513133000000153;0.8089559999998528;0.02249100000017279;0.12106300000004921
4;5;0.0589429999999993;0.0016530000000329892;0.38897899999983565;6.091761827468872;12.709168999999974;0.0005240000000412692;28.09474299999988;1.2341469999998935;0.025626999999985856;0.0719640000002073
4;6;0.05868699999996352;0.0016709999999875436;0.4360260000000835;6.459646940231323;12.959856999999829;0.0004980000001069129;35.64585299999999;1.254165999999941;0.02669700000001285;0.07541799999989962
4;7;0.058882000000039625;0.0016530000000329892;0.4355319999999665;7.181192874908447;16.589343999999983;0.0004969999999957508;45.49492499999997;1.5479179999999815;0.027101000000129716;0.07802199999969162
4;8;0.058813000000100146;0.001655999999911728;0.4699830000001839;8.434611082077026;20.008546999999908;0.0005219999998189451;57.98385900000039;1.626948000000084;0.028929000000061933;0.06265699999994467
4;9;0.0588940000002367;0.0016699999996490078;0.47536500000023807;9.66011905670166;25.38998300000003;0.000503000000207976;70.75351499999988;1.8855180000000473;0.02893900000026406;0.0648869999999988
4;10;0.058884999999918364;0.0016529999998056155;0.5199030000003404;10.572262525558472;28.67784299999994;0.0005089999999654538;79.18737099999998;1.9213839999997617;0.03054100000008475;0.08005699999966964
5;1;0.05593300000009549;0.001667999999881431;0.1340770000001612;2.348390817642212;1.8873719999996865;0.0004380000000310247;5.388793000000078;0.1748280000001614;0.014937999999801832;0.026194000000032247
5;2;0.05823499999996784;0.0016610000002401648;0.19533000000001266;3.0096166133880615;3.4741919999996753;0.000450999999884516;9.752106999999796;0.31998499999963315;0.01718399999981557;0.049821000000065396
5;3;0.05860900000016045;0.0016519999999218271;0.27250499999991007;4.0120508670806885;5.960884000000078;0.0004880000001321605;15.954183999999714;0.5921800000000985;0.020467000000280677;0.045404000000417
5;4;0.0585929999997461;0.0016570000002502638;0.3168759999998656;4.968386173248291;8.837841000000026;0.0004949999997734267;23.388409000000138;0.805417000000034;0.022078999999848747;0.1222010000001319
