batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;repairs_on_correct_cells;repairs_on_incorrect_cells
1;5311;3656;0.9666666666666667;0.4393939393939394;0.5132743362831859;0.6041666666666667;0.6705202312138728;226.0;264.0;116.0;120.0;4.0;116.0
2;9126;1.0;0.2947103274559194;0.36335403726708076;0.45525291828793774;0.5330296127562643;322.0;397.0;117.0;117.0;0;117.0
