batch;dk_cells;training_cells;clean_dataset_ratio;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;repairs_on_correct_cells;repairs_on_incorrect_cells
1;5311;3656;0.9821176470588235;0.9666666666666667;0.4393939393939394;0.5132743362831859;0.6041666666666667;0.6705202312138728;226.0;264.0;116.0;120.0;4.0;116.0
2;5292;3590;0.9927058823529412;1.0;0.49387755102040815;0.5789473684210527;0.6612021857923497;0.7333333333333334;209.0;245.0;121.0;121.0;0;121.0
