batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.166448712348938;0.1268061250448227;-0.4207451343536377;0.44370362162590027;-0.24456074833869934;0.3561888635158539;0.38055849075317383;0.6347668766975403;0.12166358530521393;0.24484777450561523;-0.15028268098831177;0.003086164128035307;-0.40767642855644226;0.26295310258865356;-0.024730315431952477;0.4758584201335907;0.023421481251716614
2;-0.09840274602174759;0.1933162361383438;-0.3513919711112976;0.5085193514823914;-0.17450201511383057;0.4214760661125183;0.44571471214294434;0.6985429525375366;0.18967965245246887;0.31137919425964355;-0.052085235714912415;0.06902580708265305;-0.3383898138999939;0.32873979210853577;0.04061264917254448;0.5423310995101929;0.09047667682170868
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.166448712348938;0.1268061250448227;-0.4207451343536377;0.44370362162590027;-0.24456074833869934;0.3561888635158539;0.38055849075317383;0.6347668766975403;0.12166358530521393;0.24484777450561523;-0.15028268098831177;0.003086164128035307;-0.40767642855644226;0.26295310258865356;-0.024730315431952477;0.4758584201335907;0.023421481251716614
2;-0.09840274602174759;0.1933162361383438;-0.3513919711112976;0.5085193514823914;-0.17450201511383057;0.4214760661125183;0.44571471214294434;0.6985429525375366;0.18967965245246887;0.31137919425964355;-0.052085235714912415;0.06902580708265305;-0.3383898138999939;0.32873979210853577;0.04061264917254448;0.5423310995101929;0.09047667682170868
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.14203746616840363;0.15153615176677704;-0.3965931236743927;0.4687686264514923;-0.20700792968273163;0.38123416900634766;0.40557894110679626;0.6600402593612671;0.16034500300884247;0.2819032371044159;-0.15028268098831177;0.03712190315127373;-0.3944070339202881;0.2768913507461548;0.009289738722145557;0.4887823462486267;0.03714517131447792
3;-0.049492936581373215;0.2398562729358673;-0.300471693277359;0.5524351596832275;-0.14193467795848846;0.4661230444908142;0.4901586174964905;0.7408431768417358;0.21785865724086761;0.3565182685852051;-0.012616642750799656;0.09929685294628143;-0.2991996109485626;0.36194413900375366;0.07636623084545135;0.5723580718040466;0.137858584523201
2;-0.06489584594964981;0.22735005617141724;-0.31876081228256226;0.5440529584884644;-0.1347033679485321;0.45706382393836975;0.47984153032302856;0.7351796627044678;0.2311674952507019;0.35233455896377563;-0.052085235714912415;0.10932702571153641;-0.3195366859436035;0.3497375547885895;0.07331551611423492;0.5540609955787659;0.11054828017950058
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.166448712348938;0.1268061250448227;-0.4207451343536377;0.44370362162590027;-0.24456074833869934;0.3561888635158539;0.38055849075317383;0.6347668766975403;0.12166358530521393;0.24484777450561523;-0.15028268098831177;0.003086164128035307;-0.40767642855644226;0.26295310258865356;-0.024730315431952477;0.4758584201335907;0.023421481251716614
4;0.00736977718770504;0.29394468665122986;-0.24126434326171875;0.6034398078918457;-0.14079587161540985;0.5179888010025024;0.5417845845222473;0.7899454236030579;0.20878131687641144;0.36670035123825073;-0.0020805555395781994;0.12065891921520233;-0.2637089490890503;0.3914068937301636;0.08743482083082199;0.5820633172988892;0.15289677679538727
3;-0.03758745640516281;0.2554470896720886;-0.2881961762905121;0.5707058310508728;-0.12247783690690994;0.48457586765289307;0.5065298676490784;0.7614634037017822;0.24038447439670563;0.37520867586135864;-0.012616642750799656;0.11844809353351593;-0.31179240345954895;0.3585207164287567;0.07084480673074722;0.5459910035133362;0.11978551000356674
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12;w13;w14;w15;w16
1;-0.14203746616840363;0.15153615176677704;-0.3965931236743927;0.4687686264514923;-0.20700792968273163;0.38123416900634766;0.40557894110679626;0.6600402593612671;0.16034500300884247;0.2819032371044159;-0.15028268098831177;0.03712190315127373;-0.3944070339202881;0.2768913507461548;0.009289738722145557;0.4887823462486267;0.03714517131447792
2;-0.09840274602174759;0.1933162361383438;-0.3513919711112976;0.5085193514823914;-0.17450201511383057;0.4214760661125183;0.44571471214294434;0.6985429525375366;0.18967965245246887;0.31137919425964355;-0.052085235714912415;0.06902580708265305;-0.3383898138999939;0.32873979210853577;0.04061264917254448;0.5423310995101929;0.09047667682170868
4;0.012358604930341244;0.30469849705696106;-0.2363934963941574;0.618826150894165;-0.11109142005443573;0.5332835912704468;0.5543584823608398;0.808857262134552;0.2467951476573944;0.3914908468723297;-0.0020805555395781994;0.14220885932445526;-0.3020418584346771;0.37851792573928833;0.06914719194173813;0.5548884868621826;0.126388818025589
5;0.058020323514938354;0.34108760952949524;-0.18765777349472046;0.646669864654541;-0.13087424635887146;0.5623124837875366;0.5858056545257568;0.8307550549507141;0.21308302879333496;0.3801552355289459;-0.0002284487127326429;0.12618371844291687;-0.2700387239456177;0.36966657638549805;0.1076798141002655;0.5944478511810303;0.1416536271572113
2;-0.06489584594964981;0.22735005617141724;-0.31876081228256226;0.5440529584884644;-0.1347033679485321;0.45706382393836975;0.47984153032302856;0.7351796627044678;0.2311674952507019;0.35233455896377563;-0.052085235714912415;0.10932702571153641;-0.3195366859436035;0.3497375547885895;0.07331551611423492;0.5540609955787659;0.11054828017950058
3;-0.049492936581373215;0.2398562729358673;-0.300471693277359;0.5524351596832275;-0.14193467795848846;0.4661230444908142;0.4901586174964905;0.7408431768417358;0.21785865724086761;0.3565182685852051;-0.012616642750799656;0.09929685294628143;-0.2991996109485626;0.36194413900375366;0.07636623084545135;0.5723580718040466;0.137858584523201
5;0.03874273598194122;0.3304385840892792;-0.20839159190654755;0.6426073312759399;-0.11911841481924057;0.5574373602867126;0.5781640410423279;0.8327329754829407;0.23710310459136963;0.3825004994869232;-0.0002284487127326429;0.13434790074825287;-0.3096669614315033;0.3669048547744751;0.048200830817222595;0.5381116271018982;0.11753173172473907
6;0.07419812679290771;0.3560693562030792;-0.1704058200120926;0.6604155898094177;-0.2099829763174057;0.5763924717903137;0.5997923612594604;0.8437865376472473;0.13475394248962402;0.29257652163505554;-2.1480274881469086e-05;0.06565317511558533;-0.33192333579063416;0.3060590326786041;0.005325669888406992;0.5107900500297546;0.04360518231987953
3;-0.03758745640516281;0.2554470896720886;-0.2881961762905121;0.5707058310508728;-0.12247783690690994;0.48457586765289307;0.5065298676490784;0.7614634037017822;0.24038447439670563;0.37520867586135864;-0.012616642750799656;0.11844809353351593;-0.31179240345954895;0.3585207164287567;0.07084480673074722;0.5459910035133362;0.11978551000356674
4;0.00736977718770504;0.29394468665122986;-0.24126434326171875;0.6034398078918457;-0.14079587161540985;0.5179888010025024;0.5417845845222473;0.7899454236030579;0.20878131687641144;0.36670035123825073;-0.0020805555395781994;0.12065891921520233;-0.2637089490890503;0.3914068937301636;0.08743482083082199;0.5820633172988892;0.15289677679538727
6;0.06456422805786133;0.3522856533527374;-0.18127766251564026;0.665764331817627;-0.14349772036075592;0.5817300081253052;0.6014890670776367;0.8560749888420105;0.20963764190673828;0.3627229928970337;-2.1480274881469086e-05;0.10833441466093063;-0.3348706364631653;0.3378552794456482;0.04142792895436287;0.5276582837104797;0.10251729190349579
7;0.11293045431375504;0.39110445976257324;-0.12853696942329407;0.6913588643074036;-0.21115583181381226;0.6084767580032349;0.6315595507621765;0.872214138507843;0.12504519522190094;0.2867332696914673;-9.772433031685068e-07;0.04681762307882309;-0.34474146366119385;0.2813216745853424;0.009392199106514454;0.5035252571105957;0.028188027441501617
