batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
29;1;125;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
30;2;249;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
31;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
32;1;124;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
33;2;249;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
34;3;373;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
35;2;123;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
36;4;371;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
37;2;248;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
38;2;124;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
39;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
40;2;248;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
41;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;2;249;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
43;2;124;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
44;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
45;2;124;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
46;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
47;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;3;122;0;0.0;0.0;0;0;3.0;3.0;0.0;0;0;0;0;0.0
49;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
50;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
52;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
53;1;124;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
54;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;3;373;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
56;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
57;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
58;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
59;1;125;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
60;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
61;1;125;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
62;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
63;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;2;248;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
65;1;125;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
66;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
67;2;249;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2;2.0;0;2.0;0.0
68;2;248;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
69;2;123;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
70;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
71;2;248;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
72;2;250;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
73;2;248;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
74;2;124;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
75;3;372;0.0;0.0;0.0;0;0;3.0;3.0;0.0;1;1.0;0;1.0;0.0
76;4;496;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
77;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;4;497;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
79;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;1;124;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
82;2;249;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
83;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;3;372;0;0.0;0.0;0;0;3.0;3.0;0.0;0;0;0;0;0.0
85;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
86;2;248;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
87;2;248;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
88;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
90;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
91;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;2;248;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
93;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;3;247;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
95;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
96;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;4;496;0.5;0.25;0.25;0.3333333333333333;0.3333333333333333;4.0;4.0;1.0;2;2.0;0;2.0;0.0
98;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
99;1;124;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
100;3;247;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
