batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2;249;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
3;2;499;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2;2.0;0;2.0;0.0
4;3;1122;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
5;4;1497;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
6;4;1871;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0
7;6;2245;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
8;7;2618;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
9;8;2994;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
10;11;4492;1.0;1.0;1.0;1.0;1.0;4.0;4.0;4.0;4;4.0;0;4.0;0.0
11;11;4989;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0
12;11;5489;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0
13;11;5989;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0
14;12;6489;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
15;13;8737;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1;1.0;0;1.0;0.0
16;13;9362;0;0;0;0;0;0.0;0.0;0.0;0;0;0;0;0.0
17;14;11987;0.0;0.0;0.0;0;0;1.0;1.0;0.0;1;1.0;0;1.0;0.0
18;14;12737;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
19;15;13487;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
20;16;14236;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
21;17;14985;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
22;18;18358;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
23;19;19233;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
24;19;20107;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
25;22;23981;0.25;0.25;0.25;0.25;0.25;4.0;4.0;1.0;4;4.0;1.0;3.0;0.0
26;23;24978;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
