batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
27;24;25978;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
28;26;26978;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
29;27;27976;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
30;29;28975;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
31;30;29975;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
32;31;30974;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
33;33;31973;0.5;0.16666666666666666;0.16666666666666666;0.25;0.25;6.0;6.0;1.0;2;2.0;0;2.0;0.0
34;36;32966;1.0;0.625;0.625;0.7692307692307693;0.7692307692307693;8.0;8.0;5.0;5;5.0;0;5.0;0.0
35;38;33964;1.0;0.4;0.4;0.5714285714285715;0.5714285714285715;5.0;5.0;2.0;2;2.0;0;2.0;0.0
36;42;34961;0.75;0.42857142857142855;0.42857142857142855;0.5454545454545454;0.5454545454545454;7.0;7.0;3.0;4;4.0;0;4.0;0.0
37;44;35958;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
38;46;36956;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
39;47;37954;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
40;49;38953;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
41;49;39951;0;0.0;0.0;0;0;4.0;4.0;0.0;0;0;0;0;0.0
42;51;40955;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
43;53;41953;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
44;54;42950;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
45;56;43949;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
46;57;44948;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
47;57;45947;0;0.0;0.0;0;0;5.0;5.0;0.0;0;0;0;0;0.0
48;60;46946;1.0;0.375;0.375;0.5454545454545454;0.5454545454545454;8.0;8.0;3.0;3;3.0;0;3.0;0.0
49;61;47944;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
50;61;48943;0;0.0;0.0;0;0;5.0;5.0;0.0;0;0;0;0;0.0
51;62;49943;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
52;63;50942;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
53;64;51941;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
54;64;52940;0;0.0;0.0;0;0;5.0;5.0;0.0;0;0;0;0;0.0
55;67;53939;1.0;0.375;0.375;0.5454545454545454;0.5454545454545454;8.0;8.0;3.0;3;3.0;0;3.0;0.0
56;68;54937;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
57;69;55936;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
58;70;56935;1.0;0.16666666666666666;0.16666666666666666;0.2857142857142857;0.2857142857142857;6.0;6.0;1.0;1;1.0;0;1.0;0.0
59;71;57934;1.0;0.8333333333333334;0.8333333333333334;0.9090909090909091;0.9090909090909091;6.0;6.0;5.0;5;5.0;0;5.0;0.0
60;72;58929;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
61;73;59928;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
62;74;60927;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
63;74;61926;0;0.0;0.0;0;0;1.0;1.0;0.0;0;0;0;0;0.0
64;76;62926;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
65;77;63924;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
66;78;64923;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
67;80;65921;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
68;82;66920;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
69;84;67918;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
70;85;68915;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;2.0;2.0;1.0;1;1.0;0;1.0;0.0
71;87;69914;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
72;89;70913;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;4.0;4.0;2.0;2;2.0;0;2.0;0.0
73;91;71911;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;4.0;4.0;2.0;2;2.0;0;2.0;0.0
74;93;72908;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;4.0;4.0;2.0;2;2.0;0;2.0;0.0
75;96;73907;1.0;0.6;0.6;0.7499999999999999;0.7499999999999999;5.0;5.0;3.0;3;3.0;0;3.0;0.0
76;100;74904;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;6.0;6.0;4.0;4;4.0;0;4.0;0.0
77;100;75900;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
78;104;76900;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;6.0;6.0;4.0;4;4.0;0;4.0;0.0
79;104;77896;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
80;104;78896;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
81;105;79896;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
82;107;80895;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;4.0;4.0;2.0;2;2.0;0;2.0;0.0
83;107;81893;0;0.0;0.0;0;0;2.0;2.0;0.0;0;0;0;0;0.0
84;110;82892;1.0;0.4;0.4;0.5714285714285715;0.5714285714285715;5.0;5.0;2.0;2;2.0;0;2.0;0.0
85;111;83890;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
86;113;84889;1.0;0.4;0.4;0.5714285714285715;0.5714285714285715;5.0;5.0;2.0;2;2.0;0;2.0;0.0
87;115;85887;1.0;0.4;0.4;0.5714285714285715;0.5714285714285715;5.0;5.0;2.0;2;2.0;0;2.0;0.0
88;115;86885;0;0.0;0.0;0;0;3.0;3.0;0.0;0;0;0;0;0.0
89;116;87885;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
90;117;88884;1.0;0.25;0.25;0.4;0.4;4.0;4.0;1.0;1;1.0;0;1.0;0.0
91;117;89883;0;0.0;0.0;0;0;3.0;3.0;0.0;0;0;0;0;0.0
92;119;90883;1.0;0.4;0.4;0.5714285714285715;0.5714285714285715;5.0;5.0;2.0;2;2.0;0;2.0;0.0
93;119;91881;0;0.0;0.0;0;0;3.0;3.0;0.0;0;0;0;0;0.0
94;122;92880;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;6.0;6.0;2.0;2;2.0;0;2.0;0.0
95;123;93878;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
96;123;94877;0;0.0;0.0;0;0;4.0;4.0;0.0;0;0;0;0;0.0
97;127;95876;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;8.0;8.0;4.0;4;4.0;0;4.0;0.0
98;128;96873;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
99;129;97872;1.0;0.2;0.2;0.33333333333333337;0.33333333333333337;5.0;5.0;1.0;1;1.0;0;1.0;0.0
100;132;98871;1.0;0.42857142857142855;0.42857142857142855;0.6;0.6;7.0;7.0;3.0;3;3.0;0;3.0;0.0
