batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7567939758300781;0.26811495423316956;1.038533329963684;0.30880945920944214;0.5244952440261841;0.7568874955177307;0.003916178364306688;-2.9780137467128043e-08;0.08559199422597885;0.3465186059474945;0.011196669191122055;0.10048078745603561
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7764478921890259;0.27886825799942017;1.0585212707519531;0.11571239680051804;0.013079690746963024;0.7957540154457092;0.0039735222235322;-3.313542107363787e-09;0.004150722175836563;0.2804551124572754;0.024793855845928192;0.027930812910199165
2;-3.5893610306203527e-10;1.3336292505264282;0.8550460338592529;1.6455450057983398;0.4078582525253296;0.7133926153182983;1.3166232109069824;6.912727457120127e-08;1.55177759531e-09;0.3381243050098419;0.8238095641136169;0.15982504189014435;0.48547589778900146
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7567939758300781;0.26811495423316956;1.038533329963684;0.30880945920944214;0.5244952440261841;0.7568874955177307;0.003916178364306688;-2.9780137467128043e-08;0.08559199422597885;0.3465186059474945;0.011196669191122055;0.10048078745603561
3;8.893593809855981e-26;1.7335715293884277;1.2614177465438843;2.0917117595672607;0.39261025190353394;0.4253527820110321;1.7079042196273804;-1.7285762154983786e-08;-2.863465731195447e-08;0.4924834370613098;1.0735688209533691;0.427794486284256;0.3912455141544342
2;-3.5893610306203527e-10;1.6043028831481934;1.1201447248458862;1.9408543109893799;0.23622670769691467;0.02893204055726528;1.6342982053756714;4.358384103397839e-05;2.8314612876556566e-09;0.39141732454299927;0.903846263885498;0.04025549069046974;0.05271143838763237
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7567939758300781;0.26811495423316956;1.038533329963684;0.30880945920944214;0.5244952440261841;0.7568874955177307;0.003916178364306688;-2.9780137467128043e-08;0.08559199422597885;0.3465186059474945;0.011196669191122055;0.10048078745603561
3;8.893593809855981e-26;2.1777751445770264;1.7016409635543823;2.5926239490509033;0.29167237877845764;0.021609565243124962;2.210275650024414;2.64356640400365e-05;1.636814594974112e-08;0.6041240692138672;1.1544451713562012;0.06021299958229065;0.02952495589852333
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7567939758300781;0.26811495423316956;1.038533329963684;0.30880945920944214;0.5244952440261841;0.7568874955177307;0.003916178364306688;-2.9780137467128043e-08;0.08559199422597885;0.3465186059474945;0.011196669191122055;0.10048078745603561
2;-3.5893610306203527e-10;1.3336292505264282;0.8550460338592529;1.6455450057983398;0.4078582525253296;0.7133926153182983;1.3166232109069824;6.912727457120127e-08;1.55177759531e-09;0.3381243050098419;0.8238095641136169;0.15982504189014435;0.48547589778900146
batch_number;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;w11;w12
1;-0.000987159670330584;0.7764478921890259;0.27886825799942017;1.0585212707519531;0.11571239680051804;0.013079690746963024;0.7957540154457092;0.0039735222235322;-3.313542107363787e-09;0.004150722175836563;0.2804551124572754;0.024793855845928192;0.027930812910199165
4;1.7932416447964684e-41;2.6269917488098145;2.164987325668335;3.088151693344116;0.48940858244895935;0.0134805329144001;2.6561505794525146;6.439140997827053e-05;6.906875071877039e-09;0.5719298720359802;1.1944373846054077;0.1400185227394104;0.028374334797263145
3;8.893593809855981e-26;1.7335715293884277;1.2614177465438843;2.0917117595672607;0.39261025190353394;0.4253527820110321;1.7079042196273804;-1.7285762154983786e-08;-2.863465731195447e-08;0.4924834370613098;1.0735688209533691;0.427794486284256;0.3912455141544342
2;-3.5893610306203527e-10;1.3336292505264282;0.8550460338592529;1.6455450057983398;0.4078582525253296;0.7133926153182983;1.3166232109069824;6.912727457120127e-08;1.55177759531e-09;0.3381243050098419;0.8238095641136169;0.15982504189014435;0.48547589778900146
2;-3.5893610306203527e-10;1.6043028831481934;1.1201447248458862;1.9408543109893799;0.23622670769691467;0.02893204055726528;1.6342982053756714;4.358384103397839e-05;2.8314612876556566e-09;0.39141732454299927;0.903846263885498;0.04025549069046974;0.05271143838763237
