infer_mode;features;train_using_all_batches;batch;featurizer;attribute;feature;weight
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;OFNS_DESC;1.532
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;PATROL_BORO;0.038
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;PD_CD;1.728
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;PD_DESC;1.751
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;PREM_TYP_DESC;0.106
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;X_COORD_CD;0.405
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;Y_COORD_CD;0.37
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;Latitude;0.359
dk;incremental;False;1;OccurAttrFeaturizer;LAW_CAT_CD;Longitude;0.362
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;ADDR_PCT_CD;-0.273
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;BORO_NM;-0.368
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;CRM_ATPT_CPTD_CD;-0.369
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;JURISDICTION_CODE;-0.267
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;JURIS_DESC;-0.289
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;KY_CD;0.199
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;LAW_CAT_CD;-0.312
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;LOC_OF_OCCUR_DESC;-0.0
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;OFNS_DESC;0.189
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;PATROL_BORO;-0.336
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;PD_CD;1.124
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;PD_DESC;1.063
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;PREM_TYP_DESC;1.76
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;X_COORD_CD;1.319
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;Y_COORD_CD;1.296
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;Latitude;1.286
dk;incremental;False;1;OccurAttrFeaturizer;LOC_OF_OCCUR_DESC;Longitude;1.183
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;ADDR_PCT_CD;4.221
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;BORO_NM;0.427
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;CRM_ATPT_CPTD_CD;-0.064
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;JURISDICTION_CODE;-0.034
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;JURIS_DESC;-0.004
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;KY_CD;0.005
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;LAW_CAT_CD;-0.051
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;LOC_OF_OCCUR_DESC;-0.049
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;OFNS_DESC;0.002
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PATROL_BORO;0.858
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PD_CD;0.046
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PD_DESC;0.069
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;PREM_TYP_DESC;0.061
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;X_COORD_CD;4.257
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Y_COORD_CD;4.534
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Latitude;0.0
dk;incremental;False;1;OccurAttrFeaturizer;Latitude;Longitude;-1.852
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;ADDR_PCT_CD;3.828
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;BORO_NM;0.323
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;CRM_ATPT_CPTD_CD;-0.079
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;JURISDICTION_CODE;0.248
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;JURIS_DESC;0.203
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;KY_CD;0.01
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;LAW_CAT_CD;-0.081
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;LOC_OF_OCCUR_DESC;-0.077
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;OFNS_DESC;0.05
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PATROL_BORO;0.648
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PD_CD;0.19
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PD_DESC;0.135
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;PREM_TYP_DESC;0.047
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;X_COORD_CD;4.093
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Y_COORD_CD;3.985
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Latitude;1.964
dk;incremental;False;1;OccurAttrFeaturizer;Longitude;Longitude;0.0
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;ADDR_PCT_CD;0.381
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;BORO_NM;0.354
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;CRM_ATPT_CPTD_CD;0.337
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;JURISDICTION_CODE;0.349
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;JURIS_DESC;0.351
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;KY_CD;3.318
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;LAW_CAT_CD;1.235
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;LOC_OF_OCCUR_DESC;0.364
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;OFNS_DESC;0.0
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PATROL_BORO;0.333
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PD_CD;3.195
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PD_DESC;3.31
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;PREM_TYP_DESC;0.544
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;X_COORD_CD;1.055
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Y_COORD_CD;1.1
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Latitude;1.077
dk;incremental;False;1;OccurAttrFeaturizer;OFNS_DESC;Longitude;1.053
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;ADDR_PCT_CD;2.289
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;BORO_NM;1.321
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;CRM_ATPT_CPTD_CD;0.034
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;JURISDICTION_CODE;0.049
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;JURIS_DESC;0.043
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;KY_CD;0.063
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;LAW_CAT_CD;0.039
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;LOC_OF_OCCUR_DESC;0.038
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;OFNS_DESC;0.056
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PATROL_BORO;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PD_CD;0.096
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PD_DESC;0.1
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;PREM_TYP_DESC;0.17
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;X_COORD_CD;1.577
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Y_COORD_CD;1.603
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Latitude;1.569
dk;incremental;False;1;OccurAttrFeaturizer;PATROL_BORO;Longitude;1.525
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;ADDR_PCT_CD;0.29
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;BORO_NM;0.197
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;CRM_ATPT_CPTD_CD;0.151
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;JURISDICTION_CODE;0.207
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;JURIS_DESC;0.217
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;KY_CD;3.072
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;LAW_CAT_CD;0.936
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;LOC_OF_OCCUR_DESC;0.297
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;OFNS_DESC;2.667
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PATROL_BORO;0.181
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PD_CD;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PD_DESC;6.166
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;PREM_TYP_DESC;0.818
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;X_COORD_CD;1.889
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Y_COORD_CD;1.89
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Latitude;2.001
dk;incremental;False;1;OccurAttrFeaturizer;PD_CD;Longitude;1.909
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;ADDR_PCT_CD;0.274
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;BORO_NM;0.19
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;CRM_ATPT_CPTD_CD;0.17
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;JURISDICTION_CODE;0.203
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;JURIS_DESC;0.185
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;KY_CD;2.973
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;LAW_CAT_CD;0.922
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;LOC_OF_OCCUR_DESC;0.253
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;OFNS_DESC;2.766
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PATROL_BORO;0.191
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PD_CD;6.214
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PD_DESC;0.0
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;PREM_TYP_DESC;0.782
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;X_COORD_CD;1.868
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Y_COORD_CD;1.924
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Latitude;1.95
dk;incremental;False;1;OccurAttrFeaturizer;PD_DESC;Longitude;1.914
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;ADDR_PCT_CD;0.205
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;BORO_NM;-0.049
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;CRM_ATPT_CPTD_CD;-0.126
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;JURISDICTION_CODE;1.797
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;JURIS_DESC;1.794
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;KY_CD;0.546
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;LAW_CAT_CD;-0.068
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;LOC_OF_OCCUR_DESC;1.474
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;OFNS_DESC;0.489
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PATROL_BORO;0.032
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PD_CD;1.982
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PD_DESC;2.092
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;PREM_TYP_DESC;-0.0
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;X_COORD_CD;3.143
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Y_COORD_CD;3.127
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Latitude;3.163
dk;incremental;False;1;OccurAttrFeaturizer;PREM_TYP_DESC;Longitude;3.139
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;ADDR_PCT_CD;0.0
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;BORO_NM;0.479
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;CRM_ATPT_CPTD_CD;0.015
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;JURISDICTION_CODE;0.045
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;JURIS_DESC;0.07
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;KY_CD;0.082
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;LAW_CAT_CD;0.004
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;LOC_OF_OCCUR_DESC;0.012
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;OFNS_DESC;0.071
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PATROL_BORO;0.944
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PD_CD;0.301
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PD_DESC;0.323
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;PREM_TYP_DESC;0.193
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;X_COORD_CD;3.449
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Y_COORD_CD;3.424
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Latitude;3.542
all;incremental;False;1;OccurAttrFeaturizer;ADDR_PCT_CD;Longitude;3.482
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;ADDR_PCT_CD;1.381
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;BORO_NM;0.0
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;CRM_ATPT_CPTD_CD;0.054
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;JURISDICTION_CODE;0.074
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;JURIS_DESC;0.069
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;KY_CD;0.086
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;LAW_CAT_CD;0.059
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;LOC_OF_OCCUR_DESC;0.068
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;OFNS_DESC;0.07
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PATROL_BORO;1.456
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PD_CD;0.11
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PD_DESC;0.141
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;PREM_TYP_DESC;0.173
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;X_COORD_CD;1.373
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Y_COORD_CD;1.382
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Latitude;1.416
all;incremental;False;1;OccurAttrFeaturizer;BORO_NM;Longitude;1.356
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;ADDR_PCT_CD;0.305
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;BORO_NM;0.297
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;CRM_ATPT_CPTD_CD;0.0
all;incremental;False;1;OccurAttrFeaturizer;CRM_ATPT_CPTD_CD;JURISDICTION_CODE;0.246
