infer_mode;features;train_using_all_batches;iteration;skip_training_starting_batch;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
dk;incremental;False;1;-1;1;0.1552169999340549;0.001686000032350421;0.17553100001532584;4.906894207000732;15.536496000015177;0.00621100002899766;27.40231000003405;0.5438020000001416;0.027085999958217144;0.23349599994253367;0;0.005603000055998564
dk;incremental;False;1;-1;2;0.16752400004770607;0.0016339999856427312;0.2814759999746457;4.922927618026733;19.33087000006344;0.01753299997653812;11.715680000022985;1.1304989999625832;0.029501000070013106;0.2522229999303818;0;0.008406999986618757
dk;incremental;False;1;-1;3;0.16243399993982166;0.0015620000194758177;0.2508539999835193;4.758556842803955;21.961050000041723;0.017426000093109906;10.555946999927983;0.8956860000034794;0.02887500007636845;0.23958399996627122;0;0.008308000047691166
dk;incremental;False;1;-1;4;0.15895299997646362;0.0016250000335276127;0.291999000008218;4.91672682762146;23.20949300006032;0.017511999933049083;8.629240000038408;1.144406000035815;0.03623900003731251;0.2730500000761822;0;0.011417999980039895
dk;incremental;False;1;-1;5;0.15550899994559586;0.001664999988861382;0.29256199998781085;5.237999677658081;23.646121000056155;0.017634999938309193;9.260321000008844;1.0983680000063032;0.03260599996428937;0.2690269999438897;0;0.010260000010021031
dk;incremental;False;1;-1;6;0.16860900004394352;0.0016410000389441848;0.28844300005584955;5.3253257274627686;25.135905999923125;0.01760000002104789;8.769372000009753;1.063406000030227;0.030707000056281686;0.2648230000631884;0;0.012705000001005828
dk;incremental;False;1;-1;7;0.15542399999685585;0.0015620000194758177;0.3042610000120476;5.260837078094482;26.358423999976367;0.017549999989569187;8.705581999965943;1.1409690000582486;0.027635999955236912;0.26747900003101677;0;0.011654000030830503
dk;incremental;False;1;-1;8;0.15907400008291006;0.0014410000294446945;0.31250600004568696;5.292778253555298;26.758343999972567;0.017632000031881034;8.042910999967717;1.2823690000222996;0.03619700006674975;0.2871559999184683;0;0.012663000030443072
dk;incremental;False;1;-1;9;0.18186999997124076;0.0016029999824240804;0.3030100000323728;5.452447891235352;27.830152999958955;0.038979999953880906;8.420098999980837;1.2235759999603033;0.03059800004120916;0.27719800011254847;0;0.016568999970331788
dk;incremental;False;1;-1;10;0.15861799998674542;0.0016299999551847577;0.3014030000194907;5.550279378890991;28.639607000048272;0.01747999992221594;8.021353000076488;1.2373659999575466;0.03036099998280406;0.311197999981232;0;0.016682000015862286
