batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;6;34;0;0.0;0.0;0;0;1.0;8.0;0.0;2;0;0;0;0.0
2;1;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;12;41;0;0.0;0.0;0;0;1.0;3.0;0.0;2;0;0;0;0.0
4;21;50;1.0;0.125;0.25;0.2222222222222222;0.4;4.0;8.0;1.0;5;1.0;0;1.0;0.0
5;7;33;0;0.0;0.0;0;0;1.0;4.0;0.0;3;0;0;0;0.0
6;9;31;0;0.0;0.0;0;0;1.0;5.0;0.0;3;0;0;0;0.0
7;9;35;0;0.0;0.0;0;0;1.0;7.0;0.0;3;0;0;0;0.0
8;7;13;0;0.0;0;0;0;0.0;4.0;0.0;7;0;0;0;0.0
9;1;10;0;0.0;0;0;0;0.0;5.0;0.0;1;0;0;0;0.0
10;7;16;0;0.0;0;0;0;0.0;3.0;0.0;5;0;0;0;0.0
11;12;39;0;0.0;0.0;0;0;3.0;6.0;0.0;0;0;0;0;0.0
12;12;52;1.0;0.16666666666666666;0.5;0.2857142857142857;0.6666666666666666;2.0;6.0;1.0;3;1.0;0;1.0;0.0
13;2;8;0;0.0;0;0;0;0.0;11.0;0.0;2;0;0;0;0.0
14;2;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;9;43;0;0.0;0.0;0;0;2.0;6.0;0.0;3;0;0;0;0.0
16;1;9;0;0.0;0;0;0;0.0;8.0;0.0;1;0;0;0;0.0
17;3;17;0;0.0;0;0;0;0.0;5.0;0.0;2;0;0;0;0.0
18;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;5;26;0;0.0;0.0;0;0;1.0;5.0;0.0;1;0;0;0;0.0
20;6;25;0;0.0;0;0;0;0.0;3.0;0.0;2;0;0;0;0.0
21;2;8;0;0.0;0;0;0;0.0;6.0;0.0;2;0;0;0;0.0
