infer_mode;features;train_using_all_batches;iteration;skip_training_starting_batch;batch;load_data;load_dcs;detect_errors;setup_domain;featurize_data;setup_model;fit_model;infer_repairs;get_inferred_values;generate_repaired_dataset;repaired_table_copy_time;save_stats_time
dk;incremental;True;0;-1;1;0.1038800000000002;0.002934000000000214;0.13550800000000018;0.4559366703033447;0.07518000000000047;0.004129999999999967;0.5050630000000007;0.04996199999999984;0.028065999999999924;0.030826999999999494;0;0.0029050000000001575
dk;incremental;True;0;-1;2;0.13856300000000044;0.00571900000000003;0.14302299999999946;0.6676671504974365;0.05200299999999913;0.0038090000000003954;0.3044349999999998;0.0034740000000006432;0.0;0.0;0.0;0.005436999999998804
dk;incremental;True;0;-1;3;0.13127099999999992;0.002935000000000798;0.12985300000000066;0.5488519668579102;0.22032199999999946;0.007018999999999664;1.9144049999999986;0.05817300000000003;0.029023999999999717;0.03249100000000027;0;0.005425999999999931
dk;incremental;True;0;-1;4;0.13671599999999984;0.003012000000001791;0.14754199999999784;0.6202390193939209;0.5546939999999978;0.011751999999997764;4.584814999999999;0.06712699999999927;0.030378999999999934;0.033691000000001026;0;0.005689000000000277
dk;incremental;True;0;-1;5;0.1280140000000003;0.002856000000001302;0.1322189999999992;0.7902364730834961;0.8342419999999997;0.014513999999998362;5.5711210000000015;0.07633399999999568;0.0299839999999989;0.03141400000000516;0;0.00701999999999714
dk;incremental;True;0;-1;6;0.11852899999999522;0.002977999999998815;0.13904899999999998;0.8040628433227539;0.8805559999999986;0.011403000000001384;6.5112939999999995;0.06872699999999554;0.029735999999999763;0.032451999999992154;0;0.008104000000002998
dk;incremental;True;0;-1;7;0.13334100000000149;0.0028879999999986694;0.14819199999999455;0.877312183380127;1.5955900000000014;0.015240999999996063;7.809764999999999;0.06793700000000058;0.029804999999996085;0.03221900000000488;0;0.008499000000000478
dk;incremental;True;0;-1;8;0.12948699999999747;0.0029310000000037917;0.140227000000003;0.8342094421386719;1.5174379999999985;0.012189999999989709;9.287802;0.07692600000000027;0.025645000000011464;0.031289999999998486;0;0.00979499999999689
dk;incremental;True;0;-1;9;0.13754799999999534;0.0029389999999978045;0.2193060000000031;0.9657390117645264;1.3455550000000045;0.012161000000006084;10.135799000000006;0.0636779999999959;0.02901099999999701;0.031919999999999504;0;0.010648000000003321
dk;incremental;True;0;-1;10;0.12986800000000187;0.0029260000000022046;0.14356200000000285;0.8916471004486084;1.816948999999994;0.013983000000010293;11.917371000000003;0.08229599999999948;0.02824699999999325;0.03319800000001294;0;0.010399999999989973
dk;incremental;True;0;-1;11;0.1269840000000073;0.00291400000000408;0.14647899999999936;1.0641722679138184;2.0477029999999985;0.014515000000002942;13.653172999999995;0.09125900000000797;0.026192000000008875;0.029132000000004155;0;0.012244000000009692
dk;incremental;True;0;-1;12;0.11995199999998363;0.0028790000000071814;0.14144200000001206;1.2084128856658936;2.9453140000000246;0.015619999999984202;15.500025999999991;0.09237500000000409;0.02986900000001924;0.034988000000026886;0;0.012582999999978028
dk;incremental;True;0;-1;13;0.13467499999998722;0.0029150000000015552;0.15207200000000398;1.3199875354766846;3.3588900000000024;0.02230599999998617;19.084588999999994;0.09823799999998073;0.02982600000001412;0.03385100000002694;0;0.013021999999978107
dk;incremental;True;0;-1;14;0.1314130000000091;0.002947000000006028;0.14724899999998797;1.0464940071105957;2.6438599999999894;0.013337999999976091;14.425342999999998;0.09149499999998056;0.029455000000012888;0.03283299999998235;0;0.01326700000001324
dk;incremental;True;0;-1;15;0.13461699999999155;0.002992000000006101;0.14652999999998428;1.3960676193237305;3.405267000000009;0.014635999999995875;18.222398999999996;0.09164999999998713;0.029000999999993837;0.033213999999986754;0;0.012795000000011214
dk;incremental;True;0;-1;16;0.12090299999999843;0.0028930000000002565;0.1489699999999914;1.4782392978668213;4.051877999999988;0.01819399999999405;22.734163000000024;0.09583700000001727;0.03136699999998882;0.0342300000000364;0;0.015829999999994016
dk;incremental;True;0;-1;17;0.13102900000001227;0.0029450000000110776;0.15094299999998384;1.4204840660095215;3.826859000000013;0.015740999999991345;20.71035999999998;0.1137960000000362;0.02985999999998512;0.03362099999998236;0;0.015994000000034703
dk;incremental;True;0;-1;18;0.2121270000000095;0.0029450000000110776;0.13616400000000795;1.2308475971221924;3.122361999999953;0.013570000000015625;16.381692999999984;0.08799199999998564;0.029165000000034524;0.03352499999999736;0;0.016393999999991138
dk;incremental;True;0;-1;19;0.12138299999998026;0.0026600000000485124;0.14395700000000033;1.5430655479431152;3.4518729999999778;0.01841500000000451;23.433790000000045;0.09392100000002301;0.027914000000009764;0.033297999999945205;0;0.01607000000001335
dk;incremental;True;0;-1;20;0.1338259999999991;0.002931999999987056;0.1459939999999733;1.5797386169433594;3.6964099999999576;0.016170999999985725;22.986928999999975;0.10814099999998916;0.0307250000000181;0.03526399999998375;0;0.016233999999997195
dk;incremental;True;0;-1;21;0.12865799999997307;0.0029900000000111504;0.14785799999998517;1.3308537006378174;3.1161839999999756;0.021709999999984575;19.50870100000003;0.10441600000001472;0.026818999999989046;0.034552000000019234;0;0.016934999999989486
dk;incremental;True;0;-1;22;0.1249360000000479;0.0030249999999796273;0.14614599999998745;1.8233428001403809;4.580962999999997;0.015687999999954627;29.438638000000026;0.1113809999999944;0.028601999999978034;0.03592500000002019;0;0.015463000000011107
dk;incremental;True;0;-1;23;0.12837999999999283;0.0029389999999693828;0.1387809999999945;1.8093476295471191;5.702511000000015;0.017350000000021737;26.806764999999984;0.21584300000000667;0.02652100000000246;0.031137000000057924;0;0.015203999999982898
dk;incremental;True;0;-1;24;0.1293749999999818;0.0030040000000326472;0.15205100000002858;1.4525656700134277;2.802049000000011;0.01704800000004525;20.92741699999999;0.09717200000000048;0.02871299999992516;0.03689900000006219;0;0.01819799999998395
