batch;dk_cells;training_cells;precision;recall;repairing_recall;f1;repairing_f1;detected_errors;total_errors;correct_repairs;total_repairs;total_repairs_grdt;repairs_on_correct_cells;repairs_on_incorrect_cells;rmse
1;11;3491;1.0;0.45454545454545453;0.45454545454545453;0.625;0.625;11.0;11.0;5.0;5;5.0;0;5.0;0.0
2;9;2493;1.0;0.4444444444444444;0.4444444444444444;0.6153846153846153;0.6153846153846153;9.0;9.0;4.0;4;4.0;0;4.0;0.0
3;4;1499;1.0;1.0;1.0;1.0;1.0;4.0;4.0;4.0;4;4.0;0;4.0;0.0
4;6;996;0.75;0.5;0.5;0.6;0.6;6.0;6.0;3.0;4;4.0;0;4.0;0.0
5;9;1992;1.0;0.2222222222222222;0.2222222222222222;0.3636363636363636;0.3636363636363636;9.0;9.0;2.0;2;2.0;0;2.0;0.0
6;5;1996;0.6666666666666666;0.4;0.4;0.5;0.5;5.0;5.0;2.0;3;3.0;0;3.0;0.0
7;7;1995;1.0;0.5714285714285714;0.5714285714285714;0.7272727272727273;0.7272727272727273;7.0;7.0;4.0;4;4.0;0;4.0;0.0
8;4;997;1.0;1.0;1.0;1.0;1.0;4.0;4.0;4.0;4;4.0;0;4.0;0.0
9;3;1499;1.0;0.6666666666666666;0.6666666666666666;0.8;0.8;3.0;3.0;2.0;2;2.0;0;2.0;0.0
10;5;1998;1.0;0.8;0.8;0.888888888888889;0.888888888888889;5.0;5.0;4.0;4;4.0;0;4.0;0.0
11;4;1996;1.0;0.75;0.75;0.8571428571428571;0.8571428571428571;4.0;4.0;3.0;3;3.0;0;3.0;0.0
12;9;2493;0.6666666666666666;0.4444444444444444;0.4444444444444444;0.5333333333333333;0.5333333333333333;9.0;9.0;4.0;6;6.0;0;6.0;0.0
13;8;2994;1.0;0.625;0.625;0.7692307692307693;0.7692307692307693;8.0;8.0;5.0;5;5.0;0;5.0;0.0
14;5;1996;1.0;0.6;0.6;0.7499999999999999;0.7499999999999999;5.0;5.0;3.0;3;3.0;0;3.0;0.0
15;5;2498;1.0;0.8;0.8;0.888888888888889;0.888888888888889;5.0;5.0;4.0;4;4.0;0;4.0;0.0
16;4;1497;1.0;0.5;0.5;0.6666666666666666;0.6666666666666666;4.0;4.0;2.0;2;2.0;0;2.0;0.0
17;3;1498;1.0;0.3333333333333333;0.3333333333333333;0.5;0.5;3.0;3.0;1.0;1;1.0;0;1.0;0.0
18;5;2496;1.0;0.8;0.8;0.888888888888889;0.888888888888889;5.0;5.0;4.0;4;4.0;0;4.0;0.0
19;4;1998;1.0;0.75;0.75;0.8571428571428571;0.8571428571428571;4.0;4.0;3.0;3;3.0;0;3.0;0.0
20;6;2496;1.0;0.8333333333333334;0.8333333333333334;0.9090909090909091;0.9090909090909091;6.0;6.0;5.0;5;5.0;0;5.0;0.0
