infer_mode;features;train_using_all_batches;skip_training_starting_batch;batch;featurizer;attribute;feature;weight
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;name;3.214
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;surname;3.565
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;birthyear;0.694
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;birthplace;-0.0
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;position;0.048
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;team;0.404
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;city;0.299
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;stadium;0.313
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;season;0.075
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthplace;manager;0.467
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;name;2.657
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;surname;2.694
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;birthyear;-0.0
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;birthplace;1.827
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;position;0.062
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;team;0.374
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;city;0.274
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;stadium;0.294
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;season;0.054
dk;incremental;True;-1;1;OccurAttrFeaturizer;birthyear;manager;0.426
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;name;2.273
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;surname;2.231
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;birthyear;0.334
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;birthplace;1.893
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;position;0.055
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;team;3.225
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;city;2.03
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;stadium;1.916
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;season;0.962
dk;incremental;True;-1;1;OccurAttrFeaturizer;manager;manager;-0.0
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;name;1.704
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;surname;1.9
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;birthyear;0.262
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;birthplace;0.988
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;position;0.0
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;team;0.711
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;city;0.676
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;stadium;0.52
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;season;0.134
dk;incremental;True;-1;1;OccurAttrFeaturizer;position;manager;1.13
dk;incremental;True;-1;1;OccurAttrFeaturizer;season;name;1.358
